"Owner_id","Unit_id"
"478","5422"
"480","1520"
"481","4717"
"482","8596"
"482","7827"
"483","5690"
"483","7701"
"484","1331"
"485","8357"
"485","1685"
"486","1712"
"487","8411"
"487","5670"
"487","7477"
"488","7367"
"489","6831"
"489","2966"
"491","7701"
"491","5234"
"491","8321"
"492","4882"
"492","8110"
"493","1253"
"493","2661"
"495","8060"
"495","8005"
"495","8455"
"496","2368"
"498","6217"
"498","3541"
"498","6361"
"500","4988"
"500","3716"
"501","7464"
"501","6486"
"501","8858"
"504","3001"
"504","6128"
"504","8371"
"507","5009"
"507","5679"
"508","1331"
"508","512"
"508","3523"
"509","7432"
"510","467"
"511","5572"
"511","7154"
"511","7492"
"512","6458"
"513","1345"
"514","8544"
"515","1621"
"515","5636"
"515","1272"
"517","6337"
"517","5611"
"517","8733"
"518","4333"
"518","5773"
"518","6292"
"519","3097"
"521","1815"
"522","1087"
"522","4706"
"522","5556"
"523","8916"
"523","6533"
"523","4994"
"524","4062"
"525","3659"
"525","2337"
"525","2803"
"526","234"
"527","4324"
"527","1503"
"528","61"
"529","7811"
"529","975"
"531","2911"
"533","8708"
"535","6198"
"536","4378"
"537","3716"
"537","3895"
"539","6075"
"540","2518"
"542","7751"
"542","1510"
"543","6588"
"543","6145"
"543","4096"
"544","4610"
"545","6757"
"546","8771"
"547","8487"
"547","1641"
"548","2183"
"549","214"
"549","4870"
"550","1257"
"550","879"
"550","2551"
"551","1319"
"552","5016"
"552","1292"
"552","5563"
"554","8385"
"554","7560"
"555","2258"
"555","1117"
"555","2599"
"556","7385"
"556","877"
"557","6326"
"558","8029"
"559","5997"
"559","3423"
"559","8332"
"560","2291"
"560","444"
"560","6172"
"561","59"
"562","2995"
"564","3925"
"564","7397"
"565","1131"
"567","649"
"567","7431"
"568","905"
"568","7096"
"568","7637"
"569","7848"
"569","924"
"571","7478"
"573","8065"
"575","3957"
"575","338"
"576","1778"
"577","4977"
"578","452"
"579","8534"
"579","2514"
"580","1903"
"580","3645"
"581","3508"
"582","6521"
"583","3780"
"585","1129"
"585","3909"
"586","4013"
"586","3231"
"586","4660"
"587","7834"
"589","8320"
"589","422"
"589","8160"
"590","4412"
"590","8611"
"591","4375"
"593","2220"
"593","3730"
"593","2579"
"594","1318"
"594","8320"
"594","1960"
"595","1784"
"597","8906"
"598","6753"
"598","8682"
"600","1462"
"603","199"
"604","3438"
"604","1698"
"605","4181"
"605","2786"
"605","6266"
"606","8493"
"606","6113"
"607","7555"
"608","6812"
"608","4262"
"608","5084"
"609","317"
"611","7508"
"611","7684"
"611","2911"
"612","7760"
"615","7611"
"615","5000"
"615","7511"
"616","5544"
"616","5460"
"616","7585"
"618","3873"
"618","7243"
"620","2714"
"621","6315"
"621","6405"
"622","6736"
"623","2091"
"624","8563"
"625","6899"
"625","4424"
"626","8410"
"627","2946"
"628","4127"
"629","1714"
"629","510"
"630","4648"
"630","2369"
"631","572"
"632","3504"
"632","2816"
"632","7863"
"633","8302"
"633","7560"
"634","7617"
"634","979"
"634","7909"
"635","2352"
"635","5620"
"635","4945"
"636","5571"
"636","5013"
"636","3227"
"637","5676"
"638","2426"
"639","897"
"640","3815"
"641","6072"
"641","8528"
"641","6778"
"644","7070"
"645","7617"
"646","930"
"647","7906"
"647","1266"
"647","8586"
"648","1058"
"648","3823"
"649","4407"
"649","3746"
"651","4464"
"651","2355"
"651","778"
"652","8630"
"652","1229"
"652","5188"
"653","8048"
"655","2363"
"656","7263"
"657","4970"
"657","3263"
"657","7328"
"659","5184"
"659","5780"
"660","4682"
"661","2796"
"662","35"
"663","1286"
"663","784"
"663","301"
"664","5636"
"664","6359"
"664","8190"
"665","1304"
"667","6385"
"668","6076"
"669","6507"
"670","783"
"670","648"
"672","8437"
"673","6836"
"674","7084"
"674","4522"
"674","5265"
"675","118"
"676","541"
"676","7475"
"677","6766"
"679","5571"
"679","6553"
"679","7414"
"680","1572"
"680","4068"
"680","7080"
"681","3265"
"681","1844"
"681","4461"
"682","8718"
"682","3826"
"683","918"
"683","1610"
"683","5144"
"684","4264"
"685","2189"
"686","8694"
"688","1490"
"688","8725"
"688","977"
"689","4448"
"689","1148"
"689","5493"
"690","8801"
"691","1789"
"691","198"
"691","2666"
"694","2264"
"694","2106"
"695","1639"
"695","8677"
"695","3823"
"696","1636"
"696","2844"
"696","975"
"698","1"
"699","8882"
"700","6977"
"700","5208"
"700","3131"
"701","6731"
"702","3717"
"703","3125"
"703","1621"
"703","2554"
"704","1442"
"706","8207"
"707","8950"
"707","8542"
"707","3516"
"708","1852"
"709","7123"
"710","3425"
"711","314"
"712","3786"
"712","3483"
"712","1850"
"713","8645"
"714","5423"
"715","1626"
"715","5293"
"717","7245"
"717","1753"
"717","3699"
"718","678"
"718","8499"
"719","8489"
"719","6707"
"719","2792"
"721","7751"
"722","155"
"723","3469"
"724","6699"
"726","3456"
"726","2100"
"727","2273"
"727","8943"
"728","6714"
"728","6871"
"729","8871"
"731","5231"
"731","4142"
"731","7667"
"732","7039"
"733","2216"
"733","4678"
"734","6529"
"735","8279"
"735","304"
"736","3012"
"739","1897"
"739","6298"
"740","4479"
"740","1449"
"742","5364"
"742","8540"
"743","4114"
"743","3445"
"743","3506"
"744","3930"
"744","8940"
"745","3024"
"746","554"
"747","58"
"749","7382"
"750","7866"
"750","4316"
"750","2011"
"751","8711"
"752","8733"
"753","8207"
"755","4072"
"755","6889"
"756","5688"
"759","3249"
"760","8465"
"760","6817"
"760","7392"
"761","6180"
"761","5715"
"763","4185"
"763","4118"
"763","8892"
"764","5844"
"765","2277"
"767","2312"
"767","414"
"768","7289"
"769","2273"
"769","6172"
"770","1470"
"770","8006"
"771","6806"
"771","4698"
"771","229"
"772","5136"
"772","8898"
"772","108"
"773","7335"
"774","1392"
"774","5771"
"775","5202"
"775","7803"
"776","6014"
"776","4394"
"776","1936"
"778","7550"
"778","4884"
"778","870"
"779","317"
"779","1864"
"780","3802"
"780","6752"
"780","3746"
"781","2240"
"782","4010"
"783","2611"
"784","5348"
"786","7533"
"787","6820"
"788","6430"
"788","4760"
"789","7842"
"790","5386"
"791","4581"
"791","6002"
"791","3877"
"794","1177"
"794","3624"
"794","6708"
"795","3785"
"797","7486"
"797","4239"
"798","8126"
"798","17"
"799","6522"
"799","3220"
"800","6274"
"800","6549"
"801","4619"
"801","6619"
"801","5720"
"803","2694"
"803","2667"
"803","3013"
"805","7625"
"806","8743"
"807","6277"
"808","8504"
"809","3651"
"809","5829"
"809","8915"
"810","1601"
"812","7489"
"812","2332"
"812","2748"
"813","4605"
"814","5510"
"814","1325"
"814","7361"
"817","7554"
"817","4227"
"817","3872"
"818","4099"
"818","4445"
"819","908"
"820","6646"
"820","6112"
"820","1473"
"821","7452"
"821","5548"
"822","465"
"822","8939"
"826","6564"
"827","6063"
"828","585"
"828","663"
"828","6998"
"829","7201"
"831","29"
"832","5034"
"833","1286"
"835","556"
"835","3094"
"836","4775"
"837","1266"
"838","8071"
"838","2031"
"839","5700"
"839","6038"
"840","7478"
"840","6375"
"840","2"
"841","8669"
"842","2530"
"842","6354"
"843","3066"
"846","2315"
"847","5338"
"848","5015"
"848","1102"
"848","2564"
"849","331"
"850","7592"
"851","4108"
"852","141"
"852","3280"
"853","7196"
"853","6788"
"854","5112"
"855","4085"
"856","2466"
"857","467"
"857","364"
"857","2931"
"858","1918"
"858","4959"
"859","7012"
"859","5544"
"860","5316"
"860","8739"
"861","1870"
"861","1994"
"861","457"
"862","8031"
"864","2580"
"864","5044"
"864","4354"
"865","6644"
"866","8554"
"869","917"
"869","6624"
"870","7065"
"871","1552"
"871","1669"
"873","8628"
"873","7760"
"875","6219"
"877","2202"
"877","1834"
"878","1562"
"878","8077"
"878","6393"
"879","8046"
"879","8205"
"882","3652"
"884","4582"
"885","4843"
"886","1981"
"887","2808"
"887","2571"
"888","8846"
"888","1502"
"888","6727"
"889","7059"
"891","4860"
"892","7883"
"893","974"
"893","5041"
"894","5796"
"896","6276"
"896","4802"
"896","2241"
"897","2459"
"898","5285"
"898","4040"
"899","8351"
"900","8182"
"900","6128"
"900","8588"
"901","3198"
"902","1312"
"903","2843"
"904","1235"
"905","796"
"905","4879"
"907","8611"
"907","4378"
"907","8752"
"908","8210"
"909","465"
"910","1653"
"910","7304"
"911","661"
"911","5233"
"912","3152"
"913","133"
"914","2700"
"914","3035"
"914","1757"
"915","4665"
"916","2965"
"917","6501"
"917","5471"
"917","4403"
"918","5016"
"919","262"
"920","6590"
"921","634"
"921","6791"
"922","5086"
"923","5286"
"923","1640"
"924","6953"
"925","3370"
"925","8921"
"926","6809"
"927","6492"
"927","7185"
"927","1124"
"928","6328"
"929","5969"
"930","2775"
"930","3735"
"933","2884"
"934","5411"
"936","760"
"937","2863"
"937","7472"
"938","6110"
"939","8646"
"939","2663"
"941","7463"
"942","1524"
"942","1473"
"942","4075"
"943","2970"
"944","3724"
"944","1234"
"945","6816"
"946","976"
"947","2747"
"947","8502"
"947","6839"
"949","4248"
"950","7626"
"950","2083"
"950","2607"
"951","7466"
"952","8186"
"952","2579"
"953","3565"
"953","4739"
"954","2903"
"954","7902"
"954","7968"
"955","5033"
"955","347"
"956","7044"
"957","6034"
"957","6026"
"957","7516"
"959","6507"
"960","8441"
"961","3582"
"963","7361"
"963","5779"
"963","7321"
"964","105"
"964","6787"
"964","3359"
"966","7904"
"966","8644"
"967","5439"
"968","3268"
"968","2690"
"969","2285"
"970","1059"
"970","3623"
"970","8451"
"971","4873"
"971","1563"
"973","5897"
"973","6439"
"975","718"
"975","5606"
"975","1992"
"977","1225"
"978","1943"
"979","6355"
"980","7095"
"980","1178"
"981","8166"
"982","4438"
"983","6719"
"984","121"
"985","6564"
"986","5852"
"987","5425"
"987","4329"
"988","2205"
"989","513"
"990","234"
"991","6718"
"991","1000"
"991","792"
"992","6479"
"993","1636"
"994","1640"
"995","3410"
"997","684"
"997","1490"
"997","6817"
"998","8222"
"998","8886"
"998","1425"
"999","7049"
"1000","5173"
"1000","2381"
"1001","3761"
"1002","6622"
"1002","2563"
"1003","423"
"1003","2283"
"1004","7208"
"1004","1673"
"1004","1318"
"1005","8852"
"1005","7866"
"1006","6644"
"1008","3697"
"1009","8965"
"1010","4752"
"1010","6658"
"1011","2048"
"1012","2727"
"1012","7271"
"1014","146"
"1016","8512"
"1016","876"
"1018","8990"
"1020","6464"
"1020","7882"
"1023","7954"
"1023","2031"
"1026","778"
"1026","6003"
"1027","3270"
"1028","2654"
"1028","8734"
"1028","5922"
"1029","4765"
"1029","1591"
"1029","3038"
"1030","7506"
"1032","5730"
"1032","7451"
"1032","8815"
"1033","3188"
"1033","4189"
"1034","5964"
"1034","5766"
"1035","4719"
"1036","4588"
"1038","1890"
"1039","8146"
"1040","4119"
"1040","3182"
"1040","8269"
"1041","3931"
"1041","8712"
"1041","6770"
"1042","6399"
"1043","2090"
"1044","8802"
"1045","889"
"1045","3121"
"1046","5258"
"1046","4345"
"1046","3052"
"1047","2469"
"1048","1498"
"1049","2157"
"1049","1143"
"1050","3304"
"1050","6208"
"1050","171"
"1051","8769"
"1051","7670"
"1051","8321"
"1052","6596"
"1053","3233"
"1053","3530"
"1053","5049"
"1054","5392"
"1054","662"
"1054","970"
"1056","8378"
"1057","5601"
"1059","6051"
"1060","3918"
"1060","6781"
"1060","4290"
"1061","7574"
"1063","2025"
"1065","5294"
"1065","8809"
"1065","2629"
"1067","697"
"1068","2176"
"1068","243"
"1070","5578"
"1071","3705"
"1071","2618"
"1072","1933"
"1072","2696"
"1072","5262"
"1073","2513"
"1073","8479"
"1074","584"
"1074","5129"
"1075","6790"
"1075","959"
"1075","4073"
"1076","1138"
"1077","161"
"1077","4391"
"1078","1706"
"1079","4221"
"1079","4457"
"1080","5780"
"1080","1468"
"1080","6741"
"1081","544"
"1082","6108"
"1083","2982"
"1083","8913"
"1084","5048"
"1086","1235"
"1086","1101"
"1087","8923"
"1087","8291"
"1088","8133"
"1089","7778"
"1090","5436"
"1092","4383"
"1092","6228"
"1093","8707"
"1094","5456"
"1094","7748"
"1095","3933"
"1095","4121"
"1095","6465"
"1096","5167"
"1097","8444"
"1098","1527"
"1098","1020"
"1099","3348"
"1100","5925"
"1103","589"
"1104","5362"
"1105","6164"
"1105","1746"
"1105","5324"
"1107","7004"
"1107","658"
"1108","7091"
"1109","4541"
"1110","5298"
"1112","2367"
"1112","4729"
"1113","7223"
"1113","2820"
"1114","1179"
"1115","6456"
"1117","5894"
"1117","5140"
"1118","5667"
"1119","527"
"1120","4423"
"1120","8438"
"1122","6732"
"1123","5277"
"1123","4501"
"1124","3544"
"1124","8223"
"1125","6963"
"1125","7172"
"1125","8352"
"1126","2757"
"1127","8457"
"1128","540"
"1129","3866"
"1129","5321"
"1129","3129"
"1130","3184"
"1130","5270"
"1131","6756"
"1132","2992"
"1132","7448"
"1133","6380"
"1133","5346"
"1133","5499"
"1134","7011"
"1135","7868"
"1136","736"
"1137","8635"
"1137","5595"
"1137","1780"
"1138","7946"
"1139","7259"
"1140","8360"
"1141","7642"
"1141","2025"
"1142","6786"
"1143","3568"
"1144","4552"
"1145","4221"
"1145","274"
"1146","6149"
"1146","1296"
"1146","3070"
"1148","4365"
"1149","6032"
"1149","7420"
"1150","6884"
"1151","1215"
"1151","2860"
"1153","1359"
"1153","5779"
"1154","220"
"1156","7580"
"1157","2576"
"1158","3501"
"1158","1390"
"1158","8910"
"1159","8562"
"1159","4584"
"1160","2494"
"1161","3406"
"1164","5408"
"1165","7488"
"1165","4976"
"1165","4620"
"1166","4079"
"1166","7931"
"1166","2009"
"1167","1057"
"1168","7288"
"1168","2581"
"1169","1213"
"1169","8680"
"1170","5769"
"1171","3454"
"1174","3420"
"1175","7584"
"1175","8742"
"1177","3442"
"1177","7514"
"1177","1733"
"1178","8700"
"1180","4929"
"1180","738"
"1180","5545"
"1181","2368"
"1181","1557"
"1182","8709"
"1182","2861"
"1182","7148"
"1184","2341"
"1185","2260"
"1185","4225"
"1186","7230"
"1186","5544"
"1186","5217"
"1187","4442"
"1188","5545"
"1188","1575"
"1188","3873"
"1189","6553"
"1189","5236"
"1190","1746"
"1191","317"
"1191","579"
"1191","5283"
"1192","7866"
"1192","8621"
"1193","7178"
"1194","1289"
"1196","252"
"1198","819"
"1199","4076"
"1200","6878"
"1200","7752"
"1200","4311"
"1201","499"
"1201","337"
"1203","8214"
"1203","713"
"1203","1579"
"1204","5217"
"1204","27"
"1205","5083"
"1205","6503"
"1206","316"
"1206","7801"
"1206","4229"
"1207","8355"
"1207","2655"
"1207","6712"
"1208","8515"
"1208","2772"
"1211","3518"
"1211","8618"
"1211","2609"
"1212","7003"
"1213","6340"
"1213","6140"
"1214","8628"
"1214","57"
"1214","5999"
"1215","5548"
"1215","4282"
"1215","6936"
"1216","6975"
"1217","2077"
"1218","314"
"1218","4498"
"1218","7859"
"1219","3855"
"1220","2727"
"1220","4441"
"1220","3045"
"1221","7836"
"1222","8041"
"1222","8460"
"1223","5615"
"1224","5551"
"1225","7477"
"1225","6682"
"1225","4061"
"1226","7145"
"1226","4458"
"1226","3071"
"1227","2300"
"1229","8792"
"1229","1662"
"1229","588"
"1230","4846"
"1231","3248"
"1232","1564"
"1232","3218"
"1234","4414"
"1234","4098"
"1234","870"
"1235","7134"
"1237","3404"
"1237","6305"
"1238","7864"
"1239","3570"
"1239","7275"
"1240","7831"
"1242","292"
"1243","313"
"1244","971"
"1245","2624"
"1245","7772"
"1246","6209"
"1246","967"
"1249","8933"
"1249","7663"
"1250","6394"
"1250","5812"
"1252","4373"
"1254","3103"
"1254","5098"
"1254","2054"
"1255","1107"
"1256","7709"
"1258","8400"
"1259","2430"
"1260","1408"
"1260","7313"
"1260","2238"
"1262","402"
"1263","488"
"1264","3712"
"1264","3963"
"1264","265"
"1265","5348"
"1266","8907"
"1267","3266"
"1267","5383"
"1268","7597"
"1269","220"
"1270","4946"
"1270","4276"
"1273","6383"
"1273","4307"
"1274","562"
"1274","5118"
"1274","8575"
"1275","7326"
"1275","5577"
"1275","7139"
"1276","8628"
"1276","1214"
"1276","1169"
"1278","7008"
"1278","2862"
"1278","2315"
"1279","3556"
"1279","3463"
"1280","3684"
"1280","4173"
"1281","3707"
"1281","7507"
"1284","5250"
"1286","2655"
"1286","4110"
"1286","6632"
"1287","1432"
"1288","7850"
"1289","3531"
"1289","6355"
"1289","848"
"1290","4368"
"1290","5140"
"1291","809"
"1291","2288"
"1292","6276"
"1292","2662"
"1294","3096"
"1294","2563"
"1295","6652"
"1296","4326"
"1298","7817"
"1299","1725"
"1300","7378"
"1300","7066"
"1301","2427"
"1301","3724"
"1301","3245"
"1303","8014"
"1303","2209"
"1304","1118"
"1304","4338"
"1306","7565"
"1306","2448"
"1307","6999"
"1308","4155"
"1308","39"
"1308","4453"
"1309","4964"
"1309","5587"
"1309","6101"
"1311","7537"
"1311","5480"
"1312","57"
"1313","5097"
"1314","2218"
"1315","5915"
"1315","4839"
"1315","2827"
"1316","6770"
"1316","5645"
"1316","3901"
"1317","3549"
"1317","1254"
"1317","2583"
"1318","5667"
"1318","4184"
"1319","5417"
"1319","6419"
"1321","6226"
"1321","3160"
"1322","8853"
"1322","187"
"1322","5487"
"1323","7879"
"1323","1524"
"1323","998"
"1324","1658"
"1325","8726"
"1325","3149"
"1325","6770"
"1326","6975"
"1327","869"
"1327","2466"
"1327","8320"
"1329","4386"
"1330","8749"
"1331","3443"
"1332","5762"
"1332","8162"
"1332","6635"
"1333","3458"
"1333","7551"
"1333","4445"
"1334","5274"
"1334","6656"
"1334","1005"
"1335","7330"
"1336","7710"
"1337","3013"
"1337","702"
"1338","6586"
"1338","3548"
"1338","4143"
"1339","4174"
"1339","2799"
"1340","2517"
"1340","595"
"1343","3624"
"1344","1346"
"1344","432"
"1347","5408"
"1348","2569"
"1348","8646"
"1349","7934"
"1349","7230"
"1351","4930"
"1352","1829"
"1352","2338"
"1352","8266"
"1353","5245"
"1353","7085"
"1354","3569"
"1354","8605"
"1355","3079"
"1356","1277"
"1357","7281"
"1358","2863"
"1358","2650"
"1359","3598"
"1359","87"
"1360","3850"
"1361","172"
"1362","3544"
"1362","7964"
"1363","5606"
"1364","3761"
"1364","6104"
"1364","2963"
"1365","245"
"1366","2526"
"1366","4303"
"1367","1830"
"1368","533"
"1369","8953"
"1369","2430"
"1370","6116"
"1371","4723"
"1372","6660"
"1372","2050"
"1372","3968"
"1373","3602"
"1374","810"
"1374","8520"
"1374","5776"
"1375","5296"
"1376","1541"
"1376","4838"
"1379","6225"
"1379","4802"
"1379","7785"
"1380","3786"
"1381","1699"
"1382","1851"
"1382","3560"
"1383","7453"
"1383","3309"
"1384","6053"
"1386","5141"
"1387","8954"
"1388","4154"
"1388","6639"
"1389","7070"
"1390","8113"
"1390","3451"
"1391","7337"
"1391","6226"
"1391","2906"
"1392","655"
"1393","589"
