transaction_id,name,transaction_date,amount,tax,discount_amount,payment_status,transaction_type,customer_id,payment_method_number,employee_id
50,TXN-50-IVY,2025-07-11,8642.39,864.24,86.42,Cancelled,Rent,2784,277,191
51,TXN-51-XDJ,2024-06-06,138176.84,13817.68,1381.77,Pending,Rent,3263,513,123
52,TXN-52-WIQ,2022-05-07,2377966.3,118898.32,71338.99,Cancelled,Sale,3704,92,133
53,TXN-53-JLK,2024-06-13,6291.52,629.15,314.58,Pending,Rent,2234,323,140
54,TXN-54-FLS,2022-04-28,3464614.3,0.0,0.0,Cancelled,Sale,235,10,115
55,TXN-55-JXL,2022-11-23,2435094.41,121754.72,121754.72,Paid,Sale,7826,424,326
56,TXN-56-JRU,2024-08-20,20403.11,2856.44,612.09,Cancelled,Rent,7836,226,264
57,TXN-57-NWW,2022-07-29,22212.91,3109.81,222.13,Pending,Deposit,1030,102,330
58,TXN-58-NWA,2022-09-16,7384.58,738.46,0.0,Cancelled,Deposit,6536,544,115
59,TXN-59-QIY,2025-03-05,57855.06,2892.75,1735.65,Paid,Deposit,2662,462,7
60,TXN-60-HQJ,2025-07-17,94060.36,9406.04,0.0,Cancelled,Rent,6398,588,40
61,TXN-61-XGE,2023-11-24,76849.86,7684.99,0.0,Paid,Rent,930,72,93
62,TXN-62-AOO,2024-10-17,122931.12,12293.11,1229.31,Cancelled,Rent,2254,541,318
63,TXN-63-EKL,2023-08-15,4311993.67,0.0,215599.68,Paid,Sale,7875,486,234
64,TXN-64-FVK,2024-01-19,93112.41,9311.24,0.0,Pending,Rent,6640,499,289
65,TXN-65-FOH,2024-04-25,3887.96,388.8,116.64,Cancelled,Rent,6647,186,301
66,TXN-66-DSZ,2023-08-02,69827.74,6982.77,2094.83,Paid,Deposit,6135,397,216
67,TXN-67-TSO,2025-02-21,42381.92,5933.47,1271.46,Pending,Deposit,6843,87,376
68,TXN-68-OVG,2025-01-06,2849509.54,0.0,0.0,Paid,Sale,1069,487,172
69,TXN-69-PZW,2025-08-16,98063.93,4903.2,2941.92,Pending,Rent,3399,69,328
70,TXN-70-HBJ,2023-10-04,53835.02,5383.5,538.35,Paid,Rent,3777,594,336
71,TXN-71-TVS,2023-11-10,91792.75,4589.64,917.93,Paid,Deposit,2565,121,206
72,TXN-72-BUV,2023-05-09,14263.51,1996.89,0.0,Cancelled,Deposit,3462,286,371
73,TXN-73-DNJ,2025-01-10,3373983.45,472357.68,0.0,Pending,Sale,7828,48,24
74,TXN-74-PEP,2024-06-21,1431.6,143.16,42.95,Pending,Deposit,4557,106,61
75,TXN-75-WVW,2023-08-14,92540.46,4627.02,0.0,Pending,Deposit,3319,77,374
76,TXN-76-RFF,2023-08-24,12137.91,1213.79,0.0,Cancelled,Deposit,7160,580,151
77,TXN-77-JSW,2022-07-02,10393.54,519.68,311.81,Cancelled,Deposit,7545,296,85
78,TXN-78-QNK,2023-06-19,33967.76,1698.39,339.68,Pending,Deposit,2873,154,400
79,TXN-79-LUG,2024-04-25,37983.06,3798.31,1899.15,Cancelled,Deposit,1385,548,238
80,TXN-80-FGE,2025-01-10,1110785.36,55539.27,0.0,Paid,Sale,4030,588,281
81,TXN-81-JKZ,2024-06-17,88598.01,12403.72,4429.9,Paid,Rent,3397,334,190
82,TXN-82-UVV,2024-02-06,44848.5,2242.43,0.0,Cancelled,Deposit,6783,85,171
83,TXN-83-YGB,2023-12-02,4383.38,438.34,0.0,Cancelled,Deposit,7089,480,16
84,TXN-84-MYE,2024-05-20,32645.55,0.0,0.0,Pending,Deposit,7668,3,246
85,TXN-85-XZE,2024-12-26,121944.07,12194.41,3658.32,Pending,Rent,977,78,150
86,TXN-86-UAT,2023-06-01,69280.45,3464.02,0.0,Cancelled,Deposit,5838,84,49
87,TXN-87-YBM,2025-09-01,3638110.73,363811.07,181905.54,Paid,Sale,3748,372,152
88,TXN-88-MCP,2022-10-18,70113.58,7011.36,701.14,Paid,Deposit,7862,529,276
89,TXN-89-XWT,2022-11-03,31786.33,4450.09,1589.32,Paid,Deposit,4072,495,146
90,TXN-90-ZBQ,2023-01-01,10866.73,0.0,108.67,Pending,Deposit,463,481,283
91,TXN-91-IJJ,2024-07-11,1398712.56,69935.63,0.0,Cancelled,Sale,1985,177,168
92,TXN-92-SUA,2023-06-01,83346.74,4167.34,833.47,Pending,Deposit,5957,569,12
93,TXN-93-LKT,2022-06-10,4903330.45,686466.26,245166.52,Pending,Sale,3958,586,296
94,TXN-94-SQP,2024-08-14,49890.85,6984.72,1496.73,Cancelled,Deposit,5964,20,72
95,TXN-95-UWQ,2022-03-11,98016.76,9801.68,4900.84,Paid,Sale,6911,209,278
96,TXN-96-TSH,2023-07-29,14864.44,743.22,0.0,Cancelled,Deposit,3358,315,203
97,TXN-97-DUL,2023-08-08,32885.98,4604.04,0.0,Cancelled,Deposit,10,15,93
98,TXN-98-NJD,2025-01-08,2913997.48,145699.87,145699.87,Cancelled,Sale,4864,22,225
99,TXN-99-XZJ,2022-11-27,8434.27,1180.8,421.71,Cancelled,Deposit,6363,63,267
100,TXN-100-DJB,2022-06-14,141616.88,0.0,1416.17,Pending,Rent,1842,169,15
101,TXN-101-OHE,2022-11-06,1857164.18,260002.99,92858.21,Cancelled,Sale,4134,278,301
102,TXN-102-AEQ,2022-09-14,137062.46,6853.12,6853.12,Pending,Rent,2495,554,222
103,TXN-103-WXR,2024-01-10,78271.66,7827.17,2348.15,Pending,Deposit,486,487,143
104,TXN-104-HNF,2023-02-05,113804.72,15932.66,5690.24,Pending,Rent,2595,453,65
105,TXN-105-HPV,2025-09-07,61065.24,3053.26,0.0,Pending,Deposit,5546,283,42
106,TXN-106-SND,2024-05-05,94764.0,9476.4,0.0,Paid,Rent,4801,278,252
107,TXN-107-VAM,2023-01-08,3208116.01,160405.8,0.0,Paid,Sale,1588,315,167
108,TXN-108-PPY,2024-01-20,63243.42,3162.17,0.0,Paid,Deposit,3584,184,200
109,TXN-109-UCI,2025-10-07,83951.78,8395.18,839.52,Pending,Rent,1025,399,336
110,TXN-110-MRT,2023-02-21,4932749.39,0.0,0.0,Pending,Sale,7803,454,111
111,TXN-111-FMA,2023-12-14,3674838.31,514477.36,36748.38,Pending,Sale,6173,265,394
112,TXN-112-SNG,2025-08-23,116988.07,5849.4,1169.88,Pending,Rent,709,444,260
113,TXN-113-ZET,2021-11-19,131124.5,13112.45,0.0,Paid,Rent,3810,410,378
114,TXN-114-JSQ,2023-07-30,33914.68,0.0,0.0,Cancelled,Rent,2807,572,99
115,TXN-115-FYQ,2025-01-22,14403.02,2016.42,144.03,Paid,Rent,6542,367,104
116,TXN-116-HDZ,2024-10-21,2440327.46,122016.37,73209.82,Paid,Sale,1115,505,219
117,TXN-117-PLP,2022-11-24,51893.99,7265.16,518.94,Cancelled,Deposit,1225,546,178
118,TXN-118-SXQ,2022-10-11,4154449.81,581622.97,41544.5,Paid,Sale,1892,477,68
119,TXN-119-CUP,2021-10-18,2246728.72,0.0,22467.29,Paid,Sale,2761,594,103
120,TXN-120-ODX,2025-01-12,57514.45,0.0,0.0,Cancelled,Deposit,5878,483,389
121,TXN-121-PNS,2025-01-12,2659001.15,132950.06,79770.03,Paid,Sale,5677,599,156
122,TXN-122-ZBK,2024-01-21,7654.01,382.7,76.54,Paid,Rent,1675,457,2
123,TXN-123-OER,2023-09-27,3095313.74,154765.69,92859.41,Pending,Sale,7266,202,346
124,TXN-124-QOU,2024-08-25,124550.41,17437.06,0.0,Pending,Rent,3266,85,62
125,TXN-125-AUH,2025-08-11,829627.71,82962.77,0.0,Pending,Sale,3808,225,222
126,TXN-126-LNS,2023-04-02,59838.84,8377.44,0.0,Cancelled,Deposit,7779,432,289
127,TXN-127-AMA,2023-08-05,89854.36,8985.44,2695.63,Pending,Rent,5144,396,148
128,TXN-128-FKN,2022-03-12,26299.37,3681.91,262.99,Pending,Rent,5964,148,46
129,TXN-129-ABA,2025-03-26,20272.61,0.0,608.18,Paid,Rent,5085,162,219
130,TXN-130-HOJ,2023-04-16,147047.69,7352.38,7352.38,Cancelled,Rent,5844,149,319
131,TXN-131-GGB,2023-01-09,1998909.89,199890.99,19989.1,Cancelled,Sale,4337,372,312
132,TXN-132-JZG,2023-02-13,23514.75,0.0,235.15,Cancelled,Deposit,4556,219,322
133,TXN-133-QDL,2023-11-17,17961.13,898.06,179.61,Paid,Deposit,3743,480,343
134,TXN-134-NVM,2023-08-22,3354628.48,167731.42,0.0,Cancelled,Sale,5681,382,8
135,TXN-135-ENB,2022-06-27,61335.08,8586.91,1840.05,Pending,Deposit,4177,384,384
136,TXN-136-JHF,2024-03-17,64711.66,0.0,647.12,Pending,Deposit,6385,83,345
137,TXN-137-CGY,2023-06-13,15024.89,2103.48,0.0,Pending,Rent,96,406,220
138,TXN-138-PRS,2022-03-07,134243.12,18794.04,6712.16,Pending,Rent,5294,469,111
139,TXN-139-WUT,2025-06-01,39537.37,5535.23,395.37,Paid,Deposit,767,305,287
140,TXN-140-AYP,2025-01-06,32023.57,0.0,0.0,Paid,Deposit,4584,598,180
141,TXN-141-QYO,2022-12-03,70429.49,3521.47,3521.47,Pending,Rent,4324,343,91
142,TXN-142-NTL,2023-11-11,59729.78,5972.98,2986.49,Paid,Rent,1384,157,49
143,TXN-143-AHD,2022-08-24,4324706.17,605458.86,43247.06,Cancelled,Sale,7435,453,148
144,TXN-144-UYK,2023-12-18,139530.62,13953.06,0.0,Paid,Rent,4946,264,311
145,TXN-145-INC,2024-04-11,46911.08,4691.11,2345.55,Pending,Rent,4558,577,175
146,TXN-146-NBU,2023-11-15,4326482.25,605707.52,0.0,Cancelled,Sale,3568,377,98
147,TXN-147-DTZ,2024-01-25,3918539.49,195926.97,0.0,Paid,Sale,4019,223,13
148,TXN-148-BKD,2024-04-21,139759.54,6987.98,6987.98,Cancelled,Rent,5425,150,373
149,TXN-149-MAV,2024-11-03,25329.28,1266.46,759.88,Cancelled,Deposit,3081,227,346
150,TXN-150-WWH,2023-11-30,58118.96,2905.95,581.19,Cancelled,Deposit,3200,473,101
151,TXN-151-KTT,2022-11-15,42632.6,4263.26,426.33,Cancelled,Rent,1676,292,255
152,TXN-152-TUX,2023-07-05,123965.98,0.0,0.0,Cancelled,Rent,536,437,338
153,TXN-153-GME,2022-06-13,76354.74,7635.47,3817.74,Pending,Sale,1015,35,305
154,TXN-154-MFZ,2023-12-30,85593.24,4279.66,855.93,Pending,Rent,5899,24,379
155,TXN-155-OCH,2025-07-14,52202.11,2610.11,2610.11,Cancelled,Rent,2536,312,383
156,TXN-156-HCJ,2023-12-11,49757.19,0.0,2487.86,Pending,Rent,2928,372,319
157,TXN-157-UTA,2025-07-04,64845.73,0.0,648.46,Pending,Deposit,6513,60,399
158,TXN-158-QQN,2023-02-08,85296.96,8529.7,0.0,Paid,Deposit,793,425,146
159,TXN-159-DAK,2023-12-16,92160.92,4608.05,2764.83,Pending,Rent,2340,359,381
160,TXN-160-KBQ,2023-08-16,128269.6,17957.74,1282.7,Cancelled,Rent,3567,589,150
161,TXN-161-RWA,2021-12-24,41160.37,0.0,1234.81,Paid,Rent,7868,240,273
162,TXN-162-KWO,2021-12-05,52430.68,5243.07,2621.53,Pending,Deposit,4106,587,12
163,TXN-163-KEY,2022-11-07,2280155.87,319221.82,68404.68,Cancelled,Sale,2825,90,280
164,TXN-164-GCA,2025-04-02,2152.85,107.64,107.64,Pending,Deposit,3682,454,43
165,TXN-165-RJB,2024-10-14,2806220.11,392870.82,84186.6,Cancelled,Sale,2012,271,178
166,TXN-166-GCJ,2024-05-13,99905.6,4995.28,2997.17,Paid,Rent,1756,516,17
167,TXN-167-ZPT,2022-08-21,59599.53,8343.93,1787.99,Pending,Deposit,1228,246,20
168,TXN-168-RET,2022-05-24,3694585.5,369458.55,36945.86,Pending,Sale,6572,170,132
169,TXN-169-GNE,2022-03-17,57562.61,5756.26,575.63,Paid,Deposit,2058,542,204
170,TXN-170-YXW,2023-04-18,11879.04,1663.07,0.0,Paid,Rent,1530,105,348
171,TXN-171-RHR,2024-06-07,626405.34,0.0,6264.05,Pending,Sale,4133,463,29
172,TXN-172-PDR,2024-07-21,60050.98,6005.1,3002.55,Pending,Deposit,7109,318,211
173,TXN-173-AKL,2025-07-29,1411147.0,70557.35,70557.35,Pending,Sale,6,307,297
174,TXN-174-RVL,2024-07-05,13787.48,1930.25,0.0,Cancelled,Rent,2127,452,138
175,TXN-175-XCS,2023-03-06,2176533.58,108826.68,21765.34,Paid,Sale,6076,84,215
176,TXN-176-IJS,2022-08-04,2793896.86,391145.56,83816.91,Pending,Sale,6656,347,19
177,TXN-177-QMC,2024-12-03,33545.85,0.0,0.0,Paid,Deposit,4516,419,360
178,TXN-178-FOC,2021-11-19,108624.19,5431.21,1086.24,Paid,Rent,6454,310,59
179,TXN-179-WQH,2023-04-30,97278.05,13618.93,0.0,Paid,Rent,3055,135,275
180,TXN-180-XJO,2023-07-12,51257.12,5125.71,0.0,Paid,Rent,6676,229,260
181,TXN-181-OJZ,2024-01-20,113721.13,5686.06,0.0,Paid,Rent,1371,347,399
182,TXN-182-JJW,2024-06-14,3261040.46,326104.05,97831.21,Pending,Sale,7176,32,32
183,TXN-183-TYC,2023-04-06,96341.92,0.0,4817.1,Cancelled,Rent,776,555,44
184,TXN-184-YHC,2025-10-01,83907.3,0.0,839.07,Pending,Rent,7491,93,303
185,TXN-185-GWU,2023-11-03,3685.67,368.57,0.0,Cancelled,Rent,5124,383,15
186,TXN-186-QQB,2025-03-21,105083.06,14711.63,0.0,Cancelled,Rent,778,228,292
187,TXN-187-LJM,2024-03-08,57654.19,0.0,0.0,Cancelled,Rent,3548,505,36
188,TXN-188-ZNX,2023-12-09,4715918.07,235795.9,141477.54,Paid,Sale,2550,152,302
189,TXN-189-WBI,2023-11-08,123061.75,0.0,1230.62,Cancelled,Rent,4018,104,304
190,TXN-190-HEE,2022-09-16,2959087.62,147954.38,88772.63,Cancelled,Sale,1803,213,68
191,TXN-191-UZJ,2025-02-13,1298300.81,129830.08,0.0,Cancelled,Sale,2892,168,66
192,TXN-192-PFL,2021-12-05,21168.02,0.0,1058.4,Pending,Deposit,428,219,241
193,TXN-193-NOF,2023-02-23,52376.96,7332.77,523.77,Cancelled,Rent,2976,535,281
194,TXN-194-XPA,2023-06-21,2409011.32,337261.58,120450.57,Paid,Sale,3678,262,273
195,TXN-195-BIJ,2022-06-30,30310.49,1515.52,0.0,Cancelled,Deposit,560,186,209
196,TXN-196-PJP,2025-06-28,51978.02,5197.8,0.0,Pending,Deposit,1881,61,195
197,TXN-197-LMC,2025-08-31,868583.61,43429.18,0.0,Paid,Sale,2606,503,341
198,TXN-198-BFA,2025-09-06,97793.57,0.0,0.0,Paid,Deposit,4542,442,21
199,TXN-199-VYR,2025-04-15,11684.53,584.23,116.85,Paid,Deposit,5466,135,339
200,TXN-200-QHA,2025-05-16,139927.73,19589.88,1399.28,Paid,Rent,486,187,163
201,TXN-201-NXS,2023-08-10,4572211.16,457221.12,137166.33,Cancelled,Sale,3516,155,110
202,TXN-202-ISK,2023-08-13,53010.69,0.0,0.0,Cancelled,Deposit,3527,569,333
203,TXN-203-YZJ,2023-10-17,3638305.85,509362.82,0.0,Pending,Sale,5767,397,321
204,TXN-204-UEL,2021-12-24,2208439.07,0.0,0.0,Paid,Sale,2944,32,173
205,TXN-205-MWS,2024-03-10,95245.12,0.0,0.0,Pending,Rent,6182,51,108
206,TXN-206-ZGA,2023-11-03,1735850.89,0.0,52075.53,Pending,Sale,6440,281,394
207,TXN-207-GAB,2025-04-17,30814.74,0.0,1540.74,Paid,Deposit,6121,417,18
208,TXN-208-UWK,2022-01-29,58244.75,2912.24,1747.34,Pending,Deposit,2103,40,393
209,TXN-209-RFZ,2024-12-03,75723.19,7572.32,0.0,Pending,Rent,4620,334,131
210,TXN-210-MSS,2025-06-21,2918705.03,408618.7,29187.05,Cancelled,Sale,95,341,253
211,TXN-211-DJH,2024-11-09,44425.77,6219.61,2221.29,Cancelled,Rent,7739,468,131
212,TXN-212-IPQ,2021-10-30,37328.83,3732.88,0.0,Pending,Deposit,4568,226,347
213,TXN-213-YAO,2025-09-11,14416.9,0.0,432.51,Paid,Rent,2113,146,308
214,TXN-214-JVI,2025-10-06,6175.36,617.54,308.77,Cancelled,Deposit,5449,17,145
215,TXN-215-XPR,2024-06-12,39511.66,1975.58,1185.35,Pending,Rent,3630,442,88
216,TXN-216-IJD,2023-08-14,417521.95,41752.2,4175.22,Paid,Sale,3328,400,306
217,TXN-217-RTV,2025-07-22,17358.66,867.93,867.93,Paid,Rent,785,401,143
218,TXN-218-QTB,2021-11-30,81479.91,11407.19,2444.4,Cancelled,Deposit,3846,301,341
219,TXN-219-WAQ,2024-10-06,4848.5,678.79,48.48,Cancelled,Deposit,7428,15,65
220,TXN-220-JSH,2022-10-15,3311766.83,0.0,165588.34,Pending,Sale,6608,457,195
221,TXN-221-ZEU,2022-01-31,42338.55,0.0,423.39,Pending,Rent,1124,554,201
222,TXN-222-UJB,2023-02-22,130988.76,18338.43,6549.44,Pending,Rent,4889,535,62
223,TXN-223-PBL,2023-09-15,73778.86,7377.89,3688.94,Paid,Rent,5329,48,60
224,TXN-224-GUQ,2021-11-07,47225.32,4722.53,0.0,Paid,Rent,6875,510,378
225,TXN-225-BIK,2022-08-24,2612312.73,130615.64,0.0,Cancelled,Sale,516,373,251
226,TXN-226-IAM,2025-06-12,1940692.19,194069.22,19406.92,Paid,Sale,7683,152,162
227,TXN-227-OCB,2024-07-12,56865.81,7961.21,0.0,Paid,Deposit,2787,156,171
228,TXN-228-NMW,2023-03-14,12338.75,1233.88,616.94,Paid,Deposit,4269,329,378
229,TXN-229-XQL,2024-02-22,149554.59,0.0,4486.64,Paid,Rent,3708,185,52
230,TXN-230-DTB,2022-10-19,2156501.59,215650.16,21565.02,Paid,Sale,68,369,371
231,TXN-231-ANC,2022-08-29,53538.13,5353.81,2676.91,Paid,Rent,1544,122,260
232,TXN-232-WPN,2023-12-22,71310.77,3565.54,713.11,Paid,Deposit,2699,236,144
233,TXN-233-BPP,2023-05-01,37026.04,0.0,370.26,Cancelled,Deposit,1040,127,
234,TXN-234-ENQ,2021-12-21,4174707.81,0.0,125241.23,Cancelled,Sale,2219,265,378
235,TXN-235-JDI,2024-03-07,2298640.09,321809.61,22986.4,Pending,Sale,5249,77,140
236,TXN-236-XXE,2025-02-04,72236.28,10113.08,3611.81,Cancelled,Deposit,5691,202,345
237,TXN-237-JSQ,2023-03-30,11637.87,1163.79,0.0,Paid,Deposit,6243,558,74
238,TXN-238-JEB,2024-12-04,84765.8,4238.29,847.66,Paid,Deposit,792,118,215
239,TXN-239-OLL,2025-03-07,73836.08,0.0,0.0,Cancelled,Deposit,1778,504,315
240,TXN-240-WPE,2022-04-15,21959.96,3074.39,219.6,Pending,Deposit,127,44,345
241,TXN-241-USU,2023-06-14,23502.33,3290.33,235.02,Cancelled,Rent,1333,419,173
242,TXN-242-GML,2024-12-20,48811.27,6833.58,1464.34,Pending,Rent,2724,371,255
243,TXN-243-WHV,2022-06-17,4881549.4,488154.94,48815.49,Paid,Sale,7102,131,210
244,TXN-244-MOL,2022-10-12,1321316.29,132131.63,39639.49,Pending,Sale,6136,506,317
245,TXN-245-WEG,2022-05-27,46156.59,4615.66,461.57,Pending,Deposit,6127,191,62
246,TXN-246-MPK,2022-04-28,3972.0,198.6,0.0,Pending,Deposit,957,70,235
247,TXN-247-UMC,2024-10-23,60789.67,6078.97,607.9,Cancelled,Rent,378,256,125
248,TXN-248-CPH,2025-05-09,57560.68,8058.5,575.61,Paid,Deposit,6032,540,92
249,TXN-249-NQZ,2024-11-24,143062.44,20028.74,7153.12,Pending,Rent,2147,452,200
250,TXN-250-BCQ,2023-11-21,2607843.42,365098.08,78235.3,Pending,Sale,5805,46,269
251,TXN-251-AJH,2024-06-29,4104581.26,205229.06,0.0,Cancelled,Sale,5790,513,225
252,TXN-252-LSV,2022-03-07,2758281.83,137914.09,137914.09,Cancelled,Sale,3872,321,103
253,TXN-253-GUA,2025-01-19,8036.18,401.81,401.81,Paid,Rent,2949,195,49
254,TXN-254-RQU,2023-11-06,48621.22,0.0,1458.64,Pending,Rent,781,36,243
255,TXN-255-CZC,2022-05-01,2898970.06,0.0,144948.5,Paid,Sale,1802,4,322
256,TXN-256-ONB,2023-06-10,4755440.13,665761.62,142663.2,Pending,Sale,2273,294,179
257,TXN-257-JNQ,2025-09-27,129151.29,6457.56,1291.51,Paid,Rent,5799,473,156
258,TXN-258-XJM,2022-03-20,1180360.29,118036.03,11803.6,Paid,Sale,4876,491,46
259,TXN-259-OFW,2022-07-13,22790.87,3190.72,227.91,Cancelled,Deposit,6707,249,138
260,TXN-260-IIZ,2024-07-21,1045806.19,0.0,0.0,Cancelled,Sale,3541,479,11
261,TXN-261-BQN,2022-07-08,138529.84,13852.98,6926.49,Pending,Rent,1688,310,112
262,TXN-262-BXJ,2022-12-22,128194.59,17947.24,0.0,Cancelled,Rent,6054,556,355
263,TXN-263-URR,2023-07-26,3885672.99,543994.22,194283.65,Paid,Sale,4348,537,256
264,TXN-264-ADQ,2024-10-31,60124.8,3006.24,3006.24,Cancelled,Rent,7767,134,56
265,TXN-265-IJZ,2025-04-14,76648.34,3832.42,766.48,Pending,Rent,2091,223,230
266,TXN-266-JSO,2022-03-10,2348442.14,117422.11,23484.42,Paid,Sale,7398,296,295
267,TXN-267-WDZ,2022-03-28,1304320.63,130432.06,39129.62,Cancelled,Sale,1313,172,92
268,TXN-268-OOG,2021-10-21,76744.15,10744.18,767.44,Cancelled,Rent,336,450,4
269,TXN-269-HKX,2024-02-07,4019.16,200.96,200.96,Cancelled,Deposit,964,320,371
270,TXN-270-UZF,2024-06-11,21507.94,3011.11,645.24,Paid,Rent,3796,318,232
271,TXN-271-YXP,2022-12-21,133215.26,18650.14,6660.76,Pending,Rent,3761,19,110
272,TXN-272-CTX,2022-11-03,75416.3,10558.28,3770.82,Cancelled,Deposit,3295,13,
273,TXN-273-WFE,2025-08-11,2143198.62,0.0,21431.99,Cancelled,Sale,1141,166,278
274,TXN-274-RHN,2024-03-06,2609894.29,130494.71,130494.71,Cancelled,Sale,5284,552,62
275,TXN-275-CNP,2023-01-21,56759.84,7946.38,567.6,Pending,Rent,1352,493,281
276,TXN-276-YEE,2025-02-04,3716860.34,185843.02,0.0,Pending,Sale,2142,221,303
277,TXN-277-TAJ,2022-06-23,78634.53,11008.83,786.35,Cancelled,Deposit,5914,369,326
278,TXN-278-HWA,2022-01-09,114966.21,16095.27,0.0,Pending,Rent,6230,38,202
279,TXN-279-JER,2024-03-02,3626928.04,181346.4,36269.28,Pending,Sale,4449,361,115
280,TXN-280-CRF,2024-06-02,32266.64,3226.66,0.0,Paid,Rent,5353,271,102
