"unit_id","type","status","price","location","floor_number","transaction_id","customer_id","portfolio_id","project_id"
"154","Studio","Under Construction","203667.9","South Davidstad","19","","","311.0","64"
"155","Studio","Available","904723.47","Adamsville","6","","","177.0","5"
"156","Commercial","Available","2021605.81","Rachelton","7","","","376.0","169"
"157","Apartment","Reserved","2300873.19","South Heathershire","2","6272.0","5796.0","","130"
"158","Apartment","Under Construction","2247040.84","East Tinachester","1","5174.0","608.0","332.0","100"
"159","Apartment","Under Construction","2304002.05","Port Jacqueline","19","","","159.0","108"
"160","Commercial","Available","2273927.09","Holtport","10","3272.0","2612.0","383.0","128"
"161","Villa","Available","1341700.64","Arnoldland","11","","","","166"
"162","Villa","Under Construction","587568.31","Wendyborough","0","514.0","3233.0","286.0","103"
"163","Apartment","Under Construction","2005214.13","Port Edward","17","997.0","4117.0","219.0","123"
"164","Apartment","Available","573596.79","Paultown","9","","","17.0","63"
"165","Commercial","Sold","704657.83","New Cassandra","8","3349.0","5343.0","112.0","103"
"166","Studio","Available","621473.09","East Lisa","15","5123.0","1145.0","237.0","175"
"167","Villa","Sold","1311706.89","Thompsonborough","0","6942.0","3094.0","19.0","17"
"168","Studio","Sold","838477.4","Kathrynburgh","0","","","175.0","106"
"169","Villa","Reserved","427682.32","Bradberg","18","","","44.0","39"
"170","Apartment","Sold","1160274.86","New Lisa","15","","","","32"
"171","Commercial","Under Construction","2191072.74","New Keith","9","","","93.0","22"
"172","Commercial","Sold","1447854.49","North Melissafort","3","","","80.0","180"
"173","Studio","Under Construction","2201922.23","Roytown","20","2506.0","4119.0","","110"
"174","Villa","Under Construction","529886.85","East Chelseaville","3","","","186.0","174"
"175","Villa","Under Construction","459085.99","Lake Susanshire","17","4532.0","6816.0","367.0","17"
"176","Studio","Available","1460163.96","North Benjaminport","11","","","102.0","169"
"177","Studio","Under Construction","1185155.81","Charlesberg","0","2421.0","5863.0","","73"
"178","Apartment","Under Construction","1667422.97","Robertoland","6","","","262.0","59"
"179","Apartment","Available","1996835.64","Rodriguezton","20","","","21.0","135"
"180","Apartment","Sold","1890702.87","Lindsaychester","3","","","324.0","134"
"181","Studio","Reserved","2358539.88","New Mikeville","14","","","","24"
"182","Apartment","Under Construction","1025728.2","Port Annaside","2","","","272.0","157"
"183","Studio","Reserved","555647.52","Juliaview","5","","","111.0","178"
"184","Villa","Reserved","1399735.97","New David","7","6160.0","1420.0","164.0","4"
"185","Villa","Available","321320.64","New Carl","12","","","117.0","160"
"186","Studio","Reserved","757685.25","Lake Amyview","8","","","","141"
"187","Studio","Sold","559325.74","Olsonstad","20","","","273.0","133"
"188","Studio","Under Construction","1021581.11","New Andrew","6","2737.0","2163.0","","130"
"189","Commercial","Sold","322480.61","Timothyborough","10","3922.0","3625.0","","139"
"190","Villa","Sold","128012.27","New Jessica","17","","","257.0","152"
"191","Apartment","Available","1659145.31","Lake Monique","5","2473.0","575.0","344.0","100"
"192","Studio","Reserved","1545110.0","West Allisonstad","8","1796.0","5887.0","237.0","159"
"193","Apartment","Under Construction","1785479.39","New Omarshire","10","","","376.0","82"
"194","Villa","Sold","1667946.78","Garciaberg","7","4370.0","2563.0","265.0","70"
"195","Apartment","Reserved","330021.97","Schmidtmouth","15","3653.0","44.0","372.0","79"
"196","Villa","Under Construction","763143.26","Haasville","15","","","204.0","39"
"197","Commercial","Reserved","367340.19","West Juliaborough","18","","","199.0","116"
"198","Apartment","Under Construction","2115282.39","New Jasonhaven","18","","","217.0","18"
"199","Villa","Available","1879913.96","Harrisonport","9","999.0","1436.0","157.0","150"
"200","Villa","Sold","543741.16","Carrfurt","20","","","190.0","97"
"201","Villa","Reserved","886207.64","North Veronicamouth","11","","","192.0","125"
"202","Villa","Under Construction","2418206.73","Port Tyler","4","3151.0","7171.0","202.0","85"
"203","Studio","Available","1505690.43","Brianmouth","3","","","354.0","164"
"204","Commercial","Sold","2012831.21","New Michael","17","2958.0","6447.0","386.0","105"
"205","Apartment","Reserved","698248.04","New Dustin","1","","","288.0","118"
"206","Studio","Under Construction","564629.65","Erinland","2","1459.0","4305.0","203.0","113"
"207","Apartment","Available","1970596.48","West Steven","0","","","322.0","51"
"208","Villa","Reserved","1730387.52","West Thomasberg","4","429.0","759.0","373.0","169"
"209","Apartment","Under Construction","1718395.93","Lake Susanhaven","20","","","22.0","136"
"210","Villa","Reserved","1403954.73","New Francisco","19","","","90.0","141"
"211","Villa","Under Construction","1430766.94","Greenton","1","","","301.0","173"
"212","Studio","Reserved","1852458.89","Lake Bianca","20","4979.0","6716.0","117.0","140"
"213","Apartment","Reserved","711506.08","Port James","12","4130.0","5692.0","256.0","26"
"214","Villa","Under Construction","914282.74","West Nicholas","0","","","","143"
"215","Villa","Under Construction","2185510.09","South Joshua","4","","","","125"
"216","Villa","Under Construction","806719.74","Kellyborough","0","","","156.0","156"
"217","Studio","Reserved","1388458.45","South Traciburgh","17","","","186.0","150"
"218","Apartment","Under Construction","1771466.69","New Pamelaside","6","1986.0","2559.0","35.0","35"
"219","Villa","Reserved","2499815.83","Lake Anthony","17","3342.0","588.0","","119"
"220","Commercial","Reserved","1116463.76","West Tonyfort","6","","","105.0","131"
"221","Commercial","Sold","1098827.55","Traceytown","4","","","191.0","126"
"222","Studio","Sold","2114341.53","Port David","9","","","4.0","14"
"223","Studio","Available","2023482.62","Lake Cynthiatown","5","","","80.0","15"
"224","Apartment","Reserved","1841135.91","Kellyburgh","1","","","220.0","162"
"225","Studio","Reserved","1184912.61","Jenniferfort","1","6992.0","3719.0","34.0","116"
"226","Studio","Available","843650.84","Greentown","19","","","25.0","167"
"227","Villa","Reserved","1541389.68","Josephmouth","20","","","16.0","110"
"228","Apartment","Reserved","2196747.07","Ramirezport","8","3044.0","5159.0","","134"
"229","Villa","Sold","2215254.77","Kristyshire","16","","","165.0","9"
"230","Commercial","Available","315820.95","Brandimouth","6","1784.0","190.0","242.0","149"
"231","Villa","Sold","1099458.2","North Cynthiamouth","4","","","44.0","151"
"232","Commercial","Reserved","1188568.79","West Kennethborough","20","","","82.0","85"
"233","Commercial","Under Construction","2445157.65","Alexandertown","20","1200.0","7023.0","285.0","169"
"234","Commercial","Under Construction","1711095.14","Brianfort","0","3693.0","4118.0","162.0","179"
"235","Studio","Sold","1047753.72","Haneychester","0","","","166.0","10"
"236","Apartment","Sold","113841.82","North Davidport","20","","","123.0","173"
"237","Villa","Sold","1435193.64","Rossstad","7","","","","45"
"238","Studio","Available","285386.14","Alexandriashire","2","","","194.0","111"
"239","Apartment","Reserved","2094402.4","South Erin","8","","","","52"
"240","Apartment","Sold","1893670.72","Lake Christopherhaven","12","","","5.0","91"
"241","Studio","Reserved","1178247.44","West Ashleymouth","12","","","139.0","127"
"242","Studio","Reserved","1101566.41","North Tracyborough","0","5865.0","7057.0","119.0","116"
"243","Studio","Sold","2248480.47","Dayburgh","8","517.0","243.0","","87"
"244","Studio","Available","756722.96","Pricefurt","17","5193.0","4368.0","120.0","17"
"245","Studio","Under Construction","660098.91","West Charleston","11","2510.0","6102.0","374.0","3"
"246","Commercial","Reserved","2351033.71","North Heatherville","6","","","65.0","44"
"247","Villa","Available","2032652.3","New Roger","20","1252.0","7019.0","50.0","40"
"248","Villa","Under Construction","2060532.7","Stewartshire","20","","","313.0","180"
"249","Studio","Available","528224.84","Port Johnberg","10","","","167.0","153"
"250","Commercial","Sold","401075.18","Juantown","6","","","322.0","89"
"251","Commercial","Under Construction","113772.4","East Katrinabury","2","818.0","2107.0","","14"
"252","Commercial","Under Construction","630751.7","Markville","6","","","","42"
"253","Commercial","Under Construction","1946766.7","Port Heather","20","","","382.0","167"
"254","Apartment","Reserved","638094.13","New Ernest","14","5758.0","465.0","250.0","28"
"255","Villa","Available","1836303.04","South Kimberlyfurt","8","","","200.0","103"
"256","Villa","Sold","667175.25","Port Katherineborough","17","","","296.0","92"
"257","Apartment","Available","1018466.62","Lake Jamesberg","18","2825.0","4390.0","59.0","65"
"258","Commercial","Sold","2458747.61","Jenniferport","1","","","193.0","139"
"259","Studio","Available","649788.74","East Alexis","16","","","","45"
"260","Villa","Under Construction","972108.04","Munozport","8","","","154.0","4"
"261","Apartment","Available","787663.59","Michaelstad","11","6181.0","5260.0","156.0","107"
"262","Apartment","Available","318581.22","Lopezborough","0","5175.0","5601.0","309.0","131"
"263","Studio","Under Construction","1250240.65","Bartonchester","19","3034.0","6611.0","265.0","50"
"264","Villa","Available","977792.13","Charlesberg","4","","","62.0","5"
"265","Commercial","Under Construction","1752473.36","West Alyssatown","12","2344.0","4943.0","232.0","102"
"266","Apartment","Available","2053106.64","Port Jerryhaven","3","2718.0","6020.0","87.0","82"
"267","Apartment","Under Construction","1383411.8","Armstrongport","6","3630.0","7215.0","312.0","3"
"268","Apartment","Sold","128881.23","Hartview","16","807.0","7910.0","371.0","114"
"269","Apartment","Sold","1566359.77","Laneborough","2","","","259.0","1"
"270","Apartment","Under Construction","185707.29","Brownmouth","7","","","108.0","180"
"271","Commercial","Under Construction","1560072.99","North Meghan","14","1006.0","4107.0","14.0","30"
"272","Studio","Available","1728323.38","East Brenda","2","","","347.0","100"
"273","Studio","Reserved","534530.69","Port Rhonda","6","","","64.0","93"
"274","Commercial","Sold","2057398.06","North Denise","17","5014.0","3655.0","396.0","174"
"275","Villa","Under Construction","2282158.57","Hillville","4","4889.0","6742.0","98.0","148"
"276","Commercial","Available","2042063.06","Palmerstad","12","6686.0","1335.0","303.0","137"
"277","Villa","Under Construction","797517.52","Evanmouth","10","","","","28"
"278","Villa","Under Construction","1487275.38","Jonathanfort","0","377.0","4724.0","318.0","175"
"279","Commercial","Reserved","2291297.12","Juliehaven","15","5862.0","3212.0","137.0","18"
"280","Apartment","Reserved","835628.58","South Jordan","4","","","350.0","128"
"281","Commercial","Reserved","2059068.16","Jamesview","9","5597.0","6490.0","34.0","84"
"282","Apartment","Available","73214.07","West Tamaraside","10","3951.0","5181.0","22.0","111"
"283","Apartment","Under Construction","58934.42","Lauratown","9","","","207.0","99"
"284","Villa","Reserved","1911293.57","West Dominiquemouth","16","","","400.0","134"
"285","Studio","Under Construction","1915546.58","North Juliebury","19","6190.0","3342.0","","176"
"286","Commercial","Reserved","1982994.11","New Reginaldside","18","","","262.0","21"
"287","Studio","Available","2328565.75","Angelashire","7","2121.0","3090.0","25.0","51"
"288","Apartment","Reserved","338870.46","Stephanieton","5","2155.0","5611.0","184.0","68"
"289","Studio","Under Construction","618363.21","Rubenfurt","10","843.0","6937.0","87.0","85"
"290","Villa","Under Construction","2264126.05","Port Susanland","6","","","168.0","180"
"291","Apartment","Under Construction","484228.68","Port Bryanstad","16","2115.0","3609.0","346.0","151"
"292","Studio","Available","1721461.71","South Claytonside","9","4292.0","5993.0","202.0","151"
"293","Apartment","Under Construction","1349634.35","South Steve","0","","","136.0","127"
"294","Commercial","Under Construction","253824.51","New Tammy","4","4305.0","4831.0","71.0","8"
"295","Villa","Sold","748895.97","Yangmouth","6","","","257.0","14"
"296","Villa","Under Construction","1324911.93","Troyshire","6","4735.0","4840.0","52.0","134"
"297","Commercial","Available","2138257.79","Lake Michael","4","2597.0","3182.0","299.0","103"
"298","Villa","Available","1783469.3","New Sabrinaville","17","","","19.0","91"
"299","Apartment","Reserved","1573613.75","Wattsside","14","","","185.0","60"
"300","Commercial","Reserved","1265280.58","New Monique","7","","","340.0","104"
"301","Commercial","Available","781775.76","Jarvisstad","7","3644.0","3041.0","135.0","30"
"302","Studio","Sold","342150.03","New Randall","19","","","304.0","105"
"303","Villa","Sold","1052236.28","New Shaunmouth","6","","","144.0","150"
"304","Commercial","Available","119870.31","West Duane","15","2753.0","2022.0","214.0","54"
"305","Villa","Available","567086.93","New Anne","20","5671.0","511.0","122.0","98"
"306","Studio","Under Construction","1109584.27","Martinshire","17","668.0","323.0","230.0","176"
"307","Studio","Sold","1075582.7","New Deborahville","17","","","166.0","82"
"308","Villa","Sold","158523.81","Port Josephchester","3","","","213.0","168"
"309","Villa","Available","1493197.38","Ronaldside","10","6109.0","5066.0","295.0","126"
"310","Commercial","Available","1396726.43","New Samantha","12","5751.0","4477.0","293.0","48"
"311","Studio","Under Construction","241355.54","Gabrielabury","7","4831.0","5893.0","","17"
"312","Villa","Available","2360749.48","South Jeffreyhaven","9","","","200.0","29"
"313","Apartment","Sold","293487.81","North Dylan","7","","","153.0","45"
"314","Studio","Under Construction","2144343.67","North Stephenberg","20","","","","27"
"315","Commercial","Under Construction","50758.84","Reynoldsstad","3","","","225.0","107"
"316","Commercial","Sold","2211588.68","Tapiamouth","0","5277.0","3130.0","18.0","172"
"317","Commercial","Available","98313.34","South Pamela","6","","","4.0","165"
"318","Villa","Under Construction","1906639.48","Annafurt","13","","","130.0","46"
"319","Apartment","Sold","936142.49","West Latasha","14","","","78.0","18"
"320","Villa","Available","1858631.16","Suzanneburgh","14","","","110.0","171"
"321","Commercial","Sold","1034275.75","Petersburgh","10","","","","175"
"322","Villa","Available","223724.41","Heatherton","8","","","186.0","169"
"323","Villa","Available","1930391.4","Greenside","3","","","237.0","34"
"324","Commercial","Reserved","224569.08","Port Debra","16","227.0","3739.0","205.0","46"
"325","Villa","Reserved","2309195.07","Lake Joseph","13","5250.0","7612.0","173.0","38"
"326","Apartment","Available","174886.39","Nancyside","3","5565.0","4975.0","72.0","124"
"327","Villa","Under Construction","1224346.93","Osbornshire","5","2267.0","4949.0","383.0","45"
"328","Studio","Available","1821434.36","Antoniohaven","19","4673.0","3165.0","","169"
"329","Commercial","Reserved","1013453.84","South Stacie","17","613.0","6763.0","341.0","152"
"330","Villa","Sold","582222.01","Annetteville","0","","","142.0","138"
"331","Commercial","Sold","1909772.86","Carpenterside","13","","","74.0","62"
"332","Studio","Available","1971522.03","West Dan","11","","","17.0","64"
"333","Villa","Available","2310602.71","New Margaretview","4","","","368.0","147"
"334","Apartment","Under Construction","971604.52","Port Amy","12","","","122.0","28"
"335","Commercial","Reserved","1290316.75","Lake Lisastad","15","","","159.0","41"
"336","Villa","Under Construction","939664.68","Harrisland","12","2306.0","1775.0","254.0","108"
"337","Studio","Under Construction","679850.46","South Dannyfurt","10","5384.0","1151.0","342.0","167"
"338","Studio","Available","1890030.76","Walkerland","8","1969.0","1307.0","130.0","130"
"339","Apartment","Available","882147.02","Lake Charlotteport","10","","","288.0","35"
"340","Commercial","Reserved","1098966.13","Port Lauraside","1","","","253.0","101"
"341","Commercial","Reserved","1039000.46","Coleside","16","303.0","74.0","109.0","105"
"342","Villa","Under Construction","1796020.0","Lisaville","7","","","388.0","34"
"343","Villa","Available","2298599.28","Nathanfort","19","","","66.0","163"
"344","Villa","Reserved","1683552.35","Lake Ashlee","6","3086.0","567.0","379.0","64"
"345","Commercial","Available","1205377.36","West Shane","5","","","59.0","106"
"346","Commercial","Under Construction","1959052.53","Sarahfurt","20","1832.0","2913.0","","102"
"347","Apartment","Available","1620379.74","North Normaborough","17","3901.0","3869.0","172.0","173"
"348","Villa","Reserved","198495.37","Smithshire","20","3151.0","7171.0","","15"
"349","Commercial","Under Construction","284375.79","Novaktown","5","2791.0","5569.0","69.0","33"
"350","Studio","Sold","142896.51","Carterhaven","1","","","261.0","167"
"351","Studio","Sold","1169200.0","Port Anthonymouth","20","","","170.0","31"
"352","Apartment","Sold","2073340.91","New Mary","14","","","366.0","88"
"353","Commercial","Reserved","817053.76","Port Robert","17","","","148.0","113"
"354","Apartment","Reserved","991192.45","Coreystad","7","","","145.0","71"
"355","Villa","Under Construction","2278218.92","Danielport","2","","","170.0","81"
"356","Apartment","Under Construction","2100413.44","Lake Sarah","0","","","","40"
"357","Villa","Available","1679367.88","Richardmouth","12","","","","43"
"358","Villa","Sold","703669.27","East Courtney","8","","","83.0","18"
"359","Apartment","Available","336751.63","Adkinsfurt","5","","","23.0","9"
"360","Apartment","Under Construction","89344.12","West Amy","0","1103.0","1248.0","257.0","147"
"361","Villa","Sold","312176.15","Perryside","14","","","","153"
"362","Commercial","Sold","766861.29","Scottborough","13","","","59.0","62"
"363","Villa","Available","1401885.66","Blackwellfort","0","1604.0","7778.0","12.0","53"
