"transaction_id","name","transaction_date","amount","tax","discount_amount","payment_status","transaction_type","customer_id","payment_method_number","employee_id"
"68","TXN-68-WHN","2023-03-31","2601863.32","260186.33","0.0","Paid","Sale","4511","168","307.0"
"69","TXN-69-KUC","2022-12-28","1476065.82","0.0","73803.29","Paid","Rent","5035","419","261.0"
"70","TXN-70-ADS","2021-11-27","78293.67","0.0","0.0","Pending","Refund","4434","441","105.0"
"71","TXN-71-BQK","2025-05-31","1102205.96","110220.6","33066.18","Refunded","Rent","518","420","78.0"
"72","TXN-72-SET","2022-07-23","1411120.55","141112.06","0.0","Paid","Refund","6793","15","17.0"
"73","TXN-73-LCR","2024-10-05","2219111.31","110955.57","0.0","Refunded","Refund","383","252","170.0"
"74","TXN-74-DYW","2022-01-03","857170.19","0.0","42858.51","Pending","Sale","1346","38","176.0"
"75","TXN-75-KOQ","2025-07-16","4366525.27","436652.53","130995.76","Failed","Sale","4865","159","265.0"
"76","TXN-76-GHU","2025-01-03","3525145.84","0.0","105754.38","Refunded","Refund","7088","420","399.0"
"77","TXN-77-YQA","2022-10-16","427831.99","0.0","12834.96","Paid","Rent","6984","487","329.0"
"78","TXN-78-IVR","2021-11-26","3251162.07","455162.69","97534.86","Refunded","Deposit","2595","453",""
"79","TXN-79-IWF","2021-11-14","3268975.07","0.0","163448.75","Failed","Refund","5546","283",""
"80","TXN-80-NWD","2023-01-04","4781193.43","239059.67","239059.67","Failed","Rent","4083","489","216.0"
"81","TXN-81-DEX","2023-08-21","17098.32","854.92","0.0","Pending","Deposit","2518","342","312.0"
"82","TXN-82-EOK","2023-12-10","1241166.38","124116.64","0.0","Pending","Rent","3584","184","124.0"
"83","TXN-83-ZSU","2024-03-30","4639101.81","231955.09","46391.02","Pending","Rent","6924","399","260.0"
"84","TXN-84-GPI","2024-01-26","4660805.31","652512.74","46608.05","Failed","Deposit","7803","454","35.0"
"85","TXN-85-ZIT","2025-05-12","3603490.92","180174.55","0.0","Refunded","Rent","6173","265","318.0"
"86","TXN-86-NMQ","2023-08-10","3829285.08","0.0","38292.85","Failed","Sale","709","444","184.0"
"87","TXN-87-ODP","2025-03-13","459231.82","45923.18","4592.32","Failed","Deposit","3810","410","302.0"
"88","TXN-88-XIR","2024-12-10","2570351.42","359849.2","0.0","Pending","Refund","2807","572","23.0"
"89","TXN-89-JKN","2022-02-04","1159451.79","57972.59","0.0","Failed","Refund","6886","215","125.0"
"90","TXN-90-NSO","2024-05-07","907727.78","90772.78","9077.28","Pending","Refund","4036","445","39.0"
"91","TXN-91-THV","2023-05-22","4051895.89","567265.42","40518.96","Pending","Rent","4365","364","277.0"
"92","TXN-92-BGF","2025-07-12","676920.61","67692.06","6769.21","Refunded","Refund","1146","225","175.0"
"93","TXN-93-XZJ","2024-04-18","2344320.88","234432.09","70329.63","Pending","Rent","836","37","40.0"
"94","TXN-94-EKU","2021-12-01","4693014.04","0.0","0.0","Paid","Rent","4451","599","80.0"
"95","TXN-95-UMD","2023-12-13","930788.61","93078.86","27923.66","Paid","Rent","1675","457",""
"96","TXN-96-VCN","2025-05-11","4890011.13","489001.11","48900.11","Pending","Deposit","7266","202","270.0"
"97","TXN-97-VWM","2024-04-06","4971451.35","497145.14","149143.54","Failed","Sale","3266","85",""
"98","TXN-98-RET","2022-03-31","2778974.54","0.0","0.0","Failed","Deposit","3808","225","146.0"
"99","TXN-99-CQC","2024-03-26","852373.42","119332.28","0.0","Refunded","Sale","7779","432","213.0"
"100","TXN-100-AHR","2021-12-22","1581892.23","79094.61","79094.61","Failed","Refund","3028","366","78.0"
"101","TXN-101-VIW","2022-09-09","2123615.18","212361.52","0.0","Failed","Deposit","4010","553","326.0"
"102","TXN-102-LDQ","2022-04-24","1548002.47","0.0","15480.02","Refunded","Rent","2371","31","86.0"
"103","TXN-103-USS","2024-02-13","1404616.63","140461.66","70230.83","Pending","Rent","5306","439","188.0"
"104","TXN-104-ULB","2024-07-07","4861204.09","486120.41","145836.12","Pending","Deposit","4311","570","30.0"
"105","TXN-105-ZIU","2025-03-06","768517.41","76851.74","38425.87","Refunded","Sale","7486","531","362.0"
"106","TXN-106-CBK","2022-04-08","3667172.89","366717.29","0.0","Failed","Rent","188","244","5.0"
"107","TXN-107-CIZ","2024-05-27","4050.63","567.09","202.53","Failed","Sale","6537","372","320.0"
"108","TXN-108-XJT","2022-11-20","2981720.98","149086.05","29817.21","Failed","Sale","96","406","144.0"
"109","TXN-109-KUA","2023-09-04","4579883.13","0.0","0.0","Refunded","Refund","5294","469","35.0"
"110","TXN-110-RZK","2022-07-11","1441094.6","0.0","72054.73","Refunded","Deposit","767","305","345.0"
"111","TXN-111-PUJ","2024-10-13","929258.82","92925.88","9292.59","Failed","Refund","5933","92","376.0"
"112","TXN-112-XEQ","2025-05-24","3259095.61","325909.56","97772.87","Pending","Sale","2543","151","359.0"
"113","TXN-113-NMB","2022-04-13","3563581.83","0.0","35635.82","Pending","Refund","846","334","101.0"
"114","TXN-114-UQV","2022-04-01","3440776.53","344077.65","172038.83","Failed","Refund","1687","587","267.0"
"115","TXN-115-SLK","2023-04-16","1597945.77","159794.58","47938.37","Failed","Refund","7512","296",""
"116","TXN-116-QFN","2023-04-21","1262507.61","176751.07","37875.23","Failed","Rent","3398","371","143.0"
"117","TXN-117-IJT","2024-10-29","4779682.16","477968.22","0.0","Refunded","Deposit","477","526","172.0"
"118","TXN-118-WNY","2021-11-11","4616650.94","230832.55","0.0","Pending","Rent","6049","94",""
"119","TXN-119-WUE","2023-12-30","2287668.42","0.0","22876.68","Refunded","Rent","5501","386","34.0"
"120","TXN-120-JMH","2025-04-11","4231276.94","592378.77","211563.85","Refunded","Rent","1679","191","8.0"
"121","TXN-121-ZEE","2023-10-21","2262712.74","316779.78","113135.64","Failed","Rent","4623","219","227.0"
"122","TXN-122-GEB","2024-03-18","2123096.31","0.0","106154.82","Paid","Sale","6529","99","218.0"
"123","TXN-123-KBJ","2025-05-27","785501.21","39275.06","0.0","Failed","Sale","4496","532","141.0"
"124","TXN-124-LYG","2024-07-16","2133177.47","106658.87","106658.87","Pending","Refund","7997","158","132.0"
"125","TXN-125-DQF","2023-08-19","2688009.86","376321.38","134400.49","Pending","Deposit","5444","481","184.0"
"126","TXN-126-FEJ","2023-01-24","114476.63","16026.73","3434.3","Paid","Deposit","3968","442","328.0"
"127","TXN-127-YTW","2024-02-23","2221676.8","111083.84","22216.77","Refunded","Sale","793","425","70.0"
"128","TXN-128-BLX","2024-03-18","3907218.38","195360.92","0.0","Failed","Deposit","2868","503","338.0"
"129","TXN-129-TXP","2022-08-03","3400870.19","476121.83","170043.51","Refunded","Rent","7876","589","348.0"
"130","TXN-130-NLQ","2023-09-10","3176514.63","444712.05","158825.73","Pending","Deposit","5642","240","197.0"
"131","TXN-131-RLR","2024-12-30","4547958.03","227397.9","136438.74","Pending","Refund","4106","587",""
"132","TXN-132-OKA","2021-11-26","92123.99","0.0","4606.2","Failed","Deposit","7524","90","204.0"
"133","TXN-133-AMN","2025-06-14","2786123.84","0.0","83583.72","Refunded","Rent","3626","93","224.0"
"134","TXN-134-FZB","2023-12-20","3937169.54","0.0","118115.09","Pending","Rent","6679","271","102.0"
"135","TXN-135-LOS","2023-03-17","2707594.24","0.0","81227.83","Pending","Sale","4124","42","123.0"
"136","TXN-136-MDG","2024-12-06","1620829.97","226916.2","0.0","Pending","Rent","1964","47","182.0"
"137","TXN-137-FGY","2025-09-18","682980.32","95617.24","34149.02","Pending","Refund","2173","228","73.0"
"138","TXN-138-JJU","2024-07-02","4438040.23","621325.63","133141.21","Refunded","Rent","4874","338","11.0"
"139","TXN-139-GZV","2023-05-23","2354870.44","235487.04","0.0","Failed","Sale","3186","33","342.0"
"140","TXN-140-VBH","2023-07-17","4390819.75","0.0","0.0","Paid","Rent","4269","560",""
"141","TXN-141-PCK","2025-06-24","2930088.91","410212.45","87902.67","Refunded","Rent","5095","298","116.0"
"142","TXN-142-SSC","2022-09-05","3371612.2","168580.61","101148.37","Paid","Refund","1737","489","127.0"
"143","TXN-143-ZGB","2023-03-11","4021697.25","0.0","120650.92","Refunded","Deposit","3526","597",""
"144","TXN-144-GLZ","2023-09-17","3296459.41","0.0","0.0","Pending","Sale","1454","119","336.0"
"145","TXN-145-KOE","2024-02-03","1991478.09","99573.9","19914.78","Refunded","Deposit","5725","321","100.0"
"146","TXN-146-HSB","2022-08-25","2569139.65","128456.98","0.0","Paid","Refund","6454","310",""
"147","TXN-147-IYD","2023-07-31","4015621.53","401562.15","40156.22","Pending","Deposit","3055","135","353.0"
"148","TXN-148-UEN","2022-09-07","1869504.18","0.0","0.0","Paid","Refund","6676","229","184.0"
"149","TXN-149-CHP","2024-06-19","1941831.04","271856.35","0.0","Paid","Deposit","1371","347","323.0"
"150","TXN-150-UAR","2023-03-18","480259.2","48025.92","0.0","Paid","Refund","7176","32",""
"151","TXN-151-JKR","2023-09-01","4573093.01","640233.02","137192.79","Refunded","Rent","776","555",""
"152","TXN-152-ZPQ","2024-01-04","456999.5","22849.98","22849.98","Paid","Deposit","4897","303","232.0"
"153","TXN-153-OFP","2021-10-27","3241749.47","324174.95","162087.47","Failed","Sale","297","365","93.0"
"154","TXN-154-AYP","2021-10-25","2067146.01","103357.3","20671.46","Refunded","Sale","4361","449",""
"155","TXN-155-DVQ","2025-06-15","2029285.71","0.0","0.0","Refunded","Refund","64","550",""
"156","TXN-156-AUQ","2023-09-13","3398400.08","339840.01","33984.0","Pending","Deposit","6154","572","385.0"
"157","TXN-157-BKZ","2022-04-04","337334.48","16866.72","16866.72","Paid","Deposit","4917","433",""
"158","TXN-158-KVI","2022-06-30","2969341.5","296934.15","29693.42","Pending","Rent","609","200","64.0"
"159","TXN-159-QME","2023-03-14","3860614.87","386061.49","38606.15","Paid","Deposit","4609","272",""
"160","TXN-160-JNJ","2023-11-26","4141407.36","414140.74","207070.37","Paid","Sale","7665","483","174.0"
"161","TXN-161-ADD","2024-03-29","854310.89","119603.52","42715.54","Pending","Deposit","5869","460","51.0"
"162","TXN-162-KBX","2022-05-31","4487300.41","0.0","224365.02","Paid","Sale","560","186","384.0"
"163","TXN-163-MYL","2023-12-25","3281418.17","328141.82","0.0","Pending","Refund","7511","61","119.0"
"164","TXN-164-EYG","2022-08-18","4409510.29","220475.51","220475.51","Failed","Deposit","4018","96","7.0"
"165","TXN-165-HSA","2023-01-23","2427433.02","121371.65","121371.65","Paid","Sale","6812","65","198.0"
"166","TXN-166-LIU","2023-06-28","2711082.66","135554.13","27110.83","Pending","Sale","7167","227","21.0"
"167","TXN-167-XPE","2023-01-02","4595353.31","459535.33","137860.6","Failed","Sale","4782","521","314.0"
"168","TXN-168-KLA","2023-12-31","4499747.9","449974.79","0.0","Refunded","Refund","6456","155","34.0"
"169","TXN-169-BDP","2024-05-29","2241908.05","313867.13","67257.24","Refunded","Sale","4547","518","279.0"
"170","TXN-170-DFA","2025-03-09","1373514.33","68675.72","68675.72","Paid","Sale","4676","415","361.0"
"171","TXN-171-HSX","2025-02-26","1967065.83","275389.22","59011.97","Paid","Sale","2817","168",""
"172","TXN-172-EFY","2022-03-10","1940046.11","194004.61","0.0","Pending","Sale","6494","433",""
"173","TXN-173-DOO","2021-12-30","1435760.64","0.0","43072.82","Paid","Sale","7713","571","314.0"
"174","TXN-174-CPT","2021-11-16","1344360.86","188210.52","40330.83","Refunded","Sale","6880","44","369.0"
"175","TXN-175-VEK","2022-04-08","4305592.56","0.0","0.0","Failed","Sale","313","566","351.0"
"176","TXN-176-IQW","2023-07-15","351169.88","49163.78","17558.49","Failed","Rent","2160","288","210.0"
"177","TXN-177-HRR","2021-11-13","3388700.69","169435.03","169435.03","Paid","Deposit","4839","341","345.0"
"178","TXN-178-NKG","2024-10-19","865754.62","0.0","8657.55","Refunded","Sale","2149","349","124.0"
"179","TXN-179-PNL","2022-03-22","1723840.46","172384.05","51715.21","Paid","Refund","3991","265",""
"180","TXN-180-MWL","2022-07-19","309592.08","15479.6","9287.76","Pending","Deposit","5449","17","69.0"
"181","TXN-181-HIO","2023-05-22","1351328.24","0.0","67566.41","Refunded","Deposit","1468","324","355.0"
"182","TXN-182-PTZ","2022-12-23","3842568.51","537959.59","192128.43","Refunded","Rent","6167","400","230.0"
"183","TXN-183-ABN","2022-01-09","4425306.59","619542.92","44253.07","Paid","Sale","785","401","359.0"
"184","TXN-184-GTH","2022-09-11","1109192.71","0.0","11091.93","Refunded","Deposit","1012","481","71.0"
"185","TXN-185-TAR","2023-10-22","2318812.1","324633.69","0.0","Pending","Refund","7915","397",""
"186","TXN-186-NOW","2025-02-05","2352679.59","0.0","0.0","Paid","Refund","6215","400","119.0"
"187","TXN-187-SVD","2022-12-03","4368129.38","0.0","218406.47","Paid","Rent","6292","195","78.0"
"188","TXN-188-UTY","2023-02-23","3814469.67","534025.75","190723.48","Refunded","Rent","3958","48",""
"189","TXN-189-YAC","2023-06-09","2566359.94","359290.39","128318.0","Pending","Refund","6875","510","302.0"
"190","TXN-190-THR","2023-12-20","3354394.51","469615.23","0.0","Pending","Refund","516","373","341.0"
"191","TXN-191-IPF","2024-02-20","4237080.56","423708.06","42370.81","Paid","Refund","5873","152","86.0"
"192","TXN-192-KWU","2023-10-14","49675.69","6954.6","496.76","Pending","Rent","2787","156","95.0"
"193","TXN-193-GFK","2022-09-28","2015644.38","100782.22","0.0","Failed","Refund","6105","536","349.0"
"194","TXN-194-OZY","2022-03-19","4536401.35","0.0","0.0","Refunded","Deposit","1473","111","106.0"
"195","TXN-195-QNN","2025-04-05","3702084.53","518291.83","37020.85","Paid","Sale","5128","369","385.0"
"196","TXN-196-JMO","2025-01-26","2715121.19","380116.97","27151.21","Paid","Rent","1544","122","184.0"
"197","TXN-197-EDH","2024-11-05","2649163.35","370882.87","132458.17","Paid","Deposit","2699","236","68.0"
"198","TXN-198-VCO","2023-12-12","1740154.95","174015.49","17401.55","Pending","Rent","5945","127",""
"199","TXN-199-SWD","2022-04-08","2603561.63","260356.16","78106.85","Failed","Sale","7284","232","292.0"
"200","TXN-200-UUE","2024-12-12","3277605.23","458864.73","0.0","Failed","Sale","7063","32","334.0"
"201","TXN-201-TAJ","2024-04-22","2092978.47","209297.85","62789.35","Pending","Refund","5579","477","369.0"
"202","TXN-202-BDJ","2024-12-15","3571337.43","357133.74","107140.12","Paid","Refund","6196","153",""
"203","TXN-203-PFX","2025-01-31","4306438.67","0.0","43064.39","Pending","Sale","760","223","172.0"
"204","TXN-204-XZR","2025-08-22","775114.87","38755.74","0.0","Paid","Sale","6587","581","117.0"
"205","TXN-205-IQL","2023-09-16","2258832.02","316236.48","22588.32","Refunded","Rent","2817","475","186.0"
"206","TXN-206-NXE","2024-07-02","2041284.42","204128.44","61238.53","Failed","Refund","4129","485","152.0"
"207","TXN-207-ZNK","2022-03-18","3437949.09","481312.87","34379.49","Refunded","Deposit","1747","308","178.0"
"208","TXN-208-LPI","2022-07-31","1250837.59","125083.76","62541.88","Pending","Rent","2577","319","72.0"
"209","TXN-209-SIE","2025-03-20","3201974.07","320197.41","96059.22","Pending","Rent","2679","120",""
"210","TXN-210-XWT","2024-05-13","4387691.23","438769.12","0.0","Failed","Refund","378","256","49.0"
"211","TXN-211-COR","2023-10-05","2091821.74","292855.04","20918.22","Pending","Deposit","4185","484","2.0"
"212","TXN-212-MCT","2022-02-13","4555256.47","637735.91","227762.82","Refunded","Sale","3874","446","115.0"
"213","TXN-213-OLL","2021-11-08","4965832.37","248291.62","49658.32","Refunded","Refund","2452","329","282.0"
"214","TXN-214-IIF","2025-03-16","532248.07","26612.4","5322.48","Paid","Refund","5127","484","81.0"
"215","TXN-215-VYJ","2024-12-29","1166799.83","58339.99","11668.0","Refunded","Rent","4551","369","230.0"
"216","TXN-216-XBJ","2024-12-06","4751998.0","237599.9","142559.94","Pending","Rent","3246","132",""
"217","TXN-217-YGV","2025-05-15","4791721.78","0.0","143751.65","Paid","Sale","2105","270","33.0"
"218","TXN-218-RYC","2025-03-23","490340.96","24517.05","0.0","Refunded","Sale","669","285","393.0"
"219","TXN-219-OHI","2024-01-24","76962.5","10774.75","769.62","Refunded","Deposit","7630","314","101.0"
"220","TXN-220-OKS","2023-12-27","807177.92","113004.91","24215.34","Pending","Refund","1750","71","225.0"
"221","TXN-221-HIH","2023-04-18","4980071.89","249003.59","0.0","Failed","Refund","1858","233","340.0"
"222","TXN-222-TAR","2023-08-20","901638.08","126229.33","45081.9","Pending","Rent","5098","443","352.0"
"223","TXN-223-NVK","2022-10-06","2513732.94","125686.65","0.0","Paid","Refund","6145","47","303.0"
"224","TXN-224-TPF","2024-05-22","4242391.8","593934.85","42423.92","Failed","Rent","2471","509","107.0"
"225","TXN-225-WVF","2023-01-24","103967.25","0.0","0.0","Paid","Deposit","6864","488","183.0"
"226","TXN-226-TEQ","2023-06-21","3023235.93","151161.8","30232.36","Paid","Refund","3002","587","223.0"
"227","TXN-227-YGS","2023-12-24","1386573.19","0.0","41597.2","Pending","Rent","3739","448","391.0"
"228","TXN-228-RKV","2022-02-27","4311949.91","431194.99","215597.5","Failed","Rent","4779","47","391.0"
"229","TXN-229-DTV","2024-09-19","1418738.82","141873.88","0.0","Pending","Rent","1372","191","38.0"
"230","TXN-230-HHX","2025-04-14","3434405.09","480816.71","0.0","Refunded","Deposit","113","297","151.0"
"231","TXN-231-XSB","2022-02-04","3371749.72","168587.49","101152.49","Pending","Rent","6534","406","205.0"
"232","TXN-232-QFA","2021-12-06","1109024.76","155263.47","55451.24","Refunded","Refund","5924","509","51.0"
"233","TXN-233-THW","2021-12-23","175926.4","0.0","0.0","Pending","Sale","3299","395","131.0"
"234","TXN-234-XMR","2021-12-08","2047429.37","0.0","0.0","Paid","Deposit","5507","461","114.0"
"235","TXN-235-RMP","2025-06-11","1447387.37","144738.74","14473.87","Paid","Rent","7090","186","324.0"
"236","TXN-236-HAC","2022-01-05","4045270.79","202263.54","40452.71","Refunded","Rent","7088","551","5.0"
"237","TXN-237-ZJK","2024-05-05","4002220.21","560310.83","200111.01","Pending","Refund","3496","268","283.0"
"238","TXN-238-XMQ","2024-01-02","2286205.71","228620.57","22862.06","Paid","Rent","7425","307","290.0"
"239","TXN-239-WXG","2024-04-16","3033348.1","0.0","30333.48","Paid","Deposit","7374","412","126.0"
"240","TXN-240-TTA","2025-04-23","3022089.06","151104.45","90662.67","Failed","Refund","1898","97","14.0"
"241","TXN-241-FXD","2025-05-22","4136136.43","579059.1","124084.09","Pending","Rent","2786","534","336.0"
"242","TXN-242-MDP","2023-11-11","2126162.07","106308.1","0.0","Failed","Deposit","7047","444","100.0"
"243","TXN-243-RXB","2023-07-09","1378682.51","137868.25","41360.48","Pending","Sale","970","30","367.0"
"244","TXN-244-VXN","2022-05-01","1326644.52","132664.45","66332.23","Paid","Refund","3882","20","78.0"
"245","TXN-245-WFB","2022-03-04","2681889.01","0.0","80456.67","Paid","Rent","682","421","293.0"
"246","TXN-246-XBF","2025-03-03","2246842.72","314557.98","67405.28","Failed","Deposit","4692","265","6.0"
"247","TXN-247-MKK","2023-05-27","2201723.61","220172.36","110086.18","Pending","Sale","7549","107","27.0"
"248","TXN-248-JXQ","2025-01-04","457504.42","45750.44","22875.22","Failed","Refund","4721","509","11.0"
"249","TXN-249-COU","2024-10-28","3593581.5","0.0","179679.08","Refunded","Refund","4258","505","164.0"
"250","TXN-250-DMX","2023-03-19","1070255.97","149835.84","10702.56","Failed","Refund","6458","573","138.0"
"251","TXN-251-SGX","2025-10-01","986374.24","98637.42","29591.23","Paid","Sale","3978","264","225.0"
"252","TXN-252-ENJ","2022-05-25","2064966.08","289095.25","20649.66","Paid","Sale","7864","561","255.0"
"253","TXN-253-WGF","2023-06-09","1140436.15","114043.61","57021.81","Refunded","Deposit","7004","134","19.0"
"254","TXN-254-VAH","2025-04-24","2920123.62","146006.18","146006.18","Refunded","Rent","942","373","364.0"
"255","TXN-255-BXN","2022-03-16","1858573.77","92928.69","0.0","Paid","Sale","672","230","233.0"
"256","TXN-256-OCA","2023-11-30","2245660.79","314392.51","67369.82","Paid","Sale","2522","290","14.0"
"257","TXN-257-WAT","2022-10-26","2686772.27","0.0","80603.17","Refunded","Rent","5067","161","309.0"
"258","TXN-258-OQP","2023-07-27","1019270.54","142697.88","0.0","Paid","Sale","21","538","122.0"
"259","TXN-259-GQV","2022-03-20","780446.61","0.0","23413.4","Refunded","Sale","5768","19","80.0"
"260","TXN-260-IEX","2023-09-27","4402348.67","616328.81","220117.43","Pending","Sale","4345","28","116.0"
