"portfolio_id","portfolio_name","description","reg_date","fees_amount"
"120","LongTerm LX","Item treat area buy check clearly.","2022-07-15","8550.79"
"121","Income TO","Way million exist bad cultural what ever person.","2025-01-06","12304.16"
"122","Balanced IF","Political option oil commercial person top front under American.","2020-01-13","13545.28"
"123","Speculative FC","Enough decision occur peace air threat nation politics few each.","2025-08-14","5452.05"
"124","Income ZT","Authority art keep machine daughter parent fine responsibility safe.","2022-09-24","2540.73"
"125","LongTerm ZI","Middle blood drop business last cell anything war.","2025-01-09","4191.09"
"126","Income AP","Spend value return couple city you.","2023-10-06","6979.51"
"127","LongTerm FT","Age war measure whom Democrat good anything manager think.","2025-05-10","12452.21"
"128","LongTerm RE","Mr suggest issue think road shake hand.","2023-03-14","13050.23"
"129","Speculative DK","Crime network available mean share evidence writer quite budget window.","2023-02-21","1097.33"
"130","Income XY","Newspaper hand certain own husband American although require.","2023-10-27","8150.46"
"131","Speculative HD","Paper middle foreign party class wrong.","2022-05-03","6843.75"
"132","Speculative LV","Stock mother remember feel staff happy purpose woman on.","2025-08-23","4109.51"
"133","Income OB","Listen whose situation simply officer return on color pick people.","2023-01-10","2678.12"
"134","Growth PC","Way body affect finish charge real improve simple turn their.","2020-04-27","5726.61"
"135","Speculative TI","Debate foot production moment finish community treatment garden great sign.","2025-08-01","14200.74"
"136","Balanced PZ","Particular court east newspaper different win father.","2022-04-01","5524.84"
"137","Speculative TN","First give value somebody event business quality here woman.","2022-09-23","8263.07"
"138","Speculative XZ","Fact explain research get kind either.","2023-11-13","10842.27"
"139","Speculative NM","Even no even body scientist dream anything toward difficult do.","2020-08-23","6090.81"
"140","Growth TE","Race case who within citizen.","2025-05-06","14604.95"
"141","Growth EE","Sense expert experience arrive shoulder present.","2021-10-07","14474.26"
"142","Speculative IV","Tree company think compare try.","2023-03-03","4524.95"
"143","Balanced YF","View while unit theory across nothing.","2020-09-14","7961.48"
"144","Growth VS","Writer myself management voice surface life cover both class.","2023-09-11","5212.3"
"145","Income PQ","Add front far purpose cover particularly.","2025-03-23","4987.77"
"146","Income ZB","Foreign husband believe word local very according himself land environment.","2022-08-06","1516.42"
"147","Income TL","Activity president realize artist brother fill if maybe time region.","2022-06-09","9533.9"
"148","LongTerm SH","Happen determine whatever long lawyer writer health.","2025-10-05","8037.51"
"149","Speculative JE","Soon stay seven quite other skin moment month gun true.","2020-09-29","1720.7"
"150","Income DJ","Dark Mr clearly take kind quite response major together.","2023-08-01","4901.05"
"151","Speculative ZD","Car indeed nor next pull final against effort able.","2021-08-23","13715.72"
"152","Income LE","Interest red must art thus.","2023-10-22","4353.87"
"153","Balanced CS","Conference career political role white hear through large.","2023-01-01","3028.53"
"154","Speculative YF","Card team budget year hotel camera without strong series without.","2023-09-24","7852.34"
"155","Income RU","Interest here discover leave choice country themselves she allow produce.","2025-01-08","14799.11"
"156","Growth XB","Deal beyond almost our reflect any scientist.","2023-03-19","4388.77"
"157","Speculative CO","Describe tell argue mean eye staff rule five our pull.","2022-07-09","10409.9"
"158","LongTerm PT","Worry miss including every news option.","2021-04-13","11662.67"
"159","Growth OR","New another general poor high modern recent impact feel.","2021-05-10","4326.93"
"160","Growth WI","Drive different tax certain leg arm include indicate morning.","2023-02-04","11195.03"
"161","LongTerm PQ","Form bad last he movie stop.","2020-03-25","6148.96"
"162","Growth RY","Owner them could seven right next look thank four whatever.","2019-12-03","9852.28"
"163","Growth NM","Section senior trial receive region however.","2021-10-29","9869.42"
"164","Income JU","Herself move grow end mention market better.","2023-10-14","8500.85"
"165","Income WU","Have including none determine certainly end.","2024-10-04","2264.06"
"166","Speculative LU","Far cultural discover now early nearly want front shake.","2023-12-13","12694.23"
"167","Speculative UP","Leave run goal cause national contain threat wrong whatever.","2024-03-31","5490.92"
"168","Speculative CE","Share include successful discuss religious.","2019-11-14","3611.26"
"169","Income NG","Health pay project pattern low maintain according necessary activity.","2024-04-17","1570.85"
"170","Speculative UR","Within admit spend purpose south travel blood benefit chance court.","2024-04-08","9272.5"
"171","Growth QW","Some bad where learn during recently feel.","2020-06-23","10485.9"
"172","Income PP","Behavior here need argue act.","2021-04-01","1232.23"
"173","Speculative FF","Population former with wind thus try discover top realize.","2024-08-11","8169.3"
"174","Growth ER","Under range exactly myself probably.","2021-04-26","4170.94"
"175","Speculative UB","Onto sell require huge baby class.","2021-11-02","10032.42"
"176","Balanced KY","Forward sense cause write right may window approach join stuff.","2022-09-09","3441.13"
"177","Speculative MX","Western however similar ahead event yeah make green wait it quickly.","2025-05-30","10673.13"
"178","Speculative XN","Something require bank child Republican plant science.","2022-06-26","6414.29"
"179","LongTerm XG","Accept final growth especially car.","2021-05-21","14114.22"
"180","Speculative BC","Never impact ago government behavior our foot history factor hold.","2020-07-06","2925.29"
"181","Income UJ","Occur college herself catch feeling manage as.","2023-06-28","5774.93"
"182","Income RA","Machine baby edge east person order crime.","2020-09-13","2588.63"
"183","Balanced IT","We forward per sound.","2022-08-05","13945.71"
"184","Income CV","Spring teacher wind carry fly water cut fire who.","2022-07-04","13282.75"
"185","Growth SV","Whose site for exactly skill half usually customer young.","2021-04-28","4611.18"
"186","LongTerm RX","Agree road wall decide something story attorney summer some pull.","2020-12-22","10239.78"
"187","LongTerm OT","Education child institution help last our old.","2024-05-03","12441.11"
"188","Growth GS","Myself so growth time Mr point be shoulder price.","2022-10-23","8772.81"
"189","Balanced KP","And worker quality hundred sell whole involve action else member million.","2024-09-23","8415.11"
"190","Growth SK","Knowledge hospital sign open matter general agency.","2020-09-05","4385.93"
"191","Growth SA","Break wait center find lay.","2021-07-20","2303.44"
"192","LongTerm HE","Live just recent five feel special boy support.","2025-04-21","13561.02"
"193","Speculative GR","Upon scientist might necessary former interview.","2023-09-21","13605.85"
"194","LongTerm OZ","Picture control price how scene third last involve.","2019-10-30","9863.42"
"195","LongTerm TN","Everything region somebody officer son Mr.","2022-11-26","5746.42"
"196","Income UM","Box provide majority whole finish home hotel box goal.","2023-09-08","5888.93"
"197","Growth NL","Try opportunity public finish draw bring health.","2020-12-29","11163.38"
"198","LongTerm GY","Others offer institution main Mr try us community cold.","2022-04-01","13559.54"
"199","Growth IL","Success people tend weight machine crime himself no.","2025-05-07","13419.21"
"200","Income FA","Indeed style major bar air set factor ever Mrs.","2021-03-22","11918.26"
"201","Growth XD","Score she near both box simple statement happen state among.","2023-07-19","9988.44"
"202","LongTerm IN","Bill stop seem fear yourself last give stage keep.","2020-10-15","2177.96"
"203","Growth XZ","Decide scene ready technology particular into pattern.","2021-07-19","3262.8"
"204","Income NZ","Now mother others collection without.","2022-04-13","13579.76"
"205","Speculative SK","Weight method too spring career seek in.","2020-04-18","9490.01"
"206","Growth RP","Reduce car chair focus easy such.","2023-02-18","1128.76"
"207","LongTerm FJ","Plan physical heart away some shoulder idea seek reason theory.","2023-08-29","2420.6"
"208","Income FU","Able similar run room learn professional group as move design.","2023-06-12","10289.02"
"209","LongTerm NF","Follow exist natural candidate system small thus.","2020-03-15","1070.86"
"210","LongTerm CG","Six least buy tax kid a when dark read car practice.","2021-02-21","3251.31"
"211","Growth RF","Economy head tough close how figure record doctor.","2025-05-14","8682.27"
"212","Growth GA","Live car difficult quite act receive.","2020-10-25","10686.53"
"213","Speculative BS","Local director become south billion happen.","2022-05-03","10127.46"
"214","LongTerm IY","Political quality attention none particular clearly.","2022-10-12","4139.77"
"215","LongTerm UN","Security turn pattern kind describe to cause but role goal investment.","2020-12-24","10970.51"
"216","LongTerm PR","Easy over return expect wait.","2020-01-08","4321.49"
"217","Balanced QT","Military meeting security far approach today.","2021-10-29","5555.6"
"218","Balanced FY","Drop point audience thousand activity.","2022-11-11","11450.88"
"219","Income UI","Team nothing half raise several west side admit.","2020-05-13","10094.86"
"220","Income NC","We huge expert Republican short.","2023-05-25","12889.13"
"221","Income II","Check base bad TV window choice force only shake power poor.","2022-06-06","10206.58"
"222","Balanced SB","Around beat its law participant finally score.","2021-04-14","8956.32"
"223","Speculative HA","Reduce clearly well mission situation result.","2021-03-18","2311.45"
"224","Balanced XI","Run brother tonight friend investment model enjoy.","2024-09-11","6148.02"
"225","Growth OE","Lawyer growth matter note happy effort bill off reveal.","2021-09-25","4712.83"
"226","Speculative AC","Each line him change.","2020-02-03","4415.86"
"227","LongTerm JZ","Different eat trouble floor step number budget pull apply.","2021-09-09","14622.15"
"228","LongTerm ZH","West attention let executive suddenly.","2022-07-29","6503.37"
"229","Growth FJ","Account customer nor fight performance less option management significant.","2021-06-15","13488.65"
"230","Growth UI","Character usually agency must player really act.","2022-08-22","9835.94"
"231","LongTerm AW","Support road billion morning draw man art young.","2022-03-04","12127.36"
"232","Income FC","Today mind red head window be believe.","2020-12-04","8036.92"
"233","Balanced EL","Artist production candidate factor surface unit hotel story for laugh.","2021-10-11","9076.65"
"234","Income EM","Sister once choice clearly letter image.","2024-05-08","7895.25"
"235","Balanced WX","Later leg system bed space fight.","2025-10-14","3733.4"
"236","Growth SM","Democrat task chance represent why.","2023-03-01","11114.33"
"237","Income GD","Employee wrong all identify laugh security economic.","2023-09-21","4930.81"
"238","Balanced GZ","Building article sit develop cup hundred.","2025-08-18","1340.42"
"239","Balanced OP","Old else spend against ask.","2025-04-15","10036.61"
"240","Income CZ","Begin suggest speak business walk anything.","2024-09-02","3479.55"
"241","Speculative BU","Many him interview government traditional every land chance.","2025-01-05","14166.42"
"242","LongTerm NN","Positive material third look because him information.","2025-04-04","14355.0"
"243","Balanced ZH","Piece soon some writer site grow name.","2023-11-30","13808.1"
"244","LongTerm WK","Focus establish ago others ahead specific exactly speak line.","2022-10-31","6182.22"
"245","LongTerm XL","Wind beyond prevent entire staff true argue.","2021-08-28","1216.39"
"246","Growth KZ","Great stuff suddenly compare or south recently trial.","2020-01-12","13996.46"
"247","LongTerm TS","Way nor none could write think man finally.","2023-12-18","6994.58"
"248","Balanced CF","Discussion despite money a truth.","2021-07-03","14533.17"
"249","Growth ZI","Response try such food against only true similar.","2024-04-08","14490.68"
"250","Income XE","Relate product only from follow wish run join.","2025-03-25","12942.13"
"251","Balanced FP","Company why really up skin development open compare.","2022-05-27","5122.28"
"252","Growth US","Camera rock we we hot yes whole.","2020-01-25","6391.37"
"253","Growth LM","Tv whose determine not view cell seat draw.","2022-07-05","12915.91"
"254","LongTerm KO","Start prove role from activity.","2021-07-29","5436.91"
"255","Income PS","Go skin result answer just.","2023-05-12","3372.9"
"256","Balanced KA","Think goal heart stock small official serve difficult later.","2020-01-28","8795.22"
"257","LongTerm UQ","Avoid color heart rule natural.","2020-08-01","14106.17"
"258","Income VM","Throw relate issue president parent its approach former window important never.","2024-05-21","10744.42"
"259","Balanced QQ","Father benefit hotel near make approach about.","2020-07-15","8980.86"
"260","Income SQ","Outside current agent color factor bank such final however major produce.","2020-07-26","2360.47"
"261","Balanced PI","Continue those hard knowledge enjoy let difficult environmental.","2020-04-25","9610.1"
"262","LongTerm JW","Beat gas must wife operation.","2024-07-01","14860.75"
"263","Speculative DY","Industry movement term little think live bad total research maybe.","2024-03-09","2961.18"
"264","Balanced ZK","Challenge we last we cold deep cover amount bad raise dark.","2025-02-15","8256.62"
"265","Growth JM","Floor road southern beautiful news need task.","2024-03-18","13283.22"
"266","Growth DA","Onto site both change note old who beyond black single size.","2024-05-07","11370.76"
"267","Speculative WA","Him magazine participant also every century participant.","2025-09-10","10758.22"
"268","Balanced ZC","Threat former down second TV today after stage.","2022-05-15","10834.78"
"269","Growth FS","Win direction feel season similar.","2022-07-09","6032.88"
"270","Balanced RU","Painting become kid tree imagine machine might hear argue.","2021-02-21","5110.29"
"271","Income ET","Idea sister modern notice community themselves customer arm almost.","2020-03-22","12331.06"
"272","Balanced XT","Ever statement measure play buy air.","2022-12-17","12341.59"
"273","Income FM","Concern that only glass clear thus see read expect.","2023-01-30","13139.01"
"274","LongTerm KX","Tax positive question especially important after.","2025-08-05","13785.37"
"275","Speculative AE","Positive over across education source figure.","2025-04-04","8158.79"
"276","LongTerm RB","Surface learn design few minute perhaps once account.","2025-06-04","8021.23"
"277","Growth XJ","Participant fear blue as write political technology end represent throughout.","2022-05-02","12176.13"
"278","Growth MJ","She tonight south sort outside produce race return pretty young.","2021-12-31","10099.5"
"279","Growth AZ","Say on yes staff gas require rather point.","2023-11-03","10827.54"
"280","LongTerm GT","Subject theory Congress best campaign else.","2024-07-18","12141.1"
"281","Growth WL","Pressure develop development the inside thought he one.","2023-09-26","13460.07"
"282","Balanced HE","Term on want author threat.","2024-01-18","5731.93"
"283","LongTerm HR","Morning including that character yeah garden would throughout.","2023-09-07","6258.16"
"284","LongTerm JU","Single maintain piece computer play above.","2022-02-12","2315.75"
"285","Income NW","Office citizen size sister can its.","2023-06-12","9095.92"
"286","Speculative ZB","Himself also current health add focus street course quality.","2025-02-14","1503.19"
"287","Income UP","Really general can himself open cold statement.","2022-04-30","7518.37"
"288","Growth SD","Others full thousand yet garden top grow could way truth.","2023-03-23","8597.02"
"289","Balanced BO","Road capital safe operation college hand practice.","2020-02-10","5011.58"
"290","Balanced YO","Side perhaps order answer blue structure answer.","2020-10-10","9271.67"
"291","Growth AC","Buy education reduce day rate act inside big.","2024-03-20","1427.0"
"292","Balanced RN","Red industry together memory pay executive size marriage participant sing.","2024-03-29","1522.87"
"293","Income MW","Far always many debate value former able public.","2020-09-24","12516.41"
"294","Income KQ","Chance bed memory rich big eight discuss write fast.","2023-09-28","6042.67"
"295","Growth DG","Them system growth quality international break.","2020-03-07","2778.85"
"296","Balanced AI","Forget thus western environmental run head.","2022-09-15","8311.41"
"297","LongTerm LH","Hundred lead structure ready long instead though coach.","2020-12-01","11779.91"
"298","Speculative SU","Word such billion treat lot.","2024-08-18","4021.49"
"299","LongTerm RC","Particularly single particularly television they road.","2020-11-25","9720.47"
"300","Income EF","Thought key as pressure actually.","2025-07-23","2194.86"
"301","Income HX","Rich difference what their mind read peace item risk loss.","2025-06-09","1723.54"
"302","Income RP","Chance step throughout party activity various measure light.","2024-01-04","8438.96"
"303","Income KE","Fly former everything medical nearly her stage bad know.","2024-08-31","8568.89"
"304","Speculative CF","Language budget market president bill include news a before.","2024-12-06","9924.02"
"305","Growth NO","Three none pressure lay future stay staff.","2023-08-28","11165.28"
"306","Income VJ","Outside respond guy laugh best probably able great plant son natural.","2022-12-21","14661.93"
"307","Balanced SG","To manage state score important.","2021-12-15","8228.2"
"308","Income MH","Democratic station course full serious another plan public.","2020-11-02","5521.39"
"309","Balanced XC","Probably what care material morning any very stuff lot.","2024-02-12","12132.61"
"310","Income XL","Community spring billion price paper focus thing industry participant realize.","2021-11-26","4791.65"
"311","Growth RZ","Wife laugh card include record security federal reduce.","2022-06-18","7145.6"
"312","Speculative TV","Plan cut person fact generation public wonder practice when mean.","2025-09-12","2098.39"
"313","Growth OU","Set no old wall report.","2025-07-11","1354.91"
"314","Speculative VI","There institution actually blood herself apply argue.","2022-01-23","14477.08"
"315","Income WY","Worker raise chair artist six daughter.","2024-05-24","12703.72"
"316","Income CW","Bill test science ten score night down six sometimes.","2022-03-28","10743.64"
"317","Speculative SQ","Unit hold what wish fine.","2024-06-27","6725.34"
"318","Balanced DA","Data than team kitchen difficult plant remember.","2022-12-02","3426.12"
"319","Balanced WL","School cultural right cover large work avoid while same budget.","2020-02-20","3190.12"
"320","Income BR","Enough claim suffer accept letter visit always up others similar.","2025-02-09","4503.4"
"321","Income NQ","Make of group six fish detail contain.","2020-05-15","8689.17"
"322","Growth YG","Indeed Mr begin determine degree forward.","2022-11-10","11004.34"
"323","Income SN","Most you statement wonder across protect knowledge toward party perform where.","2025-08-06","10242.76"
"324","Speculative UY","History music executive treat state.","2022-12-24","4919.07"
"325","Balanced GC","Analysis together court message way cold what Mrs account.","2020-05-07","14368.11"
"326","Growth NQ","Similar ten interest billion Mrs reflect wish simple position vote section.","2021-02-05","11330.56"
"327","Balanced BD","Also available concern edge audience start treat imagine.","2023-08-18","8760.96"
"328","Balanced OZ","First hope brother accept result as second animal summer.","2022-11-01","9564.09"
"329","LongTerm GG","Skin feeling beat she join house produce.","2023-10-28","6874.4"
"330","Speculative KI","Carry hospital something nation whether century quality.","2025-04-21","4468.23"
"331","LongTerm XA","Themselves center among of hour natural be decide scientist rise.","2021-08-04","5983.62"
"332","Balanced AP","Central contain pattern education boy provide note approach seem wrong.","2024-06-17","11609.85"
"333","Growth DP","Available public economy culture oil week ground provide doctor expect.","2020-05-20","1201.51"
"334","Growth MU","Late pattern figure once not hair first into above.","2021-11-19","2625.02"
"335","Income TV","Everybody growth quickly former lose knowledge simple main board.","2025-04-13","1644.04"
"336","LongTerm MF","Teach cause Mrs enjoy though baby away.","2019-12-13","1570.2"
"337","Balanced GO","Spend often shoulder defense already.","2022-01-03","12976.45"
"338","Growth II","President chance hotel through operation tax card may bed.","2022-11-20","10851.21"
"339","LongTerm QP","Range serious cell city not not the certainly rule voice American.","2023-12-10","7638.43"
"340","Speculative OE","Hard amount deal traditional guess like lawyer.","2020-03-09","2369.68"
"341","Balanced CP","Billion why plant event score official now heavy.","2023-01-05","7882.62"
"342","Balanced XL","Might heavy trade might good.","2022-09-22","7628.6"
"343","Speculative FY","Thought according think key discover method exactly change church.","2024-11-29","3424.83"
"344","LongTerm TH","Increase form box push look opportunity positive.","2023-04-15","7073.92"
"345","LongTerm BP","Campaign or care mention three.","2021-01-15","6579.07"
"346","Growth DK","Two might if wide point these road.","2022-03-15","9621.9"
"347","Speculative FN","Paper likely loss detail improve central old should perhaps.","2024-02-20","9891.31"
"348","LongTerm QK","Two others attention her car admit mission training.","2025-08-12","1634.26"
"349","Income AJ","Benefit live pass although six me brother lot candidate owner.","2019-10-20","6244.58"
"350","Balanced XR","Miss have analysis morning director sort smile high open.","2025-09-19","9762.04"
"351","Growth KG","Care local discussion teacher exist theory impact country remember.","2019-11-08","8043.91"
"352","Speculative KH","Mind heart day sound impact blood.","2023-06-01","12990.86"
"353","Growth PL","End movie north partner yeah however data.","2024-06-27","10221.71"
"354","LongTerm YJ","Condition next low write officer similar huge catch tell.","2020-10-20","3281.08"
"355","LongTerm VO","Situation we beyond meet skill song pass range appear.","2023-02-06","1987.96"
"356","Income OA","Statement likely outside because enjoy.","2022-12-12","9993.87"
"357","Balanced FM","Right us husband prevent expert.","2024-11-15","1371.16"
"358","Speculative DX","Policy keep cut prevent sound experience.","2020-01-29","9200.86"
"359","Growth YM","Middle discuss college already dream a church you sister good.","2023-02-25","14163.22"
"360","Balanced ZL","Military say attention bed expect stop.","2024-10-01","9056.64"
"361","LongTerm WW","Difficult white lawyer identify above company media.","2024-07-17","6434.38"
"362","Balanced EG","Future bring message election Mrs soldier economic.","2023-07-23","10006.04"
