owner_ship_id,owner_id,unit_id
308,213,7557
309,214,6716
310,215,3544
311,217,7577
312,217,1757
313,217,7570
314,218,5517
315,219,6645
316,220,1935
317,221,3893
318,222,5576
319,222,8349
320,223,6315
321,223,8480
322,224,3818
323,225,1793
324,226,15
325,227,6079
326,227,3511
327,227,5826
328,228,1779
329,228,937
330,229,5744
331,230,7012
332,230,7254
333,231,8598
334,231,7639
335,231,8070
336,232,5769
337,232,8552
338,233,5810
339,234,3949
340,234,256
341,235,6695
342,235,2431
343,235,820
344,236,8078
345,236,2558
346,237,2781
347,237,7287
348,238,4642
349,239,720
350,240,2585
351,241,4527
352,242,3216
353,242,8554
354,244,1616
355,244,1701
356,244,4144
357,245,3514
358,245,7162
359,246,3295
360,246,1250
361,247,8870
362,248,8481
363,249,3662
364,250,7150
365,251,3884
366,252,359
367,253,7732
368,253,2712
369,253,5995
370,254,4338
371,255,4301
372,255,2522
373,256,6702
374,257,6770
375,257,8331
376,258,2940
377,259,8131
378,260,1464
379,260,2149
380,261,1556
381,262,6261
382,262,6820
383,263,3282
384,264,4011
385,265,287
386,266,3338
387,267,8531
388,267,3912
389,267,6768
390,268,5855
391,270,6693
392,271,8567
393,271,2698
394,271,2060
395,272,6964
396,272,3573
397,272,7309
398,273,3834
399,274,8345
400,275,2356
401,276,3259
402,276,4946
403,277,1503
404,278,838
405,278,4992
406,279,7949
407,280,7949
408,281,497
409,281,8038
410,281,2505
411,282,1091
412,282,6685
413,283,7838
414,284,8481
415,285,3816
416,286,7513
417,286,4736
418,287,834
419,287,1870
420,287,4012
421,288,6161
422,289,3825
423,290,2839
424,291,5385
425,292,1288
426,293,2612
427,294,263
428,295,5171
429,296,7302
430,297,8675
431,297,5790
432,298,7512
433,299,7715
434,299,6044
435,300,6336
436,301,7597
437,301,7587
438,302,4650
439,302,1145
440,303,3203
441,304,4295
442,305,6114
443,306,3764
444,306,8036
445,307,5488
446,307,6092
447,307,949
448,308,2237
449,309,7520
450,310,6705
451,311,5227
452,312,8305
453,313,4716
454,314,507
455,315,19
456,316,1552
457,317,5817
458,317,199
459,318,2784
460,319,2955
461,320,2193
462,320,4601
463,321,975
464,321,1936
465,322,7373
466,323,7431
467,324,6719
468,324,5634
469,324,868
470,325,8994
471,325,4895
472,326,3767
473,327,8268
474,327,7749
475,327,912
476,328,5083
477,329,1476
478,330,7575
479,331,5258
480,331,779
481,331,8490
482,332,3685
483,333,8137
484,334,7625
485,334,3108
486,334,7363
487,336,4719
488,336,69
489,336,5846
490,337,3831
491,338,4692
492,339,5627
493,339,3631
494,340,6721
495,340,4847
496,341,1613
497,341,3042
498,341,3135
499,342,3319
500,343,2110
501,343,3645
502,343,6259
503,344,6930
504,345,5670
505,346,4528
506,347,3054
507,347,5008
508,348,2408
509,348,598
510,349,3753
511,350,8045
512,351,5442
513,351,8666
514,351,2474
515,352,1989
516,352,4600
517,353,3841
518,353,4154
519,354,1644
520,354,6233
521,355,5199
522,356,333
523,356,1321
524,356,8972
525,357,6965
526,359,932
527,360,3849
528,361,3751
529,362,6741
530,362,8250
531,363,2789
532,363,7905
533,364,5778
534,365,4981
535,365,8243
536,365,8176
537,366,6827
538,366,1422
539,366,1203
540,367,7828
541,368,4856
542,369,5989
543,370,8970
544,371,177
545,372,2755
546,373,3519
547,374,8455
548,375,8192
549,376,1373
550,376,7895
551,377,2419
552,378,3127
553,379,1712
554,379,6952
555,380,3244
556,381,7616
557,382,1210
558,382,1470
559,383,5233
560,384,4806
561,384,6522
562,385,1603
563,386,6249
564,387,6639
565,388,3915
566,390,7876
567,391,6649
568,392,7942
569,393,8769
570,393,7528
571,393,6882
572,394,3772
573,395,5434
574,396,1595
575,397,7894
576,398,8092
577,399,2068
578,400,6320
579,402,5309
580,403,4514
581,403,2672
582,404,6030
583,405,6982
584,406,8094
585,406,3526
586,407,6112
587,407,3037
588,407,6373
589,408,4707
590,409,1448
591,410,7152
592,410,8674
593,411,719
594,411,3784
595,412,4185
596,413,4152
597,414,5768
598,414,8922
599,415,5552
600,415,8434
601,415,1000
602,416,1956
603,417,6794
604,419,5966
605,420,1498
606,420,4011
607,421,3989
608,421,3968
609,422,4351
610,422,3073
611,423,690
612,424,8594
613,426,6707
614,427,5909
615,428,6805
616,428,4070
617,429,2800
618,429,2712
619,430,3690
620,431,1174
621,432,8918
622,433,545
623,433,887
624,434,4769
625,435,2015
626,435,4902
627,435,1016
628,436,7802
629,436,8861
630,437,3132
631,438,3168
632,438,3089
633,438,7762
634,439,1158
635,439,3966
636,439,6848
637,440,1903
638,441,8509
639,442,2889
640,443,1980
641,443,4624
642,444,1328
643,445,7174
644,445,5431
645,446,5441
646,446,7743
647,447,7387
648,447,4489
649,448,7260
650,448,6058
651,448,5439
652,449,5380
653,449,8433
654,450,5785
655,451,8438
656,451,3007
657,452,7417
658,453,1680
659,454,370
660,455,3516
661,456,2397
662,457,6830
663,458,2675
664,458,5049
665,459,6848
666,460,5474
667,460,5896
668,461,6880
669,462,2804
670,462,8805
671,464,5304
672,464,6353
673,464,7862
674,465,5000
675,466,4622
676,467,1610
677,467,4001
678,468,7437
679,468,6008
680,468,5583
681,469,3541
682,470,2803
683,471,983
684,473,165
685,474,4527
686,475,4880
687,477,6406
688,477,2157
689,477,2033
690,478,6655
691,478,6110
692,479,4783
693,480,4734
694,481,6049
695,482,7238
696,483,7815
697,483,3916
698,483,5678
699,484,2510
700,485,8770
701,486,3987
702,487,3086
703,488,1020
704,490,1213
705,490,6413
706,490,4367
707,491,2289
708,492,3180
709,493,4556
710,493,6232
711,494,294
712,495,3411
713,495,6283
714,496,2672
715,497,2808
716,498,6486
717,499,7415
718,500,1273
719,500,50
720,500,7786
721,501,7094
722,501,1228
723,502,4791
724,502,3548
725,502,1359
726,503,4627
727,503,6443
728,504,4726
729,505,5304
730,506,7101
731,507,565
732,508,5769
733,509,5681
734,509,1003
735,509,3416
736,510,832
737,510,7061
738,510,5152
739,511,7881
740,511,2131
741,511,5332
742,512,2320
743,512,3496
744,513,4407
745,513,8040
746,514,6662
747,514,5584
748,515,2827
749,515,4888
750,515,176
751,516,4495
752,516,7950
753,516,3560
754,517,8785
755,518,6530
756,519,7709
757,520,55
758,521,2050
759,521,5976
760,522,8231
761,523,8671
762,524,585
763,524,1359
764,526,4881
765,527,1210
766,527,8763
767,527,7277
768,528,5050
769,529,1781
770,530,7846
771,531,3769
772,532,3462
773,533,8944
774,534,4556
775,534,7881
776,535,452
777,535,30
778,535,638
779,536,3024
780,536,2588
781,537,5947
782,538,4380
783,539,7472
784,539,6163
785,539,4653
786,540,891
787,541,2634
788,542,5838
789,542,4974
790,542,219
791,543,5374
792,544,8142
793,545,7245
794,545,5873
795,546,8744
796,546,7343
797,547,7344
798,548,8032
799,548,1143
800,549,4604
801,550,5340
802,551,2275
803,551,4845
804,552,1723
805,553,7751
806,554,5471
807,555,2002
808,556,1116
809,557,3666
810,557,7199
811,558,2754
812,559,5109
813,560,8554
814,561,3800
815,562,7670
816,563,2448
817,564,6763
818,564,1926
819,565,8723
820,566,6283
821,567,8022
822,567,1837
823,568,3230
824,569,5711
825,570,4221
826,570,4448
827,571,8142
828,572,564
829,572,1677
830,572,559
831,573,7327
832,574,5778
833,575,7905
834,575,670
835,576,4076
836,577,6479
837,577,3965
838,578,5304
839,578,2213
840,579,1586
841,580,7441
842,581,6528
843,582,1977
844,583,3833
845,584,5293
846,584,4248
847,586,4078
848,587,3450
849,588,3235
850,588,6894
851,588,1818
852,589,2002
853,590,5500
854,591,1564
855,591,2926
856,592,8355
857,593,8518
858,594,5680
859,594,8159
860,596,6349
861,597,7750
862,598,5149
863,599,1877
864,600,5994
865,600,2183
866,601,3980
867,602,6994
868,603,958
869,603,1097
870,604,2065
871,605,8693
872,605,5176
873,605,999
874,606,455
875,608,7025
876,609,6774
877,610,3611
878,610,2264
879,611,5603
880,612,219
881,612,123
882,613,5705
883,614,117
884,615,1305
885,616,8569
886,616,5684
887,617,2177
888,618,6462
889,619,5516
890,620,5414
891,620,781
892,621,6489
893,622,81
894,622,1208
895,623,1268
896,624,3580
897,625,3378
898,626,3395
899,627,1095
900,628,119
901,628,2269
902,628,6247
903,629,8759
904,630,6632
905,631,6677
906,631,2118
907,632,4587
908,633,6782
909,634,617
910,634,8279
911,635,2743
912,636,7152
913,637,6876
914,638,2218
915,639,6221
916,640,8008
917,641,2663
918,642,5990
919,643,1753
920,644,6844
921,644,5789
922,645,7508
923,645,5543
924,646,3630
925,647,4971
926,647,5672
927,648,1540
928,649,1495
929,650,3843
930,650,1507
931,650,8828
932,651,6290
933,653,4989
934,654,6500
935,655,250
936,655,3007
937,655,3623
938,656,5479
939,658,7581
940,659,6681
941,659,1369
942,660,149
943,660,6693
944,660,2321
945,661,6544
946,662,8487
947,663,461
948,665,8272
949,666,2868
950,666,1244
951,667,2323
952,668,4184
953,670,6010
954,671,236
955,672,4406
956,672,4741
957,674,2221
958,675,6900
959,675,7618
960,675,2133
961,676,4077
962,676,7432
963,677,4220
964,677,1660
965,678,2842
966,679,160
967,680,6910
968,682,3192
969,682,5589
970,683,7574
971,684,1302
972,685,1860
973,686,1018
974,687,8843
975,688,840
976,689,6607
977,689,1799
978,690,525
979,691,2033
980,692,8922
981,693,7689
982,693,5692
983,693,375
984,694,3829
985,695,1893
986,696,7824
987,697,1734
988,698,7651
989,700,451
990,701,6756
991,702,7100
992,702,8624
993,703,7956
994,704,981
995,705,1897
996,706,5241
997,707,2971
998,708,7609
999,708,4046
1000,708,4595
1001,709,7453
1002,709,2748
1003,710,3302
1004,710,2629
1005,711,629
1006,712,8595
1007,712,4751
1008,713,5786
1009,714,4435
1010,714,3124
1011,715,416
1012,715,5522
1013,716,6289
1014,716,7878
1015,716,617
1016,717,8782
1017,718,7151
1018,719,8864
1019,719,8433
1020,719,2581
1021,720,5812
1022,721,6349
1023,722,4456
1024,722,4822
1025,722,397
1026,723,5257
1027,724,6441
1028,725,899
1029,725,3343
1030,726,3351
1031,727,7894
1032,728,5070
1033,728,2703
1034,728,5301
1035,730,1551
1036,730,2175
1037,731,3374
1038,731,6265
1039,732,7151
1040,732,7909
1041,733,7941
1042,734,4804
1043,735,524
1044,736,1289
1045,736,4442
1046,737,2926
1047,738,6879
1048,739,245
1049,740,461
1050,742,2923
1051,743,8535
1052,743,7805
1053,744,2630
1054,745,7243
1055,746,193
1056,746,243
1057,747,4970
1058,748,2736
1059,749,4419
1060,751,672
1061,752,5790
1062,753,2336
1063,753,5955
1064,754,7474
1065,754,4109
1066,755,4824
1067,756,4705
1068,757,7581
1069,758,6942
1070,758,3936
1071,759,2666
1072,759,403
1073,760,4352
1074,761,7736
1075,762,7137
1076,762,8294
1077,762,8126
1078,763,7557
1079,764,50
1080,765,8972
1081,766,4598
1082,767,1695
1083,767,6890
1084,768,3946
1085,769,7849
1086,770,1913
1087,771,8742
1088,772,4523
1089,772,3139
1090,773,4272
1091,774,271
1092,775,4217
1093,776,6342
1094,776,555
1095,777,3550
1096,778,4947
1097,779,6118
1098,779,2903
1099,780,8144
1100,781,3593
1101,782,4085
1102,783,6535
1103,783,4039
1104,783,8386
1105,785,8090
1106,786,6803
1107,786,1114
1108,786,182
1109,787,7089
1110,789,7898
1111,789,6264
1112,790,4283
1113,790,4450
1114,791,5941
1115,791,6249
1116,792,5509
1117,792,4022
1118,793,1679
1119,793,372
1120,794,4555
1121,795,2884
1122,795,4961
1123,796,5195
1124,797,5403
1125,797,8214
1126,797,6045
1127,798,6560
1128,799,5250
1129,800,8301
1130,801,1228
1131,802,5369
1132,803,4051
1133,803,1842
1134,803,6788
1135,804,2039
1136,805,1027
1137,805,1773
1138,807,2199
1139,807,2967
1140,807,6010
1141,808,7006
1142,808,5717
1143,809,6632
1144,809,8413
1145,811,1459
1146,811,5481
1147,812,1711
1148,812,1030
1149,813,1958
1150,814,7353
1151,814,5403
1152,815,6313
1153,816,3415
1154,817,222
1155,818,5896
1156,819,7321
1157,819,5537
1158,819,8865
1159,820,7699
1160,821,2485
1161,822,5530
1162,823,937
1163,825,7535
1164,826,1500
1165,826,6759
1166,826,5057
1167,827,4235
1168,827,1479
1169,828,1395
1170,828,7419
1171,829,8062
1172,830,5884
1173,831,2881
1174,832,6228
1175,832,498
1176,832,5628
1177,833,1889
1178,835,2422
1179,836,2650
1180,837,4505
1181,838,10
1182,839,2768
1183,840,8863
1184,841,767
1185,842,7105
1186,842,1442
1187,843,972
1188,845,8875
1189,846,1939
1190,847,7536
1191,847,7511
1192,848,5061
1193,848,5228
1194,850,3422
1195,850,6889
1196,851,8834
1197,851,8427
1198,852,3487
1199,852,5289
1200,853,2698
1201,853,2319
1202,854,4029
1203,855,3562
1204,856,5274
1205,856,8845
1206,857,8149
1207,857,3102
1208,857,5117
1209,858,5719
1210,859,50
1211,860,1789
1212,861,7882
1213,862,6736
1214,863,8831
1215,864,3530
1216,864,8969
1217,864,942
1218,865,5011
1219,866,8264
1220,867,3983
1221,867,2088
1222,867,8261
1223,868,2229
1224,869,8811
1225,870,6842
1226,871,3702
1227,871,5500
1228,872,7328
1229,873,6319
1230,874,355
1231,875,2071
1232,876,4227
1233,877,8167
1234,878,7063
1235,879,5867
1236,880,1263
1237,881,4406
1238,881,1397
1239,881,581
1240,882,3920
1241,882,6780
1242,883,8899
1243,884,1422
1244,884,1808
1245,885,609
1246,887,7889
1247,887,6490
1248,888,4630
1249,889,3428
1250,890,4788
1251,891,345
1252,892,1094
1253,893,7103
1254,894,30
1255,895,5180
1256,896,1378
1257,897,1946
1258,898,3744
1259,899,65
1260,901,339
1261,902,5824
1262,903,224
1263,904,3466
1264,905,7641
1265,906,308
1266,907,3718
1267,907,6002
1268,908,5040
1269,908,8434
1270,909,3697
1271,910,5602
1272,910,8093
1273,911,5460
1274,912,2239
1275,912,4092
1276,913,3584
1277,913,3001
1278,914,5054
1279,915,3460
1280,916,5246
1281,918,1725
1282,919,7109
1283,920,504
1284,921,6327
1285,923,4211
1286,924,7280
1287,925,1150
1288,925,2065
1289,926,5297
1290,926,1760
1291,927,5514
1292,928,8771
1293,928,2909
1294,929,1671
1295,929,5248
1296,929,5952
1297,930,2166
1298,932,2980
1299,933,993
1300,934,3650
1301,935,2330
1302,936,2787
1303,937,2660
1304,938,1182
1305,939,4342
1306,939,714
1307,939,1038
1308,940,4741
1309,940,6721
1310,941,4749
1311,942,4966
1312,942,3752
1313,943,2943
1314,944,6763
1315,946,5690
1316,946,2051
1317,947,7501
1318,948,4054
1319,949,2940
1320,949,7920
1321,950,1503
1322,951,422
1323,951,1972
1324,952,4138
1325,953,1747
1326,953,8921
1327,954,8595
1328,955,3566
1329,956,3616
1330,956,6682
1331,957,8432
1332,958,8954
1333,959,3941
1334,960,5220
1335,961,2246
1336,961,6782
1337,962,5500
1338,963,3000
1339,963,6986
1340,964,1848
1341,965,5976
1342,966,8003
1343,967,7236
1344,968,7285
1345,969,5945
1346,970,8791
1347,970,2197
1348,971,2622
1349,971,38
1350,972,5196
1351,973,1496
1352,974,5578
1353,974,6766
1354,975,948
1355,975,1568
1356,976,4641
1357,977,7148
1358,978,2706
1359,979,387
1360,980,2557
1361,980,4341
1362,981,2413
1363,982,6444
1364,983,8906
1365,983,2961
1366,983,5605
1367,984,2813
1368,984,7013
1369,985,4508
1370,986,910
1371,987,8396
1372,987,4408
1373,988,4677
1374,988,8873
1375,989,5160
1376,990,5513
1377,991,277
1378,992,3556
1379,993,4373
1380,994,8177
1381,995,2783
1382,996,989
1383,997,905
1384,998,8140
1385,999,8101
1386,1000,5147
1387,1000,8381
1388,1001,1105
1389,1002,8063
1390,1002,7768
1391,1002,7137
1392,1003,897
1393,1003,5491
1394,1004,84
1395,1005,1336
1396,1006,8027
1397,1007,6196
1398,1008,8748
1399,1009,4537
1400,1009,2766
1401,1010,6050
1402,1010,1385
1403,1011,3120
1404,1012,1888
1405,1013,4402
1406,1014,7473
1407,1014,8906
1408,1014,3261
1409,1015,7176
1410,1017,6894
1411,1017,1997
1412,1017,1361
1413,1018,95
1414,1019,1985
1415,1020,8810
1416,1021,8588
1417,1022,7711
1418,1024,2674
1419,1024,8858
1420,1025,7204
1421,1025,8391
1422,1026,5490
1423,1027,1449
1424,1028,1926
1425,1029,8191
1426,1030,7659
1427,1031,1529
1428,1031,5357
1429,1031,4254
1430,1032,1059
1431,1033,5710
1432,1034,6284
1433,1035,7793
1434,1036,1281
1435,1036,3012
1436,1037,3524
1437,1038,6831
1438,1038,2849
1439,1039,5476
1440,1039,2897
1441,1039,7572
1442,1040,4597
1443,1041,1979
1444,1041,2542
1445,1042,7677
1446,1042,3868
1447,1043,8395
1448,1043,7584
1449,1043,6834
1450,1045,2927
1451,1046,7287
1452,1046,5333
1453,1047,4501
1454,1048,7951
1455,1049,6669
1456,1050,7579
1457,1051,5378
1458,1051,7999
1459,1053,7409
1460,1054,71
1461,1055,2612
1462,1056,4575
1463,1057,4576
1464,1058,278
1465,1059,8212
1466,1060,1600
1467,1060,8833
1468,1061,4722
1469,1062,4107
1470,1063,4009
1471,1063,5038
1472,1064,5999
1473,1064,3377
1474,1065,4274
1475,1066,8791
1476,1066,7821
1477,1066,1210
1478,1067,6248
1479,1067,356
1480,1068,8929
1481,1069,5828
1482,1070,1969
1483,1070,1633
1484,1071,7158
1485,1071,1190
1486,1072,7573
1487,1072,860
1488,1073,3656
1489,1074,3381
1490,1075,4854
1491,1075,77
1492,1076,7431
1493,1076,4959
1494,1077,1126
1495,1077,7974
1496,1078,5964
1497,1079,2437
1498,1079,5578
1499,1080,2785
1500,1081,8317
1501,1082,2804
1502,1084,6272
1503,1085,2435
1504,1086,8044
1505,1087,5755
1506,1087,1464
1507,1088,5078
1508,1088,3734
1509,1089,5987
1510,1089,981
1511,1089,3462
1512,1090,1657
1513,1091,7164
1514,1092,7876
1515,1093,8776
1516,1094,1222
1517,1095,5691
1518,1097,573
1519,1098,8654
1520,1099,2648
1521,1100,7736
1522,1100,1220
1523,1101,4079
1524,1102,8426
1525,1103,2421
1526,1104,2353
1527,1105,3774
1528,1106,3135
1529,1107,3180
1530,1107,41
1531,1108,24
1532,1109,5615
1533,1109,3040
1534,1110,4172
1535,1110,7692
1536,1111,2617
1537,1112,4015
1538,1113,178
1539,1113,2395
1540,1114,5886
1541,1114,7931
1542,1114,3232
1543,1115,8580
1544,1115,6410
1545,1116,4635
1546,1116,3717
1547,1117,4153
1548,1118,52
1549,1118,3356
1550,1118,6861
1551,1119,1702
1552,1120,2460
1553,1121,3408
1554,1122,8255
1555,1123,6330
1556,1123,3668
1557,1124,7240
1558,1125,1201
1559,1126,5127
1560,1127,2702
1561,1128,7792
1562,1128,8929
1563,1129,7693
1564,1129,5003
1565,1130,1237
1566,1130,5562
1567,1131,4037
1568,1132,143
1569,1132,6092
1570,1133,2556
1571,1133,322
1572,1134,1664
1573,1136,4552
1574,1137,3449
1575,1137,5333
1576,1137,5075
1577,1138,3146
1578,1139,6591
1579,1140,7338
1580,1141,897
1581,1142,7191
1582,1143,6854
1583,1145,654
1584,1146,5791
1585,1147,8695
1586,1148,5721
1587,1149,6686
1588,1149,4511
1589,1150,5586
1590,1151,8657
1591,1151,3153
1592,1152,358
1593,1153,7526
1594,1154,7647
1595,1154,363
1596,1154,2403
1597,1155,1005
1598,1155,2384
1599,1155,3822
1600,1156,6772
1601,1157,4444
1602,1157,2079
1603,1158,7363
1604,1158,2760
1605,1159,6423
1606,1159,5261
1607,1160,7242
1608,1160,5
1609,1161,1316
1610,1161,1208
1611,1162,1816
1612,1163,5256
1613,1163,4309
1614,1164,664
1615,1164,7537
1616,1165,6363
1617,1166,8294
1618,1167,7082
1619,1167,3201
1620,1168,6748
1621,1169,2610
1622,1170,6532
1623,1171,8254
1624,1172,8068
1625,1173,8864
1626,1173,1257
1627,1173,2443
1628,1174,228
1629,1174,8078
1630,1174,7140
1631,1175,5023
1632,1176,2641
1633,1177,7202
1634,1177,4769
1635,1178,1839
1636,1178,6164
1637,1179,7959
1638,1181,6332
1639,1182,8040
1640,1183,1081
1641,1183,2753
1642,1184,4303
1643,1185,6045
1644,1186,2009
1645,1186,1860
1646,1187,7788
1647,1187,7697
1648,1188,6793
1649,1189,142
1650,1189,7251
1651,1190,4956
1652,1191,5832
1653,1192,3298
1654,1193,7976
1655,1193,2475
1656,1194,8632
1657,1195,7967
1658,1196,7950
1659,1196,2424
1660,1196,4225
1661,1197,7408
1662,1198,8469
1663,1199,1864
1664,1201,3475
1665,1202,1808
1666,1202,1136
1667,1203,6241
1668,1204,6369
1669,1204,6981
1670,1205,741
1671,1205,3513
1672,1206,4203
1673,1206,950
1674,1206,772
1675,1207,4751
1676,1207,7300
1677,1208,7372
1678,1209,6122
1679,1210,8084
1680,1211,3193
1681,1212,1378
1682,1213,1044
1683,1213,4605
1684,1213,1742
1685,1214,4042
1686,1215,2008
1687,1216,749
1688,1217,3529
1689,1217,6102
1690,1218,3407
1691,1219,3025
1692,1219,5436
1693,1220,3140
1694,1221,4042
1695,1222,625
1696,1223,5400
1697,1224,488
1698,1225,641
1699,1226,2896
1700,1227,4614
1701,1228,1789
1702,1229,1557
1703,1230,2283
1704,1231,439
1705,1231,172
1706,1232,437
1707,1232,8430
1708,1233,8188
1709,1233,2426
1710,1234,970
1711,1234,2294
1712,1235,8174
1713,1236,3623
1714,1236,1967
1715,1237,6226
1716,1237,4360
1717,1238,5763
1718,1239,8340
1719,1240,5909
1720,1241,4655
1721,1241,8836
1722,1241,3792
1723,1242,5780
1724,1242,2610
1725,1243,276
1726,1244,5568
1727,1245,5212
1728,1245,6127
1729,1246,5590
1730,1247,6213
1731,1249,7523
1732,1249,388
1733,1250,5453
1734,1251,3926
1735,1251,12
1736,1252,1300
1737,1253,3114
1738,1254,4299
1739,1255,4588
1740,1255,2518
1741,1256,3789
1742,1257,4034
1743,1257,3126
1744,1257,8767
1745,1258,4041
1746,1259,7202
1747,1260,6029
1748,1260,8656
1749,1261,5293
1750,1262,8950
1751,1263,6059
1752,1264,7967
1753,1265,3609
1754,1266,808
1755,1266,967
1756,1267,1332
1757,1268,8930
1758,1269,5642
1759,1270,7516
1760,1271,8897
1761,1271,3685
1762,1271,6415
1763,1272,4535
1764,1272,5607
1765,1272,6886
1766,1273,7908
1767,1274,8069
1768,1275,6783
1769,1275,5176
1770,1275,7300
1771,1276,4215
1772,1277,3679
1773,1277,5668
1774,1278,6901
1775,1278,8037
1776,1279,7186
1777,1280,1280
1778,1282,8636
1779,1283,1912
1780,1284,2845
1781,1284,5180
1782,1285,2629
1783,1286,8465
1784,1287,7037
1785,1288,4891
1786,1289,8317
1787,1290,7748
1788,1291,2727
1789,1292,5111
1790,1293,4734
1791,1293,4023
1792,1294,3117
1793,1295,681
1794,1296,5776
1795,1296,7281
1796,1296,2314
1797,1297,8100
1798,1297,4438
1799,1298,2534
1800,1299,2928
1801,1300,6200
1802,1301,8680
1803,1301,2450
1804,1302,3570
1805,1303,2379
1806,1304,4510
1807,1304,2396
1808,1305,978
1809,1305,1909
1810,1306,5574
1811,1306,8875
1812,1306,3104
1813,1307,1671
1814,1307,5473
1815,1308,3132
1816,1309,5093
1817,1309,6885
1818,1310,8822
1819,1311,4513
1820,1312,7878
1821,1313,7874
1822,1313,8311
1823,1314,5512
1824,1314,1246
1825,1315,1090
1826,1316,8415
1827,1317,4993
1828,1317,301
1829,1317,4768
1830,1318,1966
1831,1318,1165
1832,1319,7716
1833,1319,7682
1834,1320,912
1835,1322,2442
1836,1322,1899
1837,1323,1295
