unit_id,type,status,price,location,floor_number,transaction_id,customer_id,portfolio_id,project_id
142,Studio,Sold,784979.1,Markshire,1,1942.0,2034.0,,166
143,Studio,Sold,168906.95,East Robert,7,3118.0,5005.0,326.0,95
144,Commercial,Under Construction,1873488.3,South Kenneth,3,,,221.0,12
145,Villa,Reserved,1877928.98,West Sarah,2,,,186.0,73
146,Commercial,Reserved,1693278.06,Youngland,13,,,271.0,110
147,Apartment,Under Construction,1626902.78,Lake Brett,20,,,385.0,122
148,Studio,Available,647106.97,Mcculloughchester,19,,,309.0,33
149,Commercial,Available,104745.09,Jennifertown,7,,,113.0,133
150,Villa,Reserved,2031352.72,South Sarahview,15,,,333.0,145
151,Apartment,Available,1253289.41,Scottmouth,9,5446.0,5983.0,231.0,94
152,Apartment,Available,801753.42,South Kennethmouth,13,526.0,5944.0,210.0,92
153,Studio,Sold,299733.17,South Davidstad,12,4085.0,2205.0,332.0,168
154,Apartment,Reserved,203667.9,Adamsville,13,2266.0,3094.0,203.0,103
155,Studio,Available,904723.47,Rachelton,20,3880.0,2154.0,242.0,50
156,Studio,Available,2021605.81,South Heathershire,6,3224.0,148.0,243.0,64
157,Commercial,Under Construction,2300873.19,East Tinachester,0,,,177.0,5
158,Apartment,Reserved,2247040.84,Port Jacqueline,2,5395.0,7505.0,31.0,14
159,Apartment,Under Construction,2304002.05,Holtport,1,1228.0,6969.0,400.0,100
160,Apartment,Under Construction,2273927.09,Arnoldland,19,,,204.0,43
161,Commercial,Under Construction,1341700.64,Wendyborough,0,,,148.0,70
162,Studio,Sold,587568.31,Port Edward,0,,,109.0,128
163,Apartment,Available,2005214.13,Paultown,2,502.0,886.0,206.0,10
164,Apartment,Under Construction,573596.79,New Cassandra,5,,,11.0,108
165,Apartment,Under Construction,704657.83,East Lisa,17,997.0,4764.0,248.0,155
166,Apartment,Available,621473.09,Thompsonborough,9,,,386.0,2
167,Commercial,Sold,1311706.89,Kathrynburgh,8,3349.0,5523.0,310.0,164
168,Studio,Available,838477.4,Bradberg,15,293.0,5783.0,258.0,161
169,Studio,Sold,427682.32,New Lisa,4,,,84.0,38
170,Villa,Available,1160274.86,New Keith,15,5119.0,816.0,263.0,84
171,Villa,Reserved,2191072.74,North Melissafort,18,,,395.0,68
172,Villa,Under Construction,1447854.49,Roytown,1,3442.0,2693.0,,165
173,Studio,Reserved,2201922.23,East Chelseaville,2,2808.0,3422.0,166.0,123
174,Villa,Available,529886.85,Lake Susanshire,9,,,386.0,109
175,Studio,Reserved,459085.99,North Benjaminport,15,,,306.0,145
176,Villa,Under Construction,1460163.96,Charlesberg,3,,,152.0,164
177,Villa,Under Construction,1185155.81,Robertoland,17,,,98.0,97
178,Apartment,Reserved,1667422.97,Rodriguezton,10,,,,67
179,Studio,Reserved,1996835.64,Lindsaychester,14,,,,163
180,Villa,Under Construction,1890702.87,New Mikeville,10,770.0,6582.0,182.0,49
181,Villa,Under Construction,2358539.88,Port Annaside,2,,,,27
182,Villa,Reserved,1025728.2,Juliaview,10,6242.0,1386.0,380.0,134
183,Apartment,Available,555647.52,New David,13,,,,108
184,Studio,Sold,1399735.97,New Carl,11,6101.0,7387.0,299.0,95
185,Studio,Sold,321320.64,Lake Amyview,14,,,100.0,36
186,Commercial,Reserved,757685.25,Olsonstad,19,2463.0,813.0,13.0,8
187,Studio,Reserved,559325.74,New Andrew,0,,,234.0,83
188,Studio,Sold,1021581.11,Timothyborough,20,,,,150
189,Studio,Reserved,322480.61,New Jessica,18,,,5.0,30
190,Commercial,Sold,128012.27,Lake Monique,0,,,263.0,177
191,Commercial,Under Construction,1659145.31,West Allisonstad,4,,,245.0,179
192,Villa,Sold,1545110.0,New Omarshire,17,,,107.0,30
193,Villa,Reserved,1785479.39,Garciaberg,18,,,236.0,86
194,Commercial,Sold,1667946.78,Schmidtmouth,19,,,,46
195,Villa,Reserved,330021.97,Haasville,9,,,147.0,74
196,Apartment,Under Construction,763143.26,West Juliaborough,10,5072.0,5108.0,265.0,125
197,Villa,Sold,367340.19,New Jasonhaven,4,,,82.0,93
198,Commercial,Available,2115282.39,Harrisonport,16,248.0,3978.0,223.0,31
199,Commercial,Reserved,1879913.96,Carrfurt,6,,,223.0,83
200,Commercial,Sold,543741.16,North Veronicamouth,17,,,7.0,110
201,Apartment,Under Construction,886207.64,Port Tyler,18,4256.0,7830.0,165.0,97
202,Studio,Available,2418206.73,Brianmouth,7,,,,12
203,Villa,Sold,1505690.43,New Michael,20,4772.0,7349.0,350.0,41
204,Villa,Reserved,2012831.21,New Dustin,11,,,314.0,173
205,Commercial,Sold,698248.04,Erinland,20,,,20.0,58
206,Studio,Available,564629.65,West Steven,3,,,202.0,85
207,Commercial,Reserved,1970596.48,West Thomasberg,16,,,66.0,96
208,Commercial,Available,1730387.52,Lake Susanhaven,11,,,48.0,137
209,Commercial,Available,1718395.93,New Francisco,0,3790.0,227.0,351.0,20
210,Apartment,Available,1403954.73,Greenton,7,,,,51
211,Villa,Under Construction,1430766.94,Lake Bianca,7,803.0,2195.0,171.0,163
212,Commercial,Sold,1852458.89,Port James,13,5116.0,7314.0,90.0,141
213,Apartment,Sold,711506.08,West Nicholas,19,,,,173
214,Studio,Reserved,914282.74,South Joshua,17,,,302.0,165
215,Commercial,Available,2185510.09,Kellyborough,14,4130.0,1662.0,,76
216,Commercial,Available,806719.74,South Traciburgh,2,,,310.0,43
217,Commercial,Sold,1388458.45,New Pamelaside,3,,,,54
218,Villa,Under Construction,1771466.69,Lake Anthony,0,,,1.0,176
219,Studio,Reserved,2499815.83,West Tonyfort,17,,,128.0,109
220,Villa,Available,1116463.76,Traceytown,14,,,81.0,157
221,Villa,Reserved,1098827.55,Port David,17,1065.0,6030.0,,105
222,Studio,Sold,2114341.53,Lake Cynthiatown,10,1314.0,2962.0,382.0,117
223,Commercial,Sold,2023482.62,Kellyburgh,4,,,281.0,94
224,Villa,Reserved,1841135.91,Jenniferfort,4,,,184.0,68
225,Apartment,Sold,1184912.61,Greentown,9,,,,85
226,Villa,Reserved,843650.84,Josephmouth,11,2892.0,3801.0,,144
227,Studio,Available,1541389.68,Ramirezport,19,6830.0,45.0,165.0,60
228,Villa,Reserved,2196747.07,Kristyshire,20,3146.0,866.0,400.0,146
229,Apartment,Reserved,2215254.77,Brandimouth,8,557.0,16.0,175.0,96
230,Commercial,Available,315820.95,North Cynthiamouth,1,1114.0,2924.0,387.0,46
231,Apartment,Sold,1099458.2,West Kennethborough,19,1784.0,2213.0,153.0,167
232,Villa,Sold,1188568.79,Alexandertown,6,,,335.0,44
233,Studio,Reserved,2445157.65,Brianfort,10,,,192.0,114
234,Apartment,Under Construction,1711095.14,Haneychester,17,3827.0,6263.0,149.0,167
235,Commercial,Reserved,1047753.72,North Davidport,9,,,,115
236,Commercial,Available,113841.82,Rossstad,15,,,,1
237,Studio,Sold,1435193.64,Alexandriashire,7,,,52.0,166
238,Studio,Available,285386.14,South Erin,2,,,,45
239,Apartment,Reserved,2094402.4,Lake Christopherhaven,8,,,154.0,174
240,Commercial,Sold,1893670.72,West Ashleymouth,11,829.0,3625.0,269.0,43
241,Studio,Under Construction,1178247.44,North Tracyborough,12,,,72.0,132
242,Studio,Reserved,1101566.41,Dayburgh,0,,,90.0,99
243,Apartment,Reserved,2248480.47,Pricefurt,7,,,94.0,169
244,Studio,Available,756722.96,West Charleston,17,2268.0,3297.0,190.0,37
245,Apartment,Reserved,660098.91,North Heatherville,9,,,318.0,17
246,Studio,Available,2351033.71,New Roger,9,,,69.0,116
247,Villa,Reserved,2032652.3,Stewartshire,5,,,372.0,95
248,Apartment,Sold,2060532.7,Port Johnberg,4,5360.0,7208.0,12.0,39
249,Commercial,Reserved,528224.84,Juantown,17,,,21.0,146
250,Commercial,Sold,401075.18,East Katrinabury,6,3475.0,2015.0,288.0,163
251,Apartment,Under Construction,113772.4,Markville,12,,,17.0,10
252,Commercial,Under Construction,630751.7,Port Heather,6,,,,14
253,Commercial,Under Construction,1946766.7,New Ernest,20,,,17.0,133
254,Villa,Reserved,638094.13,South Kimberlyfurt,17,,,266.0,89
255,Studio,Under Construction,1836303.04,Port Katherineborough,19,6816.0,3374.0,368.0,149
256,Villa,Available,667175.25,Lake Jamesberg,8,,,270.0,114
257,Villa,Sold,1018466.62,Jenniferport,17,,,219.0,138
258,Apartment,Reserved,2458747.61,East Alexis,3,,,116.0,89
259,Villa,Reserved,649788.74,Munozport,12,5482.0,478.0,383.0,150
260,Apartment,Reserved,972108.04,Michaelstad,17,,,54.0,13
261,Villa,Under Construction,787663.59,Lopezborough,4,,,204.0,24
262,Commercial,Available,318581.22,Bartonchester,1,,,290.0,72
263,Villa,Available,1250240.65,Charlesberg,2,2996.0,1859.0,156.0,107
264,Studio,Reserved,977792.13,West Alyssatown,14,4176.0,4049.0,70.0,140
265,Villa,Available,1752473.36,Port Jerryhaven,4,,,265.0,50
266,Commercial,Under Construction,2053106.64,Armstrongport,12,853.0,2713.0,341.0,74
267,Studio,Under Construction,1383411.8,Hartview,2,,,137.0,71
268,Apartment,Available,128881.23,Laneborough,9,,,248.0,28
269,Apartment,Under Construction,1566359.77,Brownmouth,6,4703.0,2699.0,160.0,168
270,Apartment,Available,185707.29,North Meghan,6,,,74.0,49
271,Apartment,Sold,1560072.99,East Brenda,2,,,161.0,83
272,Apartment,Under Construction,1728323.38,Port Rhonda,7,,,309.0,106
273,Commercial,Available,534530.69,North Denise,15,5445.0,4859.0,250.0,158
274,Commercial,Under Construction,2057398.06,Hillville,9,,,14.0,30
275,Villa,Reserved,2282158.57,Palmerstad,18,6497.0,2990.0,,100
276,Commercial,Under Construction,2042063.06,Evanmouth,4,2093.0,3948.0,118.0,69
277,Apartment,Sold,797517.52,Jonathanfort,15,,,316.0,174
278,Apartment,Under Construction,1487275.38,Juliehaven,17,4715.0,602.0,112.0,110
279,Villa,Under Construction,2291297.12,South Jordan,10,,,357.0,144
280,Apartment,Sold,835628.58,Jamesview,15,2506.0,2136.0,217.0,32
281,Studio,Under Construction,2059068.16,West Tamaraside,11,5589.0,256.0,56.0,102
282,Apartment,Available,73214.07,Lauratown,11,,,177.0,102
283,Villa,Sold,58934.42,West Dominiquemouth,15,,,350.0,128
284,Studio,Reserved,1911293.57,North Juliebury,15,,,92.0,51
285,Apartment,Reserved,1915546.58,New Reginaldside,5,,,284.0,15
286,Commercial,Reserved,1982994.11,Angelashire,17,,,270.0,3
287,Villa,Reserved,2328565.75,Stephanieton,16,,,299.0,159
288,Commercial,Reserved,338870.46,Rubenfurt,14,,,30.0,147
289,Commercial,Under Construction,618363.21,Port Susanland,10,,,298.0,176
290,Studio,Reserved,2264126.05,Port Bryanstad,11,,,,73
291,Villa,Available,484228.68,South Claytonside,4,6449.0,2017.0,49.0,46
292,Apartment,Reserved,1721461.71,South Steve,5,5266.0,1857.0,389.0,145
293,Studio,Available,1349634.35,New Tammy,11,,,,175
294,Studio,Reserved,253824.51,Yangmouth,17,,,128.0,83
295,Villa,Available,748895.97,Troyshire,8,3952.0,7341.0,45.0,118
296,Studio,Sold,1324911.93,Lake Michael,8,6602.0,4867.0,234.0,52
297,Apartment,Available,2138257.79,New Sabrinaville,12,2373.0,4391.0,202.0,151
298,Commercial,Under Construction,1783469.3,Wattsside,4,4033.0,5095.0,,135
299,Villa,Available,1573613.75,New Monique,0,1045.0,7326.0,220.0,56
300,Villa,Sold,1265280.58,Jarvisstad,16,,,27.0,121
301,Studio,Under Construction,781775.76,New Randall,0,4924.0,1636.0,364.0,46
302,Commercial,Sold,342150.03,New Shaunmouth,2,,,299.0,103
303,Apartment,Reserved,1052236.28,West Duane,14,,,114.0,126
304,Commercial,Reserved,119870.31,New Anne,7,,,304.0,32
305,Commercial,Under Construction,567086.93,Martinshire,20,,,50.0,156
306,Apartment,Reserved,1109584.27,New Deborahville,7,,,46.0,101
307,Villa,Sold,1075582.7,Port Josephchester,18,,,143.0,138
308,Commercial,Available,158523.81,Ronaldside,18,,,30.0,54
309,Villa,Available,1493197.38,New Samantha,20,1701.0,7091.0,,14
310,Apartment,Reserved,1396726.43,Gabrielabury,17,,,92.0,65
311,Commercial,Reserved,241355.54,South Jeffreyhaven,16,,,214.0,149
312,Studio,Sold,2360749.48,North Dylan,6,6710.0,6819.0,213.0,117
313,Villa,Available,293487.81,North Stephenberg,4,,,,140
314,Commercial,Sold,2144343.67,Reynoldsstad,20,,,,84
315,Villa,Under Construction,50758.84,Tapiamouth,3,,,,137
316,Villa,Sold,2211588.68,South Pamela,16,,,127.0,180
317,Villa,Available,98313.34,Annafurt,2,,,81.0,121
318,Villa,Available,1906639.48,West Latasha,9,,,237.0,130
319,Apartment,Available,936142.49,Suzanneburgh,6,,,,105
320,Studio,Under Construction,1858631.16,Petersburgh,20,4564.0,5247.0,215.0,176
321,Commercial,Under Construction,1034275.75,Heatherton,3,3053.0,2590.0,212.0,155
322,Commercial,Sold,223724.41,Greenside,0,,,112.0,41
323,Apartment,Sold,1930391.4,Port Debra,4,6846.0,6892.0,142.0,108
324,Commercial,Under Construction,224569.08,Lake Joseph,12,,,160.0,54
325,Studio,Available,2309195.07,Nancyside,5,559.0,388.0,38.0,117
326,Apartment,Under Construction,174886.39,Osbornshire,11,,,41.0,151
327,Villa,Reserved,1224346.93,Antoniohaven,1,,,127.0,125
328,Apartment,Reserved,1821434.36,South Stacie,15,,,23.0,34
329,Apartment,Available,1013453.84,Annetteville,18,,,286.0,57
330,Villa,Reserved,582222.01,Carpenterside,3,6950.0,3438.0,162.0,72
331,Villa,Reserved,1909772.86,West Dan,13,,,43.0,165
332,Apartment,Available,1971522.03,New Margaretview,3,,,,122
333,Villa,Under Construction,2310602.71,Port Amy,5,1829.0,2913.0,309.0,71
334,Studio,Available,971604.52,Lake Lisastad,19,,,22.0,13
335,Commercial,Sold,1290316.75,Harrisland,4,613.0,2124.0,171.0,73
336,Commercial,Sold,939664.68,South Dannyfurt,13,3337.0,628.0,208.0,108
337,Studio,Available,679850.46,Walkerland,11,,,56.0,161
338,Villa,Available,1890030.76,Lake Charlotteport,4,2932.0,769.0,235.0,134
339,Apartment,Available,882147.02,Port Lauraside,12,,,226.0,163
340,Apartment,Reserved,1098966.13,Coleside,2,,,139.0,95
341,Villa,Sold,1039000.46,Lisaville,9,,,185.0,113
342,Commercial,Reserved,1796020.0,Nathanfort,20,5126.0,1936.0,148.0,73
343,Apartment,Sold,2298599.28,Lake Ashlee,7,,,105.0,167
344,Apartment,Available,1683552.35,West Shane,10,,,70.0,99
345,Studio,Available,1205377.36,Sarahfurt,19,,,163.0,104
346,Apartment,Under Construction,1959052.53,North Normaborough,11,,,,64
347,Commercial,Sold,1620379.74,Smithshire,19,,,190.0,88
348,Villa,Sold,198495.37,Novaktown,18,,,394.0,60
349,Studio,Reserved,284375.79,Carterhaven,15,,,,156
350,Studio,Sold,142896.51,Port Anthonymouth,7,,,54.0,167
351,Apartment,Sold,1169200.0,New Mary,7,,,329.0,128
352,Apartment,Sold,2073340.91,Port Robert,14,,,,112
353,Apartment,Under Construction,817053.76,Coreystad,3,,,275.0,120
354,Apartment,Available,991192.45,Danielport,17,,,365.0,122
355,Commercial,Under Construction,2278218.92,Lake Sarah,20,,,279.0,17
356,Studio,Available,2100413.44,Richardmouth,1,,,225.0,52
357,Villa,Reserved,1679367.88,East Courtney,4,2791.0,4428.0,129.0,125
358,Villa,Available,703669.27,Adkinsfurt,20,,,349.0,71
359,Studio,Sold,336751.63,West Amy,20,,,383.0,132
360,Apartment,Sold,89344.12,Perryside,14,,,324.0,118
361,Studio,Under Construction,312176.15,Scottborough,14,,,384.0,103
362,Villa,Under Construction,766861.29,Blackwellfort,8,,,,68
363,Commercial,Available,1401885.66,Kellyton,14,,,228.0,60
364,Commercial,Available,206800.2,Emilybury,1,92.0,1675.0,385.0,129
365,Villa,Available,383758.06,Jonesborough,12,,,122.0,28
366,Villa,Reserved,493647.72,Rebeccaborough,9,6159.0,5341.0,100.0,64
367,Apartment,Sold,1598356.13,Port David,18,1407.0,1043.0,23.0,9
368,Villa,Under Construction,1558685.01,Andrewland,0,1219.0,6639.0,204.0,157
369,Commercial,Sold,1399376.03,Barryfort,13,,,239.0,160
370,Villa,Available,663728.49,North Jasontown,0,1217.0,1775.0,223.0,51
371,Villa,Available,959243.24,Lake Isaacchester,4,4447.0,4525.0,289.0,83
372,Villa,Reserved,286889.81,West Annetteshire,3,3189.0,7195.0,363.0,36
373,Commercial,Available,604828.48,Reginafurt,0,,,89.0,136
374,Villa,Reserved,2249377.8,Rangelburgh,14,,,343.0,152
375,Villa,Available,2450244.78,East Markbury,5,,,245.0,7
376,Apartment,Reserved,1636765.98,Lake Catherine,10,,,233.0,156
377,Villa,Under Construction,2296217.07,East Patrick,19,4572.0,7618.0,29.0,5
378,Commercial,Sold,1624717.66,North Katherinemouth,10,4515.0,5092.0,18.0,175
379,Commercial,Reserved,131331.39,South Chadfurt,10,4308.0,5634.0,30.0,179
380,Villa,Under Construction,2492068.33,North Wendyport,17,2184.0,2689.0,,20
381,Studio,Under Construction,292433.14,Karenmouth,9,296.0,496.0,372.0,138
382,Studio,Sold,1722472.41,Jacobsonfurt,3,5311.0,5544.0,,106
383,Villa,Under Construction,669448.7,Isaacland,19,2160.0,4298.0,199.0,62
384,Studio,Under Construction,1010353.73,New Angelaborough,7,2592.0,4366.0,329.0,78
385,Studio,Available,1632538.75,Port Traceyburgh,6,4576.0,1029.0,313.0,85
386,Commercial,Under Construction,1119394.01,Robertburgh,2,,,3.0,60
387,Villa,Sold,663837.84,New Sherimouth,1,,,361.0,95
388,Apartment,Under Construction,869393.16,Hopkinsmouth,6,,,326.0,173
