transaction_id,name,transaction_date,amount,tax,discount_amount,payment_status,transaction_type,customer_id,payment_method_number,employee_id
26,TXN-26-OAK,2024-12-26,1547722.02,154772.2,77386.1,Failed,Rent,3626,93,300.0
27,TXN-27-HEZ,2023-07-04,586160.05,29308.0,29308.0,Failed,Rent,6679,271,178.0
28,TXN-28-UQX,2023-11-16,4929320.49,492932.05,147879.61,Paid,Rent,4124,42,199.0
29,TXN-29-KOJ,2025-01-13,1544545.98,0.0,46336.38,Refunded,Rent,1964,47,258.0
30,TXN-30-CFE,2024-08-01,653359.09,65335.91,19600.77,Failed,Refund,2173,228,149.0
31,TXN-31-FPI,2024-02-20,997013.4,49850.67,9970.13,Paid,Deposit,4874,338,87.0
32,TXN-32-OPT,2025-01-18,2939340.74,0.0,0.0,Paid,Sale,3186,33,117.0
33,TXN-33-WUC,2023-05-25,322089.53,0.0,9662.69,Refunded,Refund,1717,339,155.0
34,TXN-34-KRR,2023-02-14,4312445.78,215622.29,43124.46,Refunded,Refund,6,307,297.0
35,TXN-35-SQF,2022-06-22,4807575.4,0.0,240378.77,Paid,Sale,2127,452,138.0
36,TXN-36-VJA,2023-03-31,1235243.61,123524.36,0.0,Failed,Sale,3491,84,92.0
37,TXN-37-MXT,2024-12-12,2251576.15,0.0,67547.28,Failed,Refund,6182,244,369.0
38,TXN-38-UCQ,2022-10-21,112627.99,5631.4,0.0,Paid,Deposit,5818,515,361.0
39,TXN-39-JFU,2024-04-11,3204269.7,320426.97,32042.7,Pending,Deposit,1005,322,263.0
40,TXN-40-XGB,2023-07-06,2070802.44,0.0,0.0,Paid,Rent,1074,557,209.0
41,TXN-41-BOL,2025-05-30,1351752.21,67587.61,0.0,Pending,Deposit,4224,322,158.0
42,TXN-42-PMV,2022-08-26,1035771.88,51788.59,0.0,Paid,Sale,6435,494,95.0
43,TXN-43-KVV,2023-03-06,3270807.34,0.0,0.0,Paid,Deposit,1511,302,178.0
44,TXN-44-LEX,2024-12-13,2082252.72,104112.64,62467.58,Paid,Rent,4579,57,194.0
45,TXN-45-PGZ,2025-09-21,899937.13,125991.2,0.0,Failed,Deposit,7483,411,317.0
46,TXN-46-HLW,2025-06-04,3446167.19,344616.72,172308.36,Refunded,Sale,990,590,45.0
47,TXN-47-WML,2022-03-18,2826231.27,0.0,0.0,Refunded,Sale,4110,444,335.0
48,TXN-48-LQM,2023-11-05,4293642.93,601110.01,42936.43,Pending,Rent,4394,12,325.0
49,TXN-49-CNU,2024-08-01,589144.54,82480.24,0.0,Refunded,Sale,6154,572,363.0
50,TXN-50-YBK,2024-03-17,3928761.68,392876.17,39287.62,Pending,Rent,4917,433,39.0
51,TXN-51-CJZ,2024-01-03,3368236.9,471553.17,33682.37,Pending,Sale,609,200,140.0
52,TXN-52-TEQ,2023-07-22,576824.66,28841.23,5768.25,Refunded,Sale,4609,272,18.0
53,TXN-53-BHX,2021-11-24,3474714.01,486459.96,104241.42,Refunded,Rent,7665,483,250.0
54,TXN-54-FVA,2025-07-31,2208853.35,110442.67,110442.67,Refunded,Sale,5869,460,127.0
55,TXN-55-SJL,2025-08-03,4725033.96,472503.4,0.0,Pending,Sale,560,186,209.0
56,TXN-56-RYQ,2024-07-12,709773.53,0.0,21293.21,Refunded,Sale,3182,380,34.0
57,TXN-57-FVS,2022-12-22,3214881.29,0.0,0.0,Paid,Sale,1377,113,57.0
58,TXN-58-WHN,2024-07-20,1911136.27,191113.63,19111.36,Pending,Rent,7367,125,338.0
59,TXN-59-KUC,2023-03-31,4784159.72,669782.36,239207.99,Pending,Sale,486,187,163.0
60,TXN-60-ADS,2022-12-28,1651214.53,82560.73,49536.44,Failed,Refund,3516,155,110.0
61,TXN-61-BQK,2021-11-27,4811005.18,240550.26,0.0,Refunded,Sale,4547,518,355.0
62,TXN-62-SET,2025-05-31,4507626.28,225381.31,135228.79,Failed,Sale,4676,415,277.0
63,TXN-63-LCR,2022-07-23,1353375.41,67668.77,13533.75,Paid,Rent,2817,168,42.0
64,TXN-64-DYW,2024-10-05,4018101.8,200905.09,200905.09,Failed,Sale,6494,433,
65,TXN-65-KOQ,2022-01-03,4978029.8,248901.49,149340.89,Failed,Refund,7713,571,390.0
66,TXN-66-GHU,2025-07-16,1264809.68,63240.48,63240.48,Paid,Deposit,6880,44,274.0
67,TXN-67-YQA,2025-01-03,2185012.29,305901.72,109250.61,Failed,Deposit,313,566,117.0
68,TXN-68-IVR,2022-10-16,2601863.32,130093.17,130093.17,Paid,Deposit,2298,580,177.0
69,TXN-69-IWF,2021-11-26,1476065.82,0.0,14760.66,Refunded,Deposit,6789,514,14.0
70,TXN-70-NWD,2021-11-14,78293.67,7829.37,2348.81,Paid,Refund,2790,408,218.0
71,TXN-71-DEX,2023-01-04,1102205.96,154308.83,0.0,Failed,Rent,2113,146,308.0
72,TXN-72-EOK,2023-08-21,1411120.55,197556.88,70556.03,Refunded,Refund,5449,17,145.0
73,TXN-73-ZSU,2023-12-10,2219111.31,310675.58,110955.57,Refunded,Refund,1468,324,94.0
74,TXN-74-GPI,2024-03-30,857170.19,120003.83,8571.7,Paid,Sale,4955,88,304.0
75,TXN-75-ZIT,2024-01-26,4366525.27,436652.53,218326.26,Paid,Refund,3201,293,250.0
76,TXN-76-NMQ,2025-05-12,3525145.84,493520.42,0.0,Pending,Refund,2405,385,262.0
77,TXN-77-ODP,2023-08-10,427831.99,21391.6,0.0,Refunded,Refund,1061,457,195.0
78,TXN-78-XIR,2025-03-13,3251162.07,0.0,0.0,Pending,Deposit,1124,554,201.0
79,TXN-79-JKN,2024-12-10,3268975.07,457656.51,163448.75,Refunded,Refund,4889,535,62.0
80,TXN-80-NSO,2022-02-04,4781193.43,0.0,143435.8,Refunded,Rent,5329,48,60.0
81,TXN-81-THV,2024-05-07,17098.32,0.0,512.95,Paid,Rent,6875,510,378.0
82,TXN-82-BGF,2023-05-22,1241166.38,124116.64,12411.66,Paid,Rent,516,373,251.0
83,TXN-83-XZJ,2025-07-12,4639101.81,463910.18,46391.02,Failed,Rent,2641,152,137.0
84,TXN-84-EKU,2024-04-18,4660805.31,233040.27,139824.16,Failed,Refund,2799,400,14.0
85,TXN-85-UMD,2021-12-01,3603490.92,360349.09,0.0,Failed,Sale,7198,65,228.0
86,TXN-86-VCN,2023-12-13,3829285.08,536099.91,38292.85,Failed,Rent,2782,154,1.0
87,TXN-87-VWM,2025-05-11,459231.82,22961.59,13776.95,Failed,Refund,6288,90,93.0
88,TXN-88-RET,2024-04-06,2570351.42,257035.14,77110.54,Pending,Rent,137,338,310.0
89,TXN-89-CQC,2022-03-31,1159451.79,57972.59,0.0,Paid,Rent,1225,130,368.0
90,TXN-90-AHR,2024-03-26,907727.78,127081.89,9077.28,Paid,Deposit,7548,593,135.0
91,TXN-91-VIW,2021-12-22,4051895.89,202594.79,202594.79,Pending,Deposit,7445,77,140.0
92,TXN-92-LDQ,2022-09-09,676920.61,0.0,33846.03,Pending,Deposit,5691,202,345.0
93,TXN-93-USS,2022-04-24,2344320.88,117216.04,117216.04,Pending,Rent,370,153,46.0
94,TXN-94-ULB,2024-02-13,4693014.04,234650.7,0.0,Paid,Sale,760,223,248.0
95,TXN-95-ZIU,2024-07-07,930788.61,93078.86,27923.66,Pending,Refund,6587,581,193.0
96,TXN-96-CBK,2025-03-06,4890011.13,0.0,48900.11,Failed,Deposit,2817,475,262.0
97,TXN-97-CIZ,2022-04-08,4971451.35,696003.19,149143.54,Pending,Refund,4129,485,228.0
98,TXN-98-XJT,2024-05-27,2778974.54,277897.45,27789.75,Refunded,Rent,1747,308,254.0
99,TXN-99-KUA,2022-11-20,852373.42,85237.34,8523.73,Failed,Rent,2577,319,148.0
100,TXN-100-RZK,2023-09-04,1581892.23,0.0,15818.92,Paid,Deposit,2679,120,31.0
101,TXN-101-PUJ,2022-07-11,2123615.18,297306.13,63708.46,Pending,Rent,378,256,125.0
102,TXN-102-XEQ,2024-10-13,1548002.47,77400.12,46440.07,Refunded,Refund,4185,484,78.0
103,TXN-103-NMB,2025-05-24,1404616.63,0.0,0.0,Pending,Refund,3874,446,191.0
104,TXN-104-UQV,2022-04-13,4861204.09,0.0,0.0,Pending,Sale,2452,329,358.0
105,TXN-105-SLK,2022-04-01,768517.41,76851.74,0.0,Pending,Refund,5127,484,157.0
106,TXN-106-QFN,2023-04-16,3667172.89,366717.29,0.0,Failed,Rent,4551,369,306.0
107,TXN-107-IJT,2023-04-21,4050.63,202.53,202.53,Failed,Sale,3246,132,45.0
108,TXN-108-WNY,2024-10-29,2981720.98,149086.05,0.0,Paid,Refund,2105,270,109.0
109,TXN-109-WUE,2021-11-11,4579883.13,641183.64,45798.83,Refunded,Deposit,669,285,143.0
110,TXN-110-JMH,2023-12-30,1441094.6,201753.24,14410.95,Pending,Sale,2888,473,156.0
111,TXN-111-ZEE,2025-04-11,929258.82,46462.94,27877.76,Pending,Rent,4876,491,46.0
112,TXN-112-GEB,2023-10-21,3259095.61,0.0,32590.96,Refunded,Refund,6707,249,138.0
113,TXN-113-KBJ,2024-03-18,3563581.83,178179.09,35635.82,Failed,Rent,234,95,9.0
114,TXN-114-LYG,2025-05-27,3440776.53,0.0,103223.3,Failed,Refund,2413,309,304.0
115,TXN-115-DQF,2024-07-16,1597945.77,79897.29,79897.29,Refunded,Sale,5136,71,372.0
116,TXN-116-FEJ,2023-08-19,1262507.61,176751.07,12625.08,Refunded,Deposit,7767,134,56.0
117,TXN-117-YTW,2023-01-24,4779682.16,477968.22,47796.82,Refunded,Deposit,1781,468,220.0
118,TXN-118-BLX,2024-02-23,4616650.94,461665.09,0.0,Pending,Rent,4779,47,104.0
119,TXN-119-TXP,2024-03-18,2287668.42,320273.58,68630.05,Paid,Refund,1526,235,305.0
120,TXN-120-NLQ,2022-08-03,4231276.94,423127.69,0.0,Failed,Rent,113,297,227.0
121,TXN-121-RLR,2023-09-10,2262712.74,0.0,67881.38,Refunded,Refund,6534,406,281.0
122,TXN-122-OKA,2024-12-30,2123096.31,106154.82,106154.82,Paid,Rent,5924,509,127.0
123,TXN-123-AMN,2021-11-26,785501.21,109970.17,39275.06,Paid,Sale,3299,395,207.0
124,TXN-124-FZB,2025-06-14,2133177.47,213317.75,21331.77,Pending,Sale,5507,461,190.0
125,TXN-125-LOS,2023-12-20,2688009.86,268800.99,0.0,Pending,Refund,7090,186,400.0
126,TXN-126-MDG,2023-03-17,114476.63,0.0,3434.3,Refunded,Rent,7088,551,81.0
127,TXN-127-FGY,2024-12-06,2221676.8,222167.68,22216.77,Pending,Sale,3496,268,359.0
128,TXN-128-JJU,2025-09-18,3907218.38,547010.57,195360.92,Pending,Sale,7425,307,366.0
129,TXN-129-GZV,2024-07-02,3400870.19,0.0,0.0,Failed,Deposit,7374,412,202.0
130,TXN-130-VBH,2023-05-23,3176514.63,317651.46,95295.44,Failed,Rent,1898,97,90.0
131,TXN-131-PCK,2023-07-17,4547958.03,636714.12,0.0,Paid,Deposit,2786,534,369.0
132,TXN-132-SSC,2025-06-24,92123.99,4606.2,921.24,Failed,Rent,7047,444,176.0
133,TXN-133-ZGB,2022-09-05,2786123.84,278612.38,139306.19,Paid,Refund,970,30,196.0
134,TXN-134-GLZ,2023-03-11,3937169.54,393716.95,196858.48,Failed,Sale,6203,20,154.0
135,TXN-135-KOE,2023-09-17,2707594.24,379063.19,81227.83,Failed,Deposit,682,421,369.0
136,TXN-136-HSB,2024-02-03,1620829.97,81041.5,16208.3,Refunded,Rent,4692,265,82.0
137,TXN-137-IYD,2022-08-25,682980.32,0.0,6829.8,Refunded,Deposit,7549,107,103.0
138,TXN-138-UEN,2023-07-31,4438040.23,0.0,221902.01,Refunded,Refund,4721,509,87.0
139,TXN-139-CHP,2022-09-07,2354870.44,0.0,70646.11,Pending,Deposit,4258,505,240.0
140,TXN-140-UAR,2024-06-19,4390819.75,219540.99,43908.2,Failed,Sale,6458,573,214.0
141,TXN-141-JKR,2023-03-18,2930088.91,146504.45,87902.67,Pending,Sale,3978,264,301.0
142,TXN-142-ZPQ,2023-09-01,3371612.2,472025.71,33716.12,Refunded,Refund,7864,561,331.0
143,TXN-143-OFP,2024-01-04,4021697.25,402169.73,0.0,Refunded,Refund,7004,134,95.0
144,TXN-144-AYP,2021-10-27,3296459.41,164822.97,0.0,Paid,Sale,942,373,11.0
145,TXN-145-DVQ,2021-10-25,1991478.09,278806.93,0.0,Failed,Deposit,1835,109,168.0
146,TXN-146-AUQ,2025-06-15,2569139.65,359679.55,128456.98,Pending,Sale,1503,204,208.0
147,TXN-147-BKZ,2023-09-13,4015621.53,200781.08,0.0,Paid,Refund,2143,600,306.0
148,TXN-148-KVI,2022-04-04,1869504.18,261730.59,93475.21,Paid,Deposit,797,394,394.0
149,TXN-149-QME,2022-06-30,1941831.04,271856.35,97091.55,Pending,Sale,6876,585,42.0
150,TXN-150-JNJ,2023-03-14,480259.2,0.0,24012.96,Pending,Refund,3125,466,310.0
151,TXN-151-ADD,2023-11-26,4573093.01,0.0,0.0,Paid,Rent,3704,186,15.0
152,TXN-152-KBX,2024-03-29,456999.5,45699.95,22849.98,Failed,Rent,6240,199,231.0
153,TXN-153-MYL,2022-05-31,3241749.47,453844.93,162087.47,Refunded,Rent,5527,178,26.0
154,TXN-154-EYG,2023-12-25,2067146.01,0.0,0.0,Failed,Deposit,7339,274,182.0
155,TXN-155-HSA,2022-08-18,2029285.71,202928.57,20292.86,Refunded,Refund,7496,455,313.0
156,TXN-156-LIU,2023-01-23,3398400.08,475776.01,101952.0,Paid,Refund,59,122,56.0
157,TXN-157-XPE,2023-06-28,337334.48,33733.45,16866.72,Paid,Refund,5538,512,102.0
158,TXN-158-KLA,2023-01-02,2969341.5,0.0,0.0,Paid,Deposit,4162,349,205.0
159,TXN-159-BDP,2023-12-31,3860614.87,540486.08,193030.74,Refunded,Deposit,5518,486,99.0
160,TXN-160-DFA,2024-05-29,4141407.36,414140.74,207070.37,Failed,Deposit,6794,218,353.0
161,TXN-161-HSX,2025-03-09,854310.89,85431.09,42715.54,Pending,Rent,7240,509,23.0
162,TXN-162-EFY,2025-02-26,4487300.41,0.0,134619.01,Refunded,Deposit,4015,406,249.0
163,TXN-163-DOO,2022-03-10,3281418.17,0.0,164070.91,Refunded,Deposit,6025,343,262.0
164,TXN-164-CPT,2021-12-30,4409510.29,617331.44,220475.51,Paid,Deposit,6712,598,321.0
165,TXN-165-VEK,2021-11-16,2427433.02,0.0,72822.99,Failed,Sale,2897,245,137.0
166,TXN-166-IQW,2022-04-08,2711082.66,135554.13,81332.48,Pending,Refund,5873,133,126.0
167,TXN-167-HRR,2023-07-15,4595353.31,229767.67,137860.6,Refunded,Deposit,4057,174,304.0
168,TXN-168-NKG,2021-11-13,4499747.9,629964.71,134992.44,Paid,Rent,7197,233,325.0
169,TXN-169-PNL,2024-10-19,2241908.05,112095.4,112095.4,Paid,Deposit,3613,358,140.0
170,TXN-170-MWL,2022-03-22,1373514.33,137351.43,41205.43,Refunded,Rent,1881,545,107.0
171,TXN-171-HIO,2022-07-19,1967065.83,0.0,98353.29,Failed,Sale,1529,124,123.0
172,TXN-172-PTZ,2023-05-22,1940046.11,97002.31,97002.31,Pending,Refund,5707,284,396.0
173,TXN-173-ABN,2022-12-23,1435760.64,71788.03,43072.82,Paid,Refund,1713,57,137.0
174,TXN-174-GTH,2022-01-09,1344360.86,188210.52,0.0,Failed,Sale,1790,181,358.0
175,TXN-175-TAR,2022-09-11,4305592.56,602782.96,43055.93,Refunded,Refund,376,145,205.0
176,TXN-176-NOW,2023-10-22,351169.88,0.0,17558.49,Failed,Refund,1688,207,146.0
177,TXN-177-SVD,2025-02-05,3388700.69,169435.03,33887.01,Pending,Rent,2183,404,218.0
178,TXN-178-UTY,2022-12-03,865754.62,0.0,25972.64,Paid,Deposit,7401,498,97.0
179,TXN-179-YAC,2023-02-23,1723840.46,86192.02,51715.21,Paid,Sale,4872,151,397.0
180,TXN-180-THR,2023-06-09,309592.08,30959.21,15479.6,Refunded,Sale,7186,91,7.0
181,TXN-181-IPF,2023-12-20,1351328.24,189185.95,0.0,Refunded,Deposit,3957,547,53.0
182,TXN-182-KWU,2024-02-20,3842568.51,0.0,192128.43,Refunded,Rent,4242,269,300.0
183,TXN-183-GFK,2023-10-14,4425306.59,221265.33,221265.33,Paid,Deposit,4247,202,117.0
184,TXN-184-OZY,2022-09-28,1109192.71,0.0,33275.78,Failed,Refund,2062,221,161.0
185,TXN-185-QNN,2022-03-19,2318812.1,115940.61,69564.36,Pending,Refund,4327,216,171.0
186,TXN-186-JMO,2025-04-05,2352679.59,0.0,0.0,Refunded,Refund,260,191,386.0
187,TXN-187-EDH,2025-01-26,4368129.38,0.0,0.0,Refunded,Sale,2738,444,384.0
188,TXN-188-VCO,2024-11-05,3814469.67,190723.48,38144.7,Pending,Rent,5215,555,345.0
189,TXN-189-SWD,2023-12-12,2566359.94,256635.99,0.0,Pending,Rent,7234,409,45.0
190,TXN-190-UUE,2022-04-08,3354394.51,469615.23,100631.84,Paid,Rent,4031,473,126.0
191,TXN-191-TAJ,2024-12-12,4237080.56,0.0,211854.03,Paid,Deposit,7449,255,252.0
192,TXN-192-BDJ,2024-04-22,49675.69,2483.78,2483.78,Paid,Sale,7510,518,395.0
193,TXN-193-PFX,2024-12-15,2015644.38,282190.21,0.0,Paid,Refund,5145,415,325.0
194,TXN-194-XZR,2025-01-31,4536401.35,226820.07,226820.07,Pending,Deposit,2190,42,250.0
195,TXN-195-IQL,2025-08-22,3702084.53,518291.83,37020.85,Paid,Rent,3616,544,371.0
196,TXN-196-NXE,2023-09-16,2715121.19,380116.97,135756.06,Pending,Refund,2084,530,390.0
197,TXN-197-ZNK,2024-07-02,2649163.35,370882.87,0.0,Failed,Deposit,7617,337,334.0
198,TXN-198-LPI,2022-03-18,1740154.95,174015.49,0.0,Paid,Rent,5081,133,242.0
199,TXN-199-SIE,2022-07-31,2603561.63,260356.16,130178.08,Failed,Rent,965,463,280.0
200,TXN-200-XWT,2025-03-20,3277605.23,0.0,98328.16,Failed,Deposit,6057,85,216.0
201,TXN-201-COR,2024-05-13,2092978.47,293016.99,20929.78,Paid,Rent,2189,43,279.0
202,TXN-202-MCT,2023-10-05,3571337.43,499987.24,178566.87,Paid,Deposit,1526,35,233.0
203,TXN-203-OLL,2022-02-13,4306438.67,215321.93,0.0,Failed,Rent,1266,434,314.0
204,TXN-204-IIF,2021-11-08,775114.87,0.0,38755.74,Pending,Rent,1694,39,63.0
205,TXN-205-VYJ,2025-03-16,2258832.02,316236.48,112941.6,Failed,Deposit,175,170,122.0
206,TXN-206-XBJ,2024-12-29,2041284.42,102064.22,102064.22,Paid,Deposit,7939,4,122.0
207,TXN-207-YGV,2024-12-06,3437949.09,0.0,34379.49,Pending,Sale,2255,62,89.0
208,TXN-208-RYC,2025-05-15,1250837.59,175117.26,12508.38,Paid,Deposit,963,150,318.0
209,TXN-209-OHI,2025-03-23,3201974.07,320197.41,32019.74,Paid,Rent,36,23,146.0
210,TXN-210-OKS,2024-01-24,4387691.23,0.0,43876.91,Paid,Deposit,5733,40,385.0
211,TXN-211-HIH,2023-12-27,2091821.74,104591.09,20918.22,Paid,Deposit,4329,128,397.0
212,TXN-212-TAR,2023-04-18,4555256.47,0.0,45552.56,Failed,Refund,2436,544,144.0
213,TXN-213-NVK,2023-08-20,4965832.37,0.0,49658.32,Pending,Deposit,6198,498,304.0
214,TXN-214-TPF,2022-10-06,532248.07,74514.73,5322.48,Paid,Deposit,6808,338,323.0
215,TXN-215-WVF,2024-05-22,1166799.83,116679.98,58339.99,Pending,Rent,7029,87,271.0
216,TXN-216-TEQ,2023-01-24,4751998.0,0.0,142559.94,Pending,Deposit,6265,528,67.0
217,TXN-217-YGS,2023-06-21,4791721.78,670841.05,47917.22,Failed,Deposit,7112,101,255.0
218,TXN-218-RKV,2023-12-24,490340.96,0.0,0.0,Failed,Deposit,5297,479,348.0
219,TXN-219-DTV,2022-02-27,76962.5,3848.12,0.0,Refunded,Deposit,4848,43,121.0
220,TXN-220-HHX,2024-09-19,807177.92,0.0,40358.9,Paid,Deposit,6922,311,131.0
221,TXN-221-XSB,2025-04-14,4980071.89,697210.06,0.0,Failed,Sale,123,302,259.0
222,TXN-222-QFA,2022-02-04,901638.08,126229.33,27049.14,Refunded,Deposit,4182,586,66.0
223,TXN-223-THW,2021-12-06,2513732.94,125686.65,125686.65,Refunded,Deposit,337,244,167.0
224,TXN-224-XMR,2021-12-23,4242391.8,424239.18,127271.75,Failed,Sale,2840,361,304.0
225,TXN-225-RMP,2021-12-08,103967.25,10396.73,1039.67,Refunded,Refund,7036,64,256.0
226,TXN-226-HAC,2025-06-11,3023235.93,0.0,151161.8,Refunded,Refund,6357,338,150.0
227,TXN-227-ZJK,2022-01-05,1386573.19,138657.32,41597.2,Failed,Sale,2225,382,291.0
228,TXN-228-XMQ,2024-05-05,4311949.91,0.0,43119.5,Failed,Rent,1034,223,260.0
229,TXN-229-WXG,2024-01-02,1418738.82,70936.94,0.0,Refunded,Sale,3953,482,312.0
230,TXN-230-TTA,2024-04-16,3434405.09,480816.71,103032.15,Failed,Refund,5823,292,166.0
231,TXN-231-FXD,2025-04-23,3371749.72,168587.49,168587.49,Refunded,Rent,3784,272,365.0
232,TXN-232-MDP,2025-05-22,1109024.76,0.0,55451.24,Paid,Rent,1618,578,171.0
233,TXN-233-RXB,2023-11-11,175926.4,17592.64,5277.79,Paid,Rent,2703,373,297.0
234,TXN-234-VXN,2023-07-09,2047429.37,0.0,61422.88,Paid,Refund,6362,462,217.0
235,TXN-235-WFB,2022-05-01,1447387.37,144738.74,14473.87,Refunded,Rent,2467,127,397.0
236,TXN-236-XBF,2022-03-04,4045270.79,566337.91,40452.71,Paid,Deposit,5567,495,200.0
237,TXN-237-MKK,2025-03-03,4002220.21,400222.02,120066.61,Paid,Refund,6694,377,54.0
238,TXN-238-JXQ,2023-05-27,2286205.71,320068.8,68586.17,Failed,Deposit,7426,51,25.0
239,TXN-239-COU,2025-01-04,3033348.1,424668.73,91000.44,Failed,Deposit,4553,247,145.0
240,TXN-240-DMX,2024-10-28,3022089.06,151104.45,151104.45,Pending,Rent,7567,446,92.0
241,TXN-241-SGX,2023-03-19,4136136.43,0.0,206806.82,Paid,Deposit,3056,496,355.0
242,TXN-242-ENJ,2025-10-01,2126162.07,106308.1,0.0,Refunded,Sale,6215,8,151.0
243,TXN-243-WGF,2022-05-25,1378682.51,0.0,0.0,Failed,Deposit,2407,206,37.0
244,TXN-244-VAH,2023-06-09,1326644.52,185730.23,13266.45,Paid,Refund,5575,483,283.0
245,TXN-245-BXN,2025-04-24,2681889.01,0.0,134094.45,Paid,Rent,4777,238,111.0
246,TXN-246-OCA,2022-03-16,2246842.72,0.0,0.0,Failed,Sale,7130,71,339.0
247,TXN-247-WAT,2023-11-30,2201723.61,308241.31,22017.24,Paid,Sale,721,35,185.0
248,TXN-248-OQP,2022-10-26,457504.42,45750.44,0.0,Pending,Refund,885,379,101.0
249,TXN-249-GQV,2023-07-27,3593581.5,359358.15,35935.82,Pending,Refund,2336,50,13.0
250,TXN-250-IEX,2022-03-20,1070255.97,53512.8,10702.56,Paid,Rent,1991,512,297.0
251,TXN-251-ODL,2023-09-27,986374.24,0.0,9863.74,Paid,Rent,4452,574,322.0
252,TXN-252-MKS,2025-10-05,2064966.08,0.0,0.0,Refunded,Refund,4328,305,142.0
253,TXN-253-BGF,2022-04-14,1140436.15,159661.06,11404.36,Paid,Rent,3542,414,124.0
254,TXN-254-TVB,2023-08-09,2920123.62,146006.18,29201.24,Failed,Rent,2450,525,355.0
255,TXN-255-BOV,2022-05-21,1858573.77,260200.33,92928.69,Failed,Rent,6086,415,219.0
256,TXN-256-RAW,2024-07-15,2245660.79,314392.51,0.0,Failed,Refund,5964,423,154.0
257,TXN-257-NHM,2024-08-26,2686772.27,268677.23,134338.61,Refunded,Refund,5311,573,96.0
258,TXN-258-FIN,2025-04-10,1019270.54,142697.88,0.0,Refunded,Refund,1963,453,301.0
259,TXN-259-DWK,2023-08-30,780446.61,78044.66,23413.4,Refunded,Refund,6757,310,136.0
260,TXN-260-LPX,2023-06-22,4402348.67,616328.81,220117.43,Pending,Deposit,5438,91,153.0
261,TXN-261-IMM,2022-10-26,2169751.07,303765.15,108487.55,Refunded,Deposit,2043,95,164.0
262,TXN-262-TMV,2022-06-04,2061643.86,288630.14,0.0,Pending,Refund,5355,148,97.0
263,TXN-263-VWY,2024-03-02,179989.53,8999.48,8999.48,Failed,Refund,6491,598,385.0
264,TXN-264-AYK,2024-02-17,2490885.56,124544.28,0.0,Pending,Rent,3199,429,338.0
265,TXN-265-XAZ,2022-01-15,2771740.27,277174.03,83152.21,Refunded,Refund,4724,150,121.0
266,TXN-266-IDV,2024-01-08,2795086.67,279508.67,139754.33,Pending,Rent,1126,191,23.0
267,TXN-267-VNF,2021-11-06,3535741.78,495003.85,0.0,Refunded,Sale,3982,572,393.0
268,TXN-268-FCQ,2022-12-22,889054.21,0.0,26671.63,Failed,Refund,1670,528,208.0
