unit_id,type,status,price,location,floor_number,transaction_id,customer_id,portfolio_id,project_id
106,Studio,Reserved,2118617.2,Port Heather,13,,,312.0,171
107,Villa,Under Construction,1926338.14,Stephanieport,7,,,68.0,45
108,Apartment,Reserved,978891.32,South Thomasville,20,,,173.0,178
109,Commercial,Sold,1222820.39,South Jasmineside,20,,,131.0,56
110,Commercial,Available,506023.78,West Evanstad,5,,,126.0,106
111,Commercial,Available,765434.55,Port Matthew,19,305.0,3876.0,115.0,114
112,Commercial,Available,1956407.87,Shawborough,12,,,62.0,158
113,Commercial,Available,2240247.06,Gonzalesfort,20,,,42.0,141
114,Apartment,Under Construction,1824928.04,Richardview,12,,,336.0,150
115,Villa,Reserved,1189675.56,Ninachester,20,,,45.0,15
116,Commercial,Under Construction,261947.71,New Erin,5,2791.0,4080.0,136.0,33
117,Studio,Sold,189522.47,South Christinehaven,1,,,328.0,167
118,Studio,Sold,967097.63,Sandraburgh,20,,,237.0,31
119,Apartment,Sold,1186363.21,Lake Tracy,14,,,176.0,103
120,Commercial,Under Construction,1542345.52,Lake Mary,3,,,135.0,57
121,Villa,Under Construction,65899.33,East Cheryl,2,,,237.0,81
122,Apartment,Under Construction,2474821.08,Joshuabury,0,,,31.0,40
123,Villa,Available,941650.26,East Tylershire,12,,,24.0,43
124,Villa,Sold,2127831.93,Kingview,8,,,150.0,18
125,Apartment,Available,1360668.43,West Janeton,5,,,90.0,9
126,Villa,Available,369576.66,Port Sabrina,13,4611.0,7513.0,13.0,162
127,Villa,Sold,2004035.6,Cruzfurt,16,,,314.0,49
128,Commercial,Sold,1789076.33,East Daniel,13,,,126.0,62
129,Villa,Available,1342218.41,Port Sarah,0,1604.0,7360.0,79.0,53
130,Studio,Sold,1310655.07,New Nicolasmouth,3,5696.0,6612.0,73.0,69
131,Villa,Sold,264325.03,Port Amanda,8,3189.0,6782.0,49.0,124
132,Commercial,Available,1656829.92,Sherryberg,0,,,206.0,69
133,Villa,Reserved,2282550.63,West Donald,14,,,354.0,112
134,Villa,Available,278450.05,Haleybury,5,,,238.0,103
135,Apartment,Reserved,695603.05,Markshire,10,,,24.0,173
136,Villa,Available,2260654.53,East Robert,20,,,87.0,111
137,Villa,Under Construction,746642.58,South Kenneth,17,,,85.0,175
138,Villa,Reserved,1652162.0,West Sarah,6,,,296.0,135
139,Studio,Reserved,1360304.5,Youngland,7,4013.0,476.0,228.0,69
140,Villa,Under Construction,1511002.63,Lake Brett,17,6119.0,6163.0,137.0,157
141,Studio,Under Construction,1068682.81,Mcculloughchester,9,4394.0,2652.0,102.0,37
142,Commercial,Reserved,784979.1,Jennifertown,19,,,117.0,31
143,Villa,Sold,168906.95,South Sarahview,14,2160.0,6869.0,312.0,13
144,Studio,Reserved,1873488.3,Scottmouth,10,,,232.0,61
145,Studio,Reserved,1877928.98,South Kennethmouth,3,4576.0,671.0,112.0,35
146,Apartment,Under Construction,1693278.06,South Davidstad,5,3123.0,61.0,189.0,47
147,Apartment,Under Construction,1626902.78,Adamsville,6,5418.0,7557.0,351.0,50
148,Studio,Reserved,647106.97,Rachelton,10,,,75.0,4
149,Villa,Reserved,104745.09,South Heathershire,4,6370.0,4198.0,336.0,16
150,Commercial,Under Construction,2031352.72,East Tinachester,6,,,266.0,166
151,Apartment,Under Construction,1253289.41,Port Jacqueline,12,,,371.0,30
152,Commercial,Under Construction,801753.42,Holtport,7,5181.0,2818.0,338.0,170
153,Studio,Reserved,299733.17,Arnoldland,1,,,13.0,44
154,Apartment,Sold,203667.9,Wendyborough,13,,,395.0,117
155,Commercial,Reserved,904723.47,Port Edward,3,,,81.0,123
156,Apartment,Reserved,2021605.81,Paultown,15,,,15.0,41
157,Apartment,Sold,2300873.19,New Cassandra,16,,,94.0,16
158,Apartment,Sold,2247040.84,East Lisa,18,5491.0,3567.0,7.0,23
159,Apartment,Available,2304002.05,Thompsonborough,18,4581.0,5515.0,89.0,144
160,Apartment,Available,2273927.09,Kathrynburgh,6,,,279.0,136
161,Apartment,Reserved,1341700.64,Bradberg,3,,,149.0,27
162,Villa,Under Construction,587568.31,New Lisa,11,,,147.0,15
163,Commercial,Sold,2005214.13,New Keith,9,,,72.0,153
164,Studio,Reserved,573596.79,North Melissafort,7,,,262.0,124
165,Apartment,Reserved,704657.83,Roytown,9,3918.0,5799.0,82.0,45
166,Apartment,Reserved,621473.09,East Chelseaville,17,,,339.0,52
167,Villa,Under Construction,1311706.89,Lake Susanshire,2,,,357.0,96
168,Commercial,Reserved,838477.4,North Benjaminport,9,,,131.0,157
169,Villa,Reserved,427682.32,Charlesberg,4,,,150.0,101
170,Studio,Under Construction,1160274.86,Robertoland,5,,,307.0,66
171,Villa,Sold,2191072.74,Rodriguezton,0,,,315.0,6
172,Studio,Sold,1447854.49,Lindsaychester,3,6111.0,6148.0,21.0,18
173,Apartment,Under Construction,2201922.23,New Mikeville,0,,,378.0,111
174,Apartment,Reserved,529886.85,Port Annaside,7,,,6.0,42
175,Villa,Reserved,459085.99,Juliaview,1,5047.0,370.0,258.0,4
176,Villa,Sold,1460163.96,New David,7,,,397.0,90
177,Apartment,Reserved,1185155.81,New Carl,3,,,282.0,32
178,Studio,Sold,1667422.97,Lake Amyview,17,,,328.0,132
179,Studio,Under Construction,1996835.64,Olsonstad,7,687.0,2195.0,291.0,148
180,Commercial,Available,1890702.87,New Andrew,11,1832.0,1780.0,338.0,86
181,Villa,Under Construction,2358539.88,Timothyborough,12,,,282.0,78
182,Apartment,Available,1025728.2,New Jessica,13,,,66.0,143
183,Villa,Under Construction,555647.52,Lake Monique,4,943.0,5364.0,134.0,60
184,Apartment,Available,1399735.97,West Allisonstad,14,,,344.0,161
185,Studio,Sold,321320.64,New Omarshire,4,6268.0,6307.0,304.0,93
186,Studio,Available,757685.25,Garciaberg,10,,,373.0,82
187,Commercial,Sold,559325.74,Schmidtmouth,4,5177.0,898.0,45.0,142
188,Apartment,Under Construction,1021581.11,Haasville,4,170.0,1881.0,220.0,142
189,Apartment,Available,322480.61,West Juliaborough,17,,,399.0,77
190,Commercial,Available,128012.27,New Jasonhaven,20,3867.0,5749.0,251.0,127
191,Commercial,Sold,1659145.31,Harrisonport,16,,,212.0,128
192,Villa,Sold,1545110.0,Carrfurt,6,,,366.0,159
193,Studio,Sold,1785479.39,North Veronicamouth,10,,,389.0,143
194,Studio,Under Construction,1667946.78,Port Tyler,5,,,183.0,43
195,Studio,Available,330021.97,Brianmouth,7,,,361.0,29
196,Villa,Reserved,763143.26,New Michael,6,,,34.0,50
197,Villa,Available,367340.19,New Dustin,9,2917.0,3815.0,371.0,130
198,Studio,Available,2115282.39,Erinland,14,3963.0,6375.0,137.0,61
199,Apartment,Sold,1879913.96,West Steven,20,,,211.0,33
200,Commercial,Sold,543741.16,West Thomasberg,3,4815.0,6723.0,153.0,94
201,Commercial,Reserved,886207.64,Lake Susanhaven,9,,,96.0,83
202,Commercial,Under Construction,2418206.73,New Francisco,0,,,61.0,146
203,Studio,Under Construction,1505690.43,Greenton,3,,,62.0,109
204,Apartment,Under Construction,2012831.21,Lake Bianca,9,939.0,2799.0,342.0,87
205,Studio,Reserved,698248.04,Port James,20,,,280.0,104
206,Studio,Available,564629.65,West Nicholas,16,6953.0,1273.0,185.0,84
207,Apartment,Sold,1970596.48,South Joshua,0,402.0,243.0,206.0,176
208,Commercial,Available,1730387.52,Kellyborough,1,2422.0,3598.0,164.0,119
209,Apartment,Sold,1718395.93,South Traciburgh,20,,,237.0,27
210,Apartment,Reserved,1403954.73,New Pamelaside,20,909.0,4240.0,69.0,178
211,Apartment,Available,1430766.94,Lake Anthony,6,,,215.0,99
212,Apartment,Under Construction,1852458.89,West Tonyfort,6,,,78.0,143
213,Commercial,Available,711506.08,Traceytown,11,,,300.0,70
214,Studio,Under Construction,914282.74,Port David,1,,,202.0,147
215,Studio,Reserved,2185510.09,Lake Cynthiatown,20,,,368.0,152
216,Apartment,Reserved,806719.74,Kellyburgh,5,,,386.0,69
217,Studio,Available,1388458.45,Jenniferfort,19,5670.0,3119.0,16.0,27
218,Apartment,Reserved,1771466.69,Greentown,6,,,321.0,175
219,Commercial,Reserved,2499815.83,Josephmouth,8,,,397.0,57
220,Commercial,Sold,1116463.76,Ramirezport,7,,,8.0,7
221,Apartment,Available,1098827.55,Kristyshire,9,,,346.0,90
222,Villa,Available,2114341.53,Brandimouth,16,,,386.0,41
223,Commercial,Sold,2023482.62,North Cynthiamouth,2,28.0,4124.0,45.0,75
224,Villa,Under Construction,1841135.91,West Kennethborough,15,,,209.0,139
225,Studio,Reserved,1184912.61,Alexandertown,2,6775.0,7971.0,337.0,39
226,Apartment,Under Construction,843650.84,Brianfort,1,4877.0,1708.0,196.0,38
227,Apartment,Under Construction,1541389.68,Haneychester,17,,,300.0,79
228,Commercial,Available,2196747.07,North Davidport,6,6272.0,1868.0,78.0,4
229,Villa,Available,2215254.77,Rossstad,5,5904.0,3717.0,320.0,30
230,Studio,Reserved,315820.95,Alexandriashire,4,1118.0,2790.0,260.0,64
231,Apartment,Available,1099458.2,South Erin,4,,,59.0,9
232,Apartment,Available,1188568.79,Lake Christopherhaven,5,4038.0,5840.0,351.0,67
233,Villa,Sold,2445157.65,West Ashleymouth,12,,,4.0,179
234,Commercial,Sold,1711095.14,North Tracyborough,5,3402.0,389.0,358.0,44
235,Commercial,Available,1047753.72,Dayburgh,5,,,128.0,48
236,Studio,Reserved,113841.82,Pricefurt,9,4900.0,4862.0,1.0,159
237,Commercial,Under Construction,1435193.64,West Charleston,18,1879.0,2974.0,55.0,72
238,Villa,Available,285386.14,North Heatherville,12,,,210.0,96
239,Commercial,Sold,2094402.4,New Roger,0,,,373.0,7
240,Apartment,Sold,1893670.72,Stewartshire,16,,,346.0,124
241,Commercial,Under Construction,1178247.44,Port Johnberg,12,2715.0,4722.0,42.0,60
242,Villa,Sold,1101566.41,Juantown,6,4559.0,3739.0,141.0,70
243,Studio,Under Construction,2248480.47,East Katrinabury,2,172.0,5707.0,158.0,45
244,Apartment,Reserved,756722.96,Markville,2,,,377.0,50
245,Studio,Reserved,660098.91,Port Heather,3,,,149.0,146
246,Commercial,Available,2351033.71,New Ernest,20,,,375.0,23
247,Studio,Sold,2032652.3,South Kimberlyfurt,10,4326.0,7961.0,211.0,165
248,Commercial,Sold,2060532.7,Port Katherineborough,7,4894.0,6129.0,393.0,35
249,Commercial,Sold,528224.84,Lake Jamesberg,11,,,46.0,50
250,Villa,Under Construction,401075.18,Jenniferport,12,,,343.0,154
251,Studio,Available,113772.4,East Alexis,16,2962.0,7258.0,145.0,169
252,Apartment,Available,630751.7,Munozport,6,,,137.0,80
253,Studio,Sold,1946766.7,Michaelstad,1,,,231.0,73
254,Villa,Available,638094.13,Lopezborough,19,,,243.0,166
255,Apartment,Sold,1836303.04,Bartonchester,14,,,263.0,129
256,Apartment,Available,667175.25,Charlesberg,20,,,92.0,38
257,Studio,Available,1018466.62,West Alyssatown,19,,,27.0,108
258,Studio,Reserved,2458747.61,Port Jerryhaven,4,6202.0,3067.0,14.0,95
259,Villa,Available,649788.74,Armstrongport,13,181.0,3957.0,377.0,87
260,Apartment,Sold,972108.04,Hartview,17,,,256.0,91
261,Villa,Reserved,787663.59,Laneborough,16,,,11.0,167
262,Apartment,Available,318581.22,Brownmouth,6,,,224.0,15
263,Studio,Reserved,1250240.65,North Meghan,15,,,133.0,34
264,Studio,Reserved,977792.13,East Brenda,17,1445.0,1041.0,93.0,117
265,Apartment,Reserved,1752473.36,Port Rhonda,10,6404.0,2803.0,235.0,101
266,Villa,Under Construction,2053106.64,North Denise,5,,,183.0,144
267,Studio,Under Construction,1383411.8,Hillville,20,,,10.0,124
268,Apartment,Under Construction,128881.23,Palmerstad,13,,,305.0,164
269,Studio,Available,1566359.77,Evanmouth,11,,,116.0,12
270,Villa,Available,185707.29,Jonathanfort,20,6521.0,3231.0,313.0,120
271,Commercial,Sold,1560072.99,Juliehaven,20,461.0,4232.0,318.0,93
272,Apartment,Under Construction,1728323.38,South Jordan,0,,,22.0,160
273,Studio,Available,534530.69,Jamesview,14,,,126.0,62
274,Commercial,Sold,2057398.06,West Tamaraside,10,,,59.0,7
275,Apartment,Sold,2282158.57,Lauratown,6,,,46.0,134
276,Villa,Reserved,2042063.06,West Dominiquemouth,18,,,34.0,66
277,Villa,Under Construction,797517.52,North Juliebury,12,,,369.0,100
278,Apartment,Available,1487275.38,New Reginaldside,18,549.0,354.0,61.0,129
279,Commercial,Sold,2291297.12,Angelashire,20,,,83.0,25
280,Studio,Available,835628.58,Stephanieton,8,,,330.0,17
281,Villa,Reserved,2059068.16,Rubenfurt,16,,,201.0,9
282,Apartment,Under Construction,73214.07,Port Susanland,15,,,161.0,75
283,Apartment,Under Construction,58934.42,Port Bryanstad,20,,,374.0,93
284,Commercial,Under Construction,1911293.57,South Claytonside,17,,,14.0,76
285,Commercial,Available,1915546.58,South Steve,1,,,45.0,162
286,Studio,Under Construction,1982994.11,New Tammy,17,6479.0,7699.0,236.0,19
287,Apartment,Sold,2328565.75,Yangmouth,19,,,96.0,17
288,Apartment,Reserved,338870.46,Troyshire,18,3997.0,1748.0,151.0,100
289,Commercial,Available,618363.21,Lake Michael,8,,,344.0,122
290,Commercial,Sold,2264126.05,New Sabrinaville,16,,,298.0,36
291,Studio,Available,484228.68,Wattsside,7,,,342.0,64
292,Villa,Reserved,1721461.71,New Monique,8,,,324.0,15
293,Apartment,Reserved,1349634.35,Jarvisstad,9,,,170.0,60
294,Apartment,Reserved,253824.51,New Randall,7,1099.0,7888.0,44.0,177
295,Commercial,Reserved,748895.97,New Shaunmouth,3,,,286.0,152
296,Studio,Available,1324911.93,West Duane,6,,,204.0,170
297,Studio,Available,2138257.79,New Anne,4,,,297.0,139
298,Commercial,Under Construction,1783469.3,Martinshire,17,,,327.0,56
299,Villa,Available,1573613.75,New Deborahville,0,3111.0,4080.0,12.0,58
300,Studio,Reserved,1265280.58,Port Josephchester,15,,,67.0,145
301,Studio,Available,781775.76,Ronaldside,10,2719.0,5936.0,341.0,45
302,Villa,Under Construction,342150.03,New Samantha,4,4335.0,5875.0,110.0,8
303,Commercial,Sold,1052236.28,Gabrielabury,12,,,9.0,124
304,Villa,Reserved,119870.31,South Jeffreyhaven,4,,,26.0,80
305,Commercial,Sold,567086.93,North Dylan,20,2726.0,1881.0,31.0,121
306,Studio,Reserved,1109584.27,North Stephenberg,20,5566.0,523.0,29.0,31
307,Villa,Under Construction,1075582.7,Reynoldsstad,13,,,93.0,148
308,Commercial,Under Construction,158523.81,Tapiamouth,8,6191.0,2595.0,29.0,130
309,Studio,Under Construction,1493197.38,South Pamela,1,,,16.0,43
310,Villa,Reserved,1396726.43,Annafurt,15,,,13.0,58
311,Studio,Reserved,241355.54,West Latasha,6,1572.0,3579.0,139.0,31
312,Apartment,Under Construction,2360749.48,Suzanneburgh,19,,,353.0,134
313,Commercial,Sold,293487.81,Petersburgh,13,,,373.0,142
314,Apartment,Reserved,2144343.67,Heatherton,5,,,23.0,151
315,Studio,Under Construction,50758.84,Greenside,7,,,146.0,126
316,Studio,Available,2211588.68,Port Debra,11,,,154.0,110
317,Villa,Reserved,98313.34,Lake Joseph,9,,,368.0,32
318,Apartment,Sold,1906639.48,Nancyside,17,,,15.0,46
319,Studio,Sold,936142.49,Osbornshire,18,,,133.0,38
320,Commercial,Reserved,1858631.16,Antoniohaven,16,,,30.0,18
321,Commercial,Sold,1034275.75,South Stacie,1,4929.0,3923.0,178.0,99
322,Commercial,Available,223724.41,Annetteville,19,1401.0,730.0,71.0,108
323,Apartment,Under Construction,1930391.4,Carpenterside,11,,,19.0,168
324,Commercial,Available,224569.08,West Dan,16,3171.0,1241.0,121.0,53
325,Apartment,Under Construction,2309195.07,New Margaretview,18,,,236.0,61
326,Villa,Sold,174886.39,Port Amy,16,,,248.0,131
327,Apartment,Under Construction,1224346.93,Lake Lisastad,4,,,101.0,87
328,Apartment,Reserved,1821434.36,Harrisland,3,,,98.0,111
329,Villa,Under Construction,1013453.84,South Dannyfurt,3,,,361.0,7
330,Commercial,Under Construction,582222.01,Walkerland,0,1722.0,463.0,138.0,57
331,Studio,Reserved,1909772.86,Lake Charlotteport,2,2391.0,3751.0,209.0,53
332,Villa,Sold,1971522.03,Port Lauraside,16,,,313.0,157
333,Apartment,Available,2310602.71,Coleside,11,,,238.0,83
334,Apartment,Available,971604.52,Lisaville,2,5032.0,6541.0,388.0,137
335,Apartment,Under Construction,1290316.75,Nathanfort,13,4577.0,5153.0,351.0,3
336,Apartment,Available,939664.68,Lake Ashlee,4,,,261.0,29
337,Apartment,Reserved,679850.46,West Shane,7,3961.0,3354.0,283.0,174
338,Apartment,Available,1890030.76,Sarahfurt,10,265.0,4724.0,324.0,73
339,Villa,Sold,882147.02,North Normaborough,10,5620.0,57.0,314.0,109
340,Apartment,Available,1098966.13,Smithshire,14,,,21.0,85
341,Commercial,Sold,1039000.46,Novaktown,15,138.0,4721.0,229.0,22
342,Commercial,Sold,1796020.0,Carterhaven,1,,,57.0,114
343,Villa,Under Construction,2298599.28,Port Anthonymouth,1,,,314.0,173
344,Villa,Under Construction,1683552.35,New Mary,9,5103.0,4738.0,190.0,63
345,Studio,Under Construction,1205377.36,Port Robert,19,,,214.0,141
346,Apartment,Under Construction,1959052.53,Coreystad,19,6615.0,5769.0,74.0,144
347,Apartment,Reserved,1620379.74,Danielport,3,,,231.0,158
348,Villa,Available,198495.37,Lake Sarah,7,,,115.0,88
349,Commercial,Under Construction,284375.79,Richardmouth,12,1762.0,3655.0,21.0,9
350,Studio,Reserved,142896.51,East Courtney,1,4256.0,1128.0,107.0,143
351,Studio,Under Construction,1169200.0,Adkinsfurt,2,,,4.0,108
352,Commercial,Sold,2073340.91,West Amy,2,,,240.0,64
353,Villa,Sold,817053.76,Perryside,2,,,30.0,173
354,Studio,Reserved,991192.45,Scottborough,18,249.0,2336.0,238.0,91
355,Villa,Available,2278218.92,Blackwellfort,3,,,85.0,3
356,Villa,Available,2100413.44,Kellyton,17,,,40.0,97
357,Apartment,Available,1679367.88,Emilybury,0,2367.0,4432.0,391.0,87
358,Commercial,Sold,703669.27,Jonesborough,10,6322.0,492.0,332.0,113
359,Commercial,Sold,336751.63,Rebeccaborough,13,,,43.0,155
360,Studio,Sold,89344.12,Port David,12,5828.0,7047.0,58.0,180
361,Villa,Reserved,312176.15,Andrewland,17,4066.0,101.0,184.0,140
362,Studio,Sold,766861.29,Barryfort,9,,,270.0,40
363,Apartment,Reserved,1401885.66,North Jasontown,14,6750.0,5224.0,195.0,44
364,Villa,Under Construction,206800.2,Lake Isaacchester,5,,,122.0,148
365,Apartment,Sold,383758.06,West Annetteshire,10,5866.0,4278.0,2.0,37
366,Studio,Reserved,493647.72,Reginafurt,5,5429.0,26.0,173.0,101
367,Commercial,Available,1598356.13,Rangelburgh,16,,,275.0,11
368,Villa,Reserved,1558685.01,East Markbury,15,,,,37
369,Villa,Available,1399376.03,Lake Catherine,11,,,157.0,24
370,Villa,Sold,663728.49,East Patrick,19,6033.0,3575.0,50.0,46
371,Commercial,Reserved,959243.24,North Katherinemouth,7,,,57.0,161
372,Studio,Available,286889.81,South Chadfurt,1,,,,106
373,Apartment,Available,604828.48,North Wendyport,13,,,18.0,43
374,Apartment,Sold,2249377.8,Karenmouth,4,,,55.0,36
375,Studio,Under Construction,2450244.78,Jacobsonfurt,4,,,122.0,135
376,Studio,Reserved,1636765.98,Isaacland,16,,,293.0,178
377,Commercial,Available,2296217.07,New Angelaborough,4,,,86.0,87
378,Apartment,Sold,1624717.66,Port Traceyburgh,11,,,339.0,120
379,Apartment,Sold,131331.39,Robertburgh,15,,,357.0,69
380,Apartment,Reserved,2492068.33,New Sherimouth,2,6762.0,5797.0,163.0,121
381,Studio,Sold,292433.14,Hopkinsmouth,3,4952.0,3170.0,32.0,69
382,Apartment,Reserved,1722472.41,Lake Ebonyfurt,19,,,275.0,152
